a_id,a_name,b_id,b_name,score,reasons,a_date,b_date,a_coords,b_coords,a_map,b_map
BDS-MASTER-0175,kết nối vào quỹ đất,BDS-MASTER-0341,HLW - Merryaland 1,140,same_map_link; same_coord_0m,2022-09-26,2022-08-23,"21.250395, 105.5350413","21.250395, 105.5350413",https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/eqfdgJBc7XT7VhAW8
BDS-MASTER-0175,kết nối vào quỹ đất,BDS-MASTER-0399,Đà Nẵng,140,same_map_link; same_coord_0m,2022-09-26,2022-09-12,"21.250395, 105.5350413","21.250395, 105.5350413",https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/eqfdgJBc7XT7VhAW8
BDS-MASTER-0176,nhà ở khi chuyển mục đích sang đất ở theo Luật Đất đai sẽ phải thực hiện đấu giá đối với hiện trạng các khu đấ,BDS-MASTER-0382,này thì phải Các dự án quy mô trên 1000 ha trước khi Nov,140,same_map_link; same_coord_0m,2023-03-15,2024-12-16,"18.687645, 105.674201","18.687645, 105.674201",https://goo.gl/maps/h4LQbK4dijinbrmF8,https://goo.gl/maps/h4LQbK4dijinbrmF8
BDS-MASTER-0178,trong thời gian khai thác kinh doanh,BDS-MASTER-0181,(giá bán quỹ đất bao gồm cam kết của đối tác sẽ hỗ trợ phần đất đi vào dự án) với chi phí làm đường là 1tr/m2,140,same_map_link; same_coord_0m,2022-12-27,2022-09-26,"20.94081, 105.84306","20.94081, 105.84306",https://goo.gl/maps/YaZ9tS4Xqtm5REAe6,https://goo.gl/maps/YaZ9tS4Xqtm5REAe6
BDS-MASTER-0178,trong thời gian khai thác kinh doanh,BDS-MASTER-0293,Regalia Gold 4 sao tại Nha Trang,140,same_map_link; same_coord_0m,2022-12-27,2022-12-27,"20.94081, 105.84306","20.94081, 105.84306",https://goo.gl/maps/YaZ9tS4Xqtm5REAe6,https://goo.gl/maps/YaZ9tS4Xqtm5REAe6
BDS-MASTER-0178,trong thời gian khai thác kinh doanh,BDS-MASTER-0492,Ngọc Hồi Thanh Trì,140,same_map_link; same_coord_0m,2022-12-27,2022-08-26,"20.94081, 105.84306","20.94081, 105.84306",https://goo.gl/maps/YaZ9tS4Xqtm5REAe6,https://goo.gl/maps/YaZ9tS4Xqtm5REAe6
BDS-MASTER-0180,được chuyển tiếp từ kế hoạch 2025 và có bổ sung thêm những khu đất tiềm năng khác,BDS-MASTER-0475,trong kế hoạch đấu giá năm 2026 trên địa bàn tỉnh Đồng Nai,140,same_map_link; same_coord_0m,2025-09-29,,"11.4223625, 106.5550679","11.4223625, 106.5550679",https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0181,(giá bán quỹ đất bao gồm cam kết của đối tác sẽ hỗ trợ phần đất đi vào dự án) với chi phí làm đường là 1tr/m2,BDS-MASTER-0293,Regalia Gold 4 sao tại Nha Trang,140,same_map_link; same_coord_0m,2022-09-26,2022-12-27,"20.94081, 105.84306","20.94081, 105.84306",https://goo.gl/maps/YaZ9tS4Xqtm5REAe6,https://goo.gl/maps/YaZ9tS4Xqtm5REAe6
BDS-MASTER-0181,(giá bán quỹ đất bao gồm cam kết của đối tác sẽ hỗ trợ phần đất đi vào dự án) với chi phí làm đường là 1tr/m2,BDS-MASTER-0492,Ngọc Hồi Thanh Trì,140,same_map_link; same_coord_0m,2022-09-26,2022-08-26,"20.94081, 105.84306","20.94081, 105.84306",https://goo.gl/maps/YaZ9tS4Xqtm5REAe6,https://goo.gl/maps/YaZ9tS4Xqtm5REAe6
BDS-MASTER-0182,53ha đấu thầu tại đường Thăng Long,BDS-MASTER-0273,đấu thầu tại Nhơn Trạch,140,same_map_link; same_coord_0m,,2025-07-15,"10.6629773, 106.8625131","10.6629773, 106.8625131",https://maps.app.goo.gl/yVp7cfpfnfdzb7mV7,https://maps.app.goo.gl/yVp7cfpfnfdzb7mV7
BDS-MASTER-0182,53ha đấu thầu tại đường Thăng Long,BDS-MASTER-0362,càng tốt ạ Vì luật hiện nay vẫn quy định đơn giá ko dc,140,same_map_link; same_coord_0m,,2025-02-13,"10.6629773, 106.8625131","10.6629773, 106.8625131",https://maps.app.goo.gl/yVp7cfpfnfdzb7mV7,https://maps.app.goo.gl/yVp7cfpfnfdzb7mV7
BDS-MASTER-0182,53ha đấu thầu tại đường Thăng Long,BDS-MASTER-0375,lớn xảy ra sai phạm nghiêm trọng trong quản lý đất đai của tỉnh Đồng Nai,140,same_map_link; same_coord_0m,,2023-07-07,"10.6629773, 106.8625131","10.6629773, 106.8625131",https://maps.app.goo.gl/yVp7cfpfnfdzb7mV7,https://maps.app.goo.gl/yVp7cfpfnfdzb7mV7
BDS-MASTER-0182,53ha đấu thầu tại đường Thăng Long,BDS-MASTER-0407,đấu thầu 386ha - Nhơn Trạch,140,same_map_link; same_coord_0m,,2025-07-15,"10.6629773, 106.8625131","10.6629773, 106.8625131",https://maps.app.goo.gl/yVp7cfpfnfdzb7mV7,https://maps.app.goo.gl/yVp7cfpfnfdzb7mV7
BDS-MASTER-0182,53ha đấu thầu tại đường Thăng Long,BDS-MASTER-0417,Aqua thì hiện nay Nova đang dừng triển khai ở dự án này,140,same_map_link; same_coord_0m,,2023-06-03,"10.6629773, 106.8625131","10.6629773, 106.8625131",https://maps.app.goo.gl/yVp7cfpfnfdzb7mV7,https://maps.app.goo.gl/yVp7cfpfnfdzb7mV7
BDS-MASTER-0183,Anantara Mũi Né Resort,BDS-MASTER-0281,Anantara tham chiếu theo Phú Hải,140,same_map_link; same_coord_0m,2022-11-18,2022-11-18,"10.9409853, 108.1895913","10.9409853, 108.1895913",https://goo.gl/maps/oJBLCYE9ShbB6ZA6A,https://goo.gl/maps/oJBLCYE9ShbB6ZA6A
BDS-MASTER-0184,Cao tầng 31 Trần Não,BDS-MASTER-0222,chưa phê duyệt quyết định/ chấp thuận chủ trương đầu tư,140,same_map_link; same_coord_0m,2024-12-11,2024-12-06,"10.9466553, 106.7451751","10.9466553, 106.7451751",https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7,https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7
BDS-MASTER-0184,Cao tầng 31 Trần Não,BDS-MASTER-0254,chung cư Việt An,140,same_map_link; same_coord_0m,2024-12-11,2024-12-06,"10.9466553, 106.7451751","10.9466553, 106.7451751",https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7,https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7
BDS-MASTER-0184,Cao tầng 31 Trần Não,BDS-MASTER-0290,Nguyễn Thiện Thuật và Đoàn Trần Nghiệp - Nha Trang,140,same_map_link; same_coord_0m,2024-12-11,2025-05-13,"10.9466553, 106.7451751","10.9466553, 106.7451751",https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7,https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7
BDS-MASTER-0184,Cao tầng 31 Trần Não,BDS-MASTER-0300,cao tầng với,140,same_map_link; same_coord_0m,2024-12-11,2024-12-11,"10.9466553, 106.7451751","10.9466553, 106.7451751",https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7,https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7
BDS-MASTER-0184,Cao tầng 31 Trần Não,BDS-MASTER-0320,phân lô ( ko xây nhà) nào đang rẻ nhất 1 Like reaction,140,same_map_link; same_coord_0m,2024-12-11,2023-06-22,"10.9466553, 106.7451751","10.9466553, 106.7451751",https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7,https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7
BDS-MASTER-0184,Cao tầng 31 Trần Não,BDS-MASTER-0429,Phượng Hoàng theo Chính sá… Vậy chốt PkD phương án này đi Ok Sếp,140,same_map_link; same_coord_0m,2024-12-11,2025-09-10,"10.9466553, 106.7451751","10.9466553, 106.7451751",https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7,https://maps.app.goo.gl/uKe9j2z7xKHjdR8A7
BDS-MASTER-0186,Khách sạn,BDS-MASTER-0196,không đạt hiệu quả ạ Begin quote,140,same_map_link; same_coord_0m,2025-04-17,2026-06-11,"10.652525, 107.083154","10.652525, 107.083154",https://maps.app.goo.gl/efNjqXtJS5uqAid67,https://maps.app.goo.gl/efNjqXtJS5uqAid67
BDS-MASTER-0186,Khách sạn,BDS-MASTER-0312,không khả thi với bất kỳ giá mua nào Begin quote,140,same_map_link; same_coord_0m,2025-04-17,,"10.652525, 107.083154","10.652525, 107.083154",https://maps.app.goo.gl/efNjqXtJS5uqAid67,https://maps.app.goo.gl/efNjqXtJS5uqAid67
BDS-MASTER-0186,Khách sạn,BDS-MASTER-0365,của Novaland được tháo gỡ liên quan đến Waterbay và Lakeview theo NQ 170 của Quốc Hội Liên quan đến vấn đề giả,140,same_map_link; same_coord_0m,2025-04-17,2025-02-28,"10.652525, 107.083154","10.652525, 107.083154",https://maps.app.goo.gl/efNjqXtJS5uqAid67,https://maps.app.goo.gl/efNjqXtJS5uqAid67
BDS-MASTER-0186,Khách sạn,BDS-MASTER-0367,hiện tại mình đang vận hành để xem thử mình có chi phí nào khác cần bổ sung không à,140,same_map_link; same_coord_0m,2025-04-17,2025-04-08,"10.652525, 107.083154","10.652525, 107.083154",https://maps.app.goo.gl/efNjqXtJS5uqAid67,https://maps.app.goo.gl/efNjqXtJS5uqAid67
BDS-MASTER-0186,Khách sạn,BDS-MASTER-0430,The Bale của Được gửi giá đã giảm mà lại ko lãi hã Begin quote,140,same_map_link; same_coord_0m,2025-04-17,2023-06-01,"10.652525, 107.083154","10.652525, 107.083154",https://maps.app.goo.gl/efNjqXtJS5uqAid67,https://maps.app.goo.gl/efNjqXtJS5uqAid67
BDS-MASTER-0186,Khách sạn,BDS-MASTER-0435,chợ lớn có khi phải điều chỉnh ranh Begin quote,140,same_map_link; same_coord_0m,2025-04-17,2024-11-25,"10.652525, 107.083154","10.652525, 107.083154",https://maps.app.goo.gl/efNjqXtJS5uqAid67,https://maps.app.goo.gl/efNjqXtJS5uqAid67
BDS-MASTER-0188,Parklane,BDS-MASTER-0220,Richland Quận 9,140,same_map_link; same_coord_0m,,2026-07-02,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0188,Parklane,BDS-MASTER-0232,trên có diện tích hơn 77ha,140,same_map_link; same_coord_0m,,2025-08-13,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0188,Parklane,BDS-MASTER-0245,Hải Nhân,140,same_map_link; same_coord_0m,,,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0188,Parklane,BDS-MASTER-0252,Sông Đà - Quốc Cường Gia Lai (Nguồn từ Mr Tiến R&D) có giá chào 6,140,same_map_link; same_coord_0m,,,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0188,Parklane,BDS-MASTER-0257,do mình có điều chỉnh qh 1/500,140,same_map_link; same_coord_0m,,2023-09-25,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0188,Parklane,BDS-MASTER-0288,KS 25 Trần Phú sẽ đi theo PA 5 tầng nổi + 1 tầng hầm,140,same_map_link; same_coord_0m,,2025-04-28,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0188,Parklane,BDS-MASTER-0297,Với phương án của mình trước là làm phân kh,140,same_map_link; same_coord_0m,,2023-09-25,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0188,Parklane,BDS-MASTER-0327,triển khai chưa mng Team đã trao đổi với A Sơn Trợ lý để lên list các dự án này à,140,same_map_link; same_coord_0m,,2023-10-15,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0188,Parklane,BDS-MASTER-0360,chưa bàn giao nên chưa dc vào ở à,140,same_map_link; same_coord_0m,,2025-04-11,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0188,Parklane,BDS-MASTER-0363,có giá vốn đất thấp trong khi hệ số cao (trên 11 chấm),140,same_map_link; same_coord_0m,,,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0188,Parklane,BDS-MASTER-0396,trên có diện tích,140,same_map_link; same_coord_0m,,2025-08-13,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0188,Parklane,BDS-MASTER-0423,HAI NHAN,140,same_map_link; same_coord_0m,,,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0188,Parklane,BDS-MASTER-0502,thì họ sẽ làm như thế nào Huy M - IM Rồi anh tính phương án thử by Admin 01,140,same_map_link; same_coord_0m,,,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0188,Parklane,BDS-MASTER-0503,đã được đưa vào danh sách thí điểm 171 Số thự tự 41,140,same_map_link; same_coord_0m,,,"10.970034, 106.715651","10.970034, 106.715651",https://maps.app.goo.gl/t178LDzcrFtjxgEz9,https://maps.app.goo.gl/t178LDzcrFtjxgEz9
BDS-MASTER-0189,Phú Quang khoảng 350m + Có 2 mặt tiếp xúc kênh rạch II/ Kết nối giao thông đến dự án,BDS-MASTER-0393,theo link bên dưới,140,same_map_link; same_coord_0m,2023-11-27,2023-05-18,"10.8868153, 106.7156351","10.8868153, 106.7156351",https://goo.gl/maps/Empzn8zwhyULFrqV8,https://goo.gl/maps/Empzn8zwhyULFrqV8
BDS-MASTER-0190,Phú Quang – Phương án bổ sung tiền sử dụng đất (LURF) và chi phí liên quan đến phần đất công trong dự án,BDS-MASTER-0282,CCN Giao Yến cũng đang ở bước đầu xin dự án,140,same_map_link; same_coord_0m,2025-03-12,2023-04-26,"10.6963753, 106.6108851","10.6963753, 106.6108851",https://maps.app.goo.gl/UEv62Ht1RcfDLLML8,https://maps.app.goo.gl/UEv62Ht1RcfDLLML8
BDS-MASTER-0190,Phú Quang – Phương án bổ sung tiền sử dụng đất (LURF) và chi phí liên quan đến phần đất công trong dự án,BDS-MASTER-0328,trước năm 2024 đúng thật là thấy giá chung cư của HN thấy thấp hơn SG nếu nhìn vị trí có tính tương đương,140,same_map_link; same_coord_0m,2025-03-12,2024-12-07,"10.6963753, 106.6108851","10.6963753, 106.6108851",https://maps.app.goo.gl/UEv62Ht1RcfDLLML8,https://maps.app.goo.gl/UEv62Ht1RcfDLLML8
BDS-MASTER-0190,Phú Quang – Phương án bổ sung tiền sử dụng đất (LURF) và chi phí liên quan đến phần đất công trong dự án,BDS-MASTER-0361,chợ lớn có khi phải điều chỉnh ranh Dự án Chợ Lớn đang làm quy hoạch anh Tài đã có cập nhật ranh Metro vào rồi,140,same_map_link; same_coord_0m,2025-03-12,2024-11-25,"10.6963753, 106.6108851","10.6963753, 106.6108851",https://maps.app.goo.gl/UEv62Ht1RcfDLLML8,https://maps.app.goo.gl/UEv62Ht1RcfDLLML8
BDS-MASTER-0190,Phú Quang – Phương án bổ sung tiền sử dụng đất (LURF) và chi phí liên quan đến phần đất công trong dự án,BDS-MASTER-0405,được tính bằng cách lấy tổng doanh thu trừ các chi phí vận hành trực tiếp (như chi phí phòng,140,same_map_link; same_coord_0m,2025-03-12,2025-06-29,"10.6963753, 106.6108851","10.6963753, 106.6108851",https://maps.app.goo.gl/UEv62Ht1RcfDLLML8,https://maps.app.goo.gl/UEv62Ht1RcfDLLML8
BDS-MASTER-0193,Võ Văn Kiệt (Gộp 2 Lô) theo chỉ tiêu QH dự kiến điều chỉnh,BDS-MASTER-0195,gộp 2 lô Võ Văn Kiệt theo thay đổi giá bán căn hộ và giá mua dự án,140,same_map_link; same_coord_0m,,,"16.053394, 108.247722","16.053394, 108.247722",https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8,https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8
BDS-MASTER-0193,Võ Văn Kiệt (Gộp 2 Lô) theo chỉ tiêu QH dự kiến điều chỉnh,BDS-MASTER-0212,Holiday Beach tại Đà Nẵng đánh giá nhanh phương án vận hành khách sạn tạm thời trong thời gian ngắn,140,same_map_link; same_coord_0m,,2024-09-14,"16.053394, 108.247722","16.053394, 108.247722",https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8,https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8
BDS-MASTER-0193,Võ Văn Kiệt (Gộp 2 Lô) theo chỉ tiêu QH dự kiến điều chỉnh,BDS-MASTER-0359,chung cư nhiều nhưng số lượng dự án và thị trường thì thấy Đà Nẵng có vẻ sôi động hơn à Nhưng condotel ở Đà Nẵ,140,same_map_link; same_coord_0m,,2024-10-25,"16.053394, 108.247722","16.053394, 108.247722",https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8,https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8
BDS-MASTER-0193,Võ Văn Kiệt (Gộp 2 Lô) theo chỉ tiêu QH dự kiến điều chỉnh,BDS-MASTER-0426,Khu nhà ở công nhân và chuyên gia tại xã Nhơn Trạch của Công ty TNHH Vạn Phúc,140,same_map_link; same_coord_0m,,,"16.053394, 108.247722","16.053394, 108.247722",https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8,https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8
BDS-MASTER-0194,cao tầng với tổng diện tích đất dự án là 10,BDS-MASTER-0395,tiền M&A nên đang bị phẩn bổ khá nhiều thời gian cho phần phân tích các dự án tiền M&A này Begin quote,140,same_map_link; same_coord_0m,2024-09-25,2022-08-22,"10.2276353, 103.9586651","10.2276353, 103.9586651",https://maps.app.goo.gl/K3ASKRs9Sc5yfa9z9,https://maps.app.goo.gl/K3ASKRs9Sc5yfa9z9
BDS-MASTER-0195,gộp 2 lô Võ Văn Kiệt theo thay đổi giá bán căn hộ và giá mua dự án,BDS-MASTER-0212,Holiday Beach tại Đà Nẵng đánh giá nhanh phương án vận hành khách sạn tạm thời trong thời gian ngắn,140,same_map_link; same_coord_0m,,2024-09-14,"16.053394, 108.247722","16.053394, 108.247722",https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8,https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8
BDS-MASTER-0195,gộp 2 lô Võ Văn Kiệt theo thay đổi giá bán căn hộ và giá mua dự án,BDS-MASTER-0359,chung cư nhiều nhưng số lượng dự án và thị trường thì thấy Đà Nẵng có vẻ sôi động hơn à Nhưng condotel ở Đà Nẵ,140,same_map_link; same_coord_0m,,2024-10-25,"16.053394, 108.247722","16.053394, 108.247722",https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8,https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8
BDS-MASTER-0195,gộp 2 lô Võ Văn Kiệt theo thay đổi giá bán căn hộ và giá mua dự án,BDS-MASTER-0426,Khu nhà ở công nhân và chuyên gia tại xã Nhơn Trạch của Công ty TNHH Vạn Phúc,140,same_map_link; same_coord_0m,,,"16.053394, 108.247722","16.053394, 108.247722",https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8,https://maps.app.goo.gl/cuqyDKdtbfwW1DAa8
BDS-MASTER-0196,không đạt hiệu quả ạ Begin quote,BDS-MASTER-0312,không khả thi với bất kỳ giá mua nào Begin quote,140,same_map_link; same_coord_0m,2026-06-11,,"10.652525, 107.083154","10.652525, 107.083154",https://maps.app.goo.gl/efNjqXtJS5uqAid67,https://maps.app.goo.gl/efNjqXtJS5uqAid67
BDS-MASTER-0196,không đạt hiệu quả ạ Begin quote,BDS-MASTER-0365,của Novaland được tháo gỡ liên quan đến Waterbay và Lakeview theo NQ 170 của Quốc Hội Liên quan đến vấn đề giả,140,same_map_link; same_coord_0m,2026-06-11,2025-02-28,"10.652525, 107.083154","10.652525, 107.083154",https://maps.app.goo.gl/efNjqXtJS5uqAid67,https://maps.app.goo.gl/efNjqXtJS5uqAid67
BDS-MASTER-0196,không đạt hiệu quả ạ Begin quote,BDS-MASTER-0367,hiện tại mình đang vận hành để xem thử mình có chi phí nào khác cần bổ sung không à,140,same_map_link; same_coord_0m,2026-06-11,2025-04-08,"10.652525, 107.083154","10.652525, 107.083154",https://maps.app.goo.gl/efNjqXtJS5uqAid67,https://maps.app.goo.gl/efNjqXtJS5uqAid67
BDS-MASTER-0196,không đạt hiệu quả ạ Begin quote,BDS-MASTER-0430,The Bale của Được gửi giá đã giảm mà lại ko lãi hã Begin quote,140,same_map_link; same_coord_0m,2026-06-11,2023-06-01,"10.652525, 107.083154","10.652525, 107.083154",https://maps.app.goo.gl/efNjqXtJS5uqAid67,https://maps.app.goo.gl/efNjqXtJS5uqAid67
BDS-MASTER-0196,không đạt hiệu quả ạ Begin quote,BDS-MASTER-0435,chợ lớn có khi phải điều chỉnh ranh Begin quote,140,same_map_link; same_coord_0m,2026-06-11,2024-11-25,"10.652525, 107.083154","10.652525, 107.083154",https://maps.app.goo.gl/efNjqXtJS5uqAid67,https://maps.app.goo.gl/efNjqXtJS5uqAid67
BDS-MASTER-0199,nhà ở xã hội UBND Đồng Nai mời quan tâm đấu thầu,BDS-MASTER-0207,đạt hiệu quả LNTT/TMĐT ~ >=20% ở khung từ giá bán bình quân chưa VAT đạt từ 75 triệu/m2 trở lên chi phí đầu tư,140,same_map_link; same_coord_0m,2025-03-25,,"10.954820, 106.843332","10.954820, 106.843332",https://maps.app.goo.gl/7yPFeG3okyKbrLCM9,https://maps.app.goo.gl/7yPFeG3okyKbrLCM9
BDS-MASTER-0199,nhà ở xã hội UBND Đồng Nai mời quan tâm đấu thầu,BDS-MASTER-0326,triển khai chi tiết,140,same_map_link; same_coord_0m,2025-03-25,,"10.954820, 106.843332","10.954820, 106.843332",https://maps.app.goo.gl/7yPFeG3okyKbrLCM9,https://maps.app.goo.gl/7yPFeG3okyKbrLCM9
BDS-MASTER-0200,này --- [] Monday,BDS-MASTER-0294,Swanbay 456ha hiện Dic đã chuyển nhượng lại các dự án thành phần cho các chủ đầu tư khác nên có nhiều dự án co,140,same_map_link; same_coord_0m,2023-11-27,2023-06-05,"10.698445, 107.080430","10.698445, 107.080430",https://maps.app.goo.gl/9PHZkvYiuadCm992A,https://maps.app.goo.gl/9PHZkvYiuadCm992A
BDS-MASTER-0200,này --- [] Monday,BDS-MASTER-0351,Phú Quang khoảng 350m + Có 2 mặt tiếp xúc,140,same_map_link; same_coord_0m,2023-11-27,2023-11-27,"10.698445, 107.080430","10.698445, 107.080430",https://maps.app.goo.gl/9PHZkvYiuadCm992A,https://maps.app.goo.gl/9PHZkvYiuadCm992A
BDS-MASTER-0201,này có các vấn đề pháp lý chưa rõ và cần Phòng pháp lý dự án đánh giá chi tiết,BDS-MASTER-0317,này hiện chỉ đóng tiền sử dụng đát trên diện tích đất xây dựng thay vì diện tích đất toàn khu đối với toàn khu,140,same_map_link; same_coord_0m,2025-06-05,2025-03-16,"10.7964935, 106.7288642","10.7964935, 106.7288642",https://maps.app.goo.gl/AoJAreLLvUUHzVVw5,https://maps.app.goo.gl/AoJAreLLvUUHzVVw5
BDS-MASTER-0203,thuộc QH hiện hữu là ô phố I82b (16,BDS-MASTER-0284,Cát Lái từ P,140,same_map_link; same_coord_0m,,,"10.8486272, 106.7188746","10.8486272, 106.7188746",https://maps.app.goo.gl/oHEYY6H9GGykdD9C6,https://maps.app.goo.gl/oHEYY6H9GGykdD9C6
BDS-MASTER-0203,thuộc QH hiện hữu là ô phố I82b (16,BDS-MASTER-0418,Cát Lái,140,same_map_link; same_coord_0m,,,"10.8486272, 106.7188746","10.8486272, 106.7188746",https://maps.app.goo.gl/oHEYY6H9GGykdD9C6,https://maps.app.goo.gl/oHEYY6H9GGykdD9C6
BDS-MASTER-0203,thuộc QH hiện hữu là ô phố I82b (16,BDS-MASTER-0469,sẽ hơi nhiều gốc cạnh sau khi ráp 2 miếng vào,140,same_map_link; same_coord_0m,,,"10.8486272, 106.7188746","10.8486272, 106.7188746",https://maps.app.goo.gl/oHEYY6H9GGykdD9C6,https://maps.app.goo.gl/oHEYY6H9GGykdD9C6
BDS-MASTER-0203,thuộc QH hiện hữu là ô phố I82b (16,BDS-MASTER-0501,thì cách tiếp cận sẽ khác so với các PA ban đầu,140,same_map_link; same_coord_0m,,,"10.8486272, 106.7188746","10.8486272, 106.7188746",https://maps.app.goo.gl/oHEYY6H9GGykdD9C6,https://maps.app.goo.gl/oHEYY6H9GGykdD9C6
BDS-MASTER-0206,được tính tiền sử dụng đất theo phương pháp thặng dự,BDS-MASTER-0315,nhà ở thương mại thông qua thỏa thuận về nhận quyền sử dụng đất hoặc đang có quyền sử dụng đất để thể chế hóa,140,same_map_link; same_coord_0m,2024-10-07,2024-11-22,"11.2642452, 106.6299351","11.2642452, 106.6299351",https://maps.app.goo.gl/s62kTxdTsTQvQHDJ9,https://maps.app.goo.gl/s62kTxdTsTQvQHDJ9
BDS-MASTER-0206,được tính tiền sử dụng đất theo phương pháp thặng dự,BDS-MASTER-0342,Hoàng Cát Center có quy mô 7,140,same_map_link; same_coord_0m,2024-10-07,2024-10-14,"11.2642452, 106.6299351","11.2642452, 106.6299351",https://maps.app.goo.gl/s62kTxdTsTQvQHDJ9,https://maps.app.goo.gl/s62kTxdTsTQvQHDJ9
BDS-MASTER-0207,đạt hiệu quả LNTT/TMĐT ~ >=20% ở khung từ giá bán bình quân chưa VAT đạt từ 75 triệu/m2 trở lên chi phí đầu tư,BDS-MASTER-0326,triển khai chi tiết,140,same_map_link; same_coord_0m,,,"10.954820, 106.843332","10.954820, 106.843332",https://maps.app.goo.gl/7yPFeG3okyKbrLCM9,https://maps.app.goo.gl/7yPFeG3okyKbrLCM9
BDS-MASTER-0211,High và West của LDG (nguồn từ anh Dũng),BDS-MASTER-0241,Bà Kèo theo Quy hoạch 1/500 cũ (100% thấp tầng),140,same_map_link; same_coord_0m,,2026-06-25,"10.8679394, 106.763008","10.8679394, 106.763008",https://maps.app.goo.gl/D8GuCY5LefTH8JVq9,https://maps.app.goo.gl/D8GuCY5LefTH8JVq9
