master_id,project_name,query,priority,latest_report_date,sample_excerpt
BDS-MASTER-0328,trước năm 2024 đúng thật là thấy giá chung cư của HN thấy thấp hơn SG nếu nhìn vị trí có tính tương đương,"có tính tương đương. Nay giá lại vượt SG. Vẫn còn 1 sản phẩm ở HN thấy giá thấp hơn HCM nữa là giá thuê Văn Phòng. Ko biết sắp tới có bị làn sóng đẩy lên ko., trước năm 2024 đúng thật là thấy giá chung cư của HN thấy thấp hơn SG nếu nhìn vị trí có tính tương đương",6,2024-12-07,[2024-12-07] Huy M - IM 12/7/2024 1:56 PM Translate Mấy đợt đi HN khảo sát dự án trước năm 2024 đúng thật là thấy giá chung cư của HN thấy thấp hơn SG nếu nhìn vị trí có tính tương đương. Nay giá lại vượt SG. Vẫn còn 1 sản phẩm ở HN thấy giá thấp hơn HCM nữa là giá thuê Văn Phòng. Ko biết sắp tới có bị làn sóng đẩy lên ko.
BDS-MASTER-0271,tại 02 Tây Thạnh,"Mặt tiền đường Tây Thạnh (dài khoảng 65m, lòng đường 16m, vỉa hè mỗi bên 8m). Nằm trong bán kính TOD metro số 2 (chưa xác định chính xác có thuộc ranh đền bù của dự án TOD). Cập nhật sang tên cá nhân ông Phạm Công Danh t, tại 02 Tây Thạnh, Tân Phú",6,,"[] P.ĐT xin báo cáo Sếp Admin 01 về cập nhật thêm thông tin khu đất tại 02 Tây Thạnh, Tân Phú như sau: Diện tích đất : 11.221,7 m², đất ở lâu dài, mục đích sử dụng là đất sản xuất kinh doanh. Vị trí: Mặt tiền đường Tây Thạnh (dài khoảng 65m, lòng đường 16m, vỉa hè mỗi bên 8m). Nằm trong bán kính TOD metro số 2 (chưa xác định chính xác có thuộc ranh đền bù của dự án TOD). Cập nhật sang tên cá nhân ông Phạm Công Danh từ ngày 13/06/2006. Hiện Sacombank đang rao đấu giá xử lý nợ. Lịch sử các lần đưa"
BDS-MASTER-0080,~38ha,"và ranh đất: https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105… Đường Lạc Hồng (xã Thạnh Lộc, H. Châu Thành, tỉnh Kiên Giang, nay là xã Thạnh Lộc. tỉnh An Giang). Pháp lý, ~38ha",6,,"[] Hanh T - INVT 3/6 1:23 PM Edited Translate P. Đầu tư báo cáo Sếp Admin 01 về khu đất 35ha tại Kiên Giang (thuộc Châu Thành giáp ranh TP Rạch Giá), từ công ty CKG như sau: 1. Sơ bộ về khu đất: Vị trí và ranh đất: https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105… Đường Lạc Hồng (xã Thạnh Lộc, H. Châu Thành, tỉnh Kiên Giang, nay là xã Thạnh Lộc. tỉnh An Giang). Pháp lý: Tổng diện tích đất khoảng 35ha/38,8ha lập dự án, chủ yếu là đất lúa. Hiện ch"
BDS-MASTER-0406,đấu thầu 386ha - N,"vào số liệu chi tiết tổng mức đầu tư của từng phân khu. Trân trọng. Bản đồ không có tiêu đề - Google My Maps (IN) 2025.07.15 Cụm DA đấu thầu 386ha - N, đấu thầu 386ha - N",6,,[] Phòng xin gửi đính kèm vị trí vào số liệu chi tiết tổng mức đầu tư của từng phân khu. Trân trọng. Bản đồ không có tiêu đề - Google My Maps (IN) 2025.07.15 Cụm DA đấu thầu 386ha - N
BDS-MASTER-0236,đầu tư,"3 tài sản: https://www.google.com/maps/d/edit?mid=11z_Bkaxe4GIV5AYsicAES_ivCxDZbmM&usp=sharing Vì cả 3 tài sản có vị trí gần nhau nên P.RD để xuất chung một mức giá thuê cho 3 tài sản như sau: Đề xuất giá thuê, đầu tư",6,2025-10-31,"[2025-10-31] Thanh L - INVT 10/31/2025 9:41 AM Edited Translate Kính gửi Mr Mike1 -CEO, P.ĐT báo cáo đánh giá 3 tài sản thực hiện căn hộ dịch vụ với hiệu quả dự án đầu tư như sau: Vị trí 3 tài sản: https://www.google.com/maps/d/edit?mid=11z_Bkaxe4GIV5AYsicAES_ivCxDZbmM&usp=sharing Vì cả 3 tài sản có vị trí gần nhau nên P.RD để xuất chung một mức giá thuê cho 3 tài sản như sau: Đề xuất giá thuê"
BDS-MASTER-0333,ạ! Về phần diện tích đất cũng same same với nh,"đẹp nhất của Aqua là Harbor 1 và Đảo Phượng Hoàng cũng chỉ có dòng Biệt thự song lập chứ ko phải Biệt thự đơn lập, vì vậy giá trị dòng Biệt thự song lập mới có giá cao hơn Về Swan Bay những vị trí đẹp nhất, đắt giá nhất, ạ! Về phần diện tích đất cũng same same với nh",6,2023-06-07,"[2023-06-07] Sinh Nguyen-Dau Tu 6/7/2023 10:31 AM Về tổng quan về sản phẩm của Nova, Nova do phân nhiều sản phẩm nên dòng sản phẩm chủ đạo của bên Aqua City là Biệt thự Song Lập chứ ko phải là Biệt thự đơn lập, Vị trí đẹp nhất của Aqua là Harbor 1 và Đảo Phượng Hoàng cũng chỉ có dòng Biệt thự song lập chứ ko phải Biệt thự đơn lập, vì vậy giá trị dòng Biệt thự song lập mới có giá cao hơn Về Swan Bay những vị trí đẹp nhất, đắt giá nhất họ bố trí Dinh thự và Biệt thự đơn lập => Giá Biệt thự song lậ"
BDS-MASTER-0411,ở vị trí khác nên phương án kinh doanh đưa lên không còn chính xác,"của Lô đất ở vị trí khác nên phương án kinh doanh đưa lên không còn chính xác. Lúc đó báo cáo cáo lại thì Sếp chốt thôi loại Lô B11 ra không nghiên cứu tiếp à. Check lại nha by Unknown User, ở vị trí khác nên phương án kinh doanh đưa lên không còn chính xác",6,2025-09-23,[2025-09-23] Huy M - IM 9/23/2025 11:15 AM Translate Tuy nhiên lúc này tính cho fs lô B11 thì anh Cường có nhằm vị trí của Lô đất ở vị trí khác nên phương án kinh doanh đưa lên không còn chính xác. Lúc đó báo cáo cáo lại thì Sếp chốt thôi loại Lô B11 ra không nghiên cứu tiếp à. Check lại nha by Unknown User
BDS-MASTER-0334,📷 2,"VÀ RANH ĐẤT 2 LÔ ĐẤT: Vị trí theo đường link: Vị Trí Dự án 📷 2. THÔNG SỐ QUY HOẠCH Trên cơ sở… PA gộp 2 miến VVK nhé Sếp, 📷 2",6,,[] P.ĐT báo cáo Sếp Admin 01 về phương án gộp 2 lô Võ Văn Kiệt ~ diện tích 4.600 m2 như sau: 1. VỊ TRÍ VÀ RANH ĐẤT 2 LÔ ĐẤT: Vị trí theo đường link: Vị Trí Dự án 📷 2. THÔNG SỐ QUY HOẠCH Trên cơ sở… PA gộp 2 miến VVK nhé Sếp
BDS-MASTER-0070,1ha Sơn Trà,"1ha Sơn Trà, Đà Nẵng",5,2025-09-29,"[2025-09-29] Thanh L - INVT 9/29/2025 12:13 PM Translate Kính gửi Sếp Mr Mike1 -CEO, P.ĐT báo cáo cập nhật hiệu quả đầu tư dự án 1ha Sơn Trà, Đà Nẵng như sau: Thông tin Quy hoạch: + Diện tích đất: 10.063m2 + Hệ số sử dụng đất: 11.94 + Tổng diện tích sàn (bao gồm hầm, tầng kỹ thuật): 162.271m2 + Diện tích thương phẩm căn hộ: 74.619m2 (khoảng 915 căn hộ) + Số lượng phòng khách sạn: 175 phòng Hiệu quả dự án phần Căn hộ Tổng doanh thu căn hộ chưa VAT là: 6.763 tỷ đồng (Đơn giá giá căn hộ bao gồm VAT"
BDS-MASTER-0097,2769m2 Hoàng Sa Đà Nẵng (chưa bao gồm TSDĐ bổ sung),"2769m2 Hoàng Sa Đà Nẵng (chưa bao gồm TSDĐ bổ sung), Đà Nẵng",5,2025-06-05,[2025-06-05] Thao L - INVT 6/5/2025 5:47 PM Edited Translate K.ĐT báo cáo anh Mr Mike1 -CEO về dự án 2769m2 Hoàng Sa Đà Nẵng (chưa bao gồm TSDĐ bổ sung) như sau: 1. THÔNG SỐ QUY HOẠCH 2. TIẾN ĐỘ XÂY DỰNG - BÁN HÀNG - VẬN HÀNH 3. DOANH THU a. Bán hàng – RD đề xuất - Đơn giá bán căn hộ trung bình tại thời điểm cuối 2026 (gồm VAT): 70tr/m2 ~ 770 tỷ b. Vận hành – Mr. David đề xuất - Đơn giá thuê khách sạn/đêm tại thời điểm 2026 (chưa VAT): 2.05tr/phòng/đêm - Đơn giá thuê khách sạn/đêm tại thời điểm 
BDS-MASTER-0098,2769m2 tại Đà Nẵng,"2769m2 tại Đà Nẵng, Đà Nẵng",5,2022-08-03,"[2022-08-03] Trieu Nguyen-PTDT 8/3/2022 4:45 PM KĐT gửi anh Tuan Tran-CEO báo cáo dự án 2769m2 tại Đà Nẵng: Pháp lý đất: Giấy CNQSDĐ 2769m2 đất ODT, thời hạn lâu dài, có nguồn gốc đấu giá, nhà nước giao đất có thu tiền sử dụng đất Pháp lý đầu tư: Với mục đích giữ đất và thời hạn sử dụng đất lâu dài => Căn cứ Nghị định 31/2021 hướng dẫn Luật Đầu tư, Phòng Pháp lý đề xuất không lập dự án và không xin chấp thuận chủ trương đầu tư mà thực hiện để cá nhân đứng tên GCNQSDĐ và cho một pháp nhân thuê để"
BDS-MASTER-0209,386 ha là 84,"386 ha là 84, Nhơn Trạch, Đồng Nai",5,2025-07-15,"[2025-07-15] Hanh T - INVT 7/15/2025 6:20 PM Edited Translate P. ĐT báo cáo Sếp Mr Mike1 -CEO về sơ bộ tổng mức đầu tư cụm DA đấu thầu tại Nhơn Trạch, Đồng Nai như sau: Cụm DA Đấu thầu có tổng diện tích 386 ha gồm có 04 phân khu: PK3 (80 ha), PK4 (92ha), PK5 (129 ha), PK6 (85ha). Mỗi phân khu theo QH gồm có đất ở cao tầng và đất thấp tầng (Nhà liên kế và Biệt thự). Dựa trên thông số chỉ tiêu QH anh Tài gửi, P.ĐT tính sơ bộ tổng mức đầu tư cụm dự án 386 ha là 84.900 tỷ đồng ~ 220 tỷ đồng/ 1ha (gi"
BDS-MASTER-0278,50ha ở Vĩnh Yên,"50ha ở Vĩnh Yên, Vĩnh Phúc",5,2024-12-16,"[2024-12-16] Thoi L - ASST. 12/16/2024 5:17 PM Translate ""UBND tỉnh Vĩnh Phúc và Tập đoàn Vingroup sẽ ký kết hợp tác toàn diện Xúc tiến, thu hút đầu tư, liên kết hợp tác hỗ trợ doanh nghiệp, thúc đẩy chuyển đổi xanh, phát triển bền vững. Ngày 23/11/2024, UBND tỉnh Vĩnh Phúc sẽ phối hợp với Tập đoàn Vingroup tổ chức Hội nghị “Chuyển đổi xanh - nhận thức và hành động vì một tương lai Vĩnh Phúc phát triển bền vững” --> Để phát triển đại DA về BĐS nhà ở và KCN, các đơn vị lớn thường có 1 bộ phận: Xú"
BDS-MASTER-0348,NOXH của Công ty Ba Huân,"Đường Thế Lữ, xã Tân Nhựt, Bình Chánh, HCM Map: https://www.google.com/maps/d/edit?mid=1p-2wMqsZAnTQXubtXx7Lse6Sq-8rC64&usp=sharing, NOXH của Công ty Ba Huân",5,,"[] P.ĐT báo cáo Sếp Mr Mike1 -CEO về 2 dự án NOXH của Công ty Ba Huân như sau: Đối với dự án NOXH xã Tân Nhựt, Bình Chánh Vị trí: Đường Thế Lữ, xã Tân Nhựt, Bình Chánh, HCM Map: https://www.google.com/maps/d/edit?mid=1p-2wMqsZAnTQXubtXx7Lse6Sq-8rC64&usp=sharing"
BDS-MASTER-0221,THEO PHƯƠNG ÁN KINH DOANH ANH CƯỜNG – TMĐT Ko bao gồm ĐẤT Kết quả kinh doanh – PA vận hành 15 năm + GOP bình q,"THEO PHƯƠNG ÁN KINH DOANH ANH CƯỜNG – TMĐT Ko bao gồm ĐẤT Kết quả kinh doanh – PA vận hành 15 năm + GOP bình q, Đà Nẵng",5,2025-10-07,[] Phòng đầu tư trích thêm các chi phí sau: phí quản lý 4%/Rev; Phí nâng cấp cải tạo 2%/Rev mỗi năm trích vào năm 7 và 2%/Rev mỗi năm trích vào năm 15. Diện tích đất: 1.381 m2 thời gian sử dụng 50 năm đến 17/03/2061 Đơn giá đất tạm tính: 350 triệu/m2 Tổng mức đầu tư ko bao gồm đất: 656 tỷ đồng bao gồm VAT và lãi vay Tổng mức đầu tư bao gồm đất: 1.148 tỷ đồng bao gồm VAT 2/ Hiệu quả tài chính dự án THEO PHƯƠNG ÁN KINH DOANH ANH CƯỜNG – TMĐT Ko bao gồm ĐẤT Kết quả kinh doanh – PA vận hành 15 năm +
BDS-MASTER-0164,Thanh Đa,"Thanh Đa, Quận 1, TP.HCM",5,2025-07-16,"[2025-07-16] Binh D - CVDT 7/16/2025 7:01 PM Edited Translate Kính gửi Sếp Mr Mike1 -CEO, P.ĐT báo cáo định giá 6 tài sản như sau: 1.Tài sản 69 Võ Văn Tần, Phường Võ Thị Sáu, Quận 1, TP.HCM + Diện tích đất: 718.4 m2 (Chưa có GCN) + Diện tích xây dựng: nhà biệt thự, diện tích sàn khoảng 1118.3 m2 + Đơn giá đất ở định giá: 705 triệu/m2 đất + Giá trị định giá không bao gồm công trình hiện hữu: 506.5 tỷ Ghi chú: + Vì chưa xác định được mục đích sử dụng đất nên P.ĐT định giá dựa trên giả định toàn bộ"
BDS-MASTER-0166,Văn phòng tại khu đất 72-74 Võ Thị Sáu,"Văn phòng tại khu đất 72-74 Võ Thị Sáu, Quận 1, Hồ Chí Minh",5,2024-01-03,"[2024-01-03] Thao L - INVT 1/3/2024 9:11 AM K.ĐT báo cáo anh Tuan Tran-CEO dự án Văn phòng tại khu đất 72-74 Võ Thị Sáu, phường Tân Định, Quận 1. Khu đất nằm trên đường Võ Thị Sáu, phía tay mặt, đối diện Công viên Lê Văn Tám có tổng diện tích 2157.7m2 với giá chào bán là 1350 tỷ, tương đương 625.6tr/m2 như sau: Pháp lý đất: GCNQSDĐ với tổng diện tích là 2157.7 m2. Mục đích sử dụng: Đất ở tại đô thị. Thời hạn: Lâu dài. Pháp lý đầu tư: chưa có. Pháp lý quy hoạch: - Theo văn bản 4793/QD-UBND của UB"
BDS-MASTER-0140,cao tầng tại Trung tâm Quận 9 (TPHCM) với quy mô 3,"cao tầng tại Trung tâm Quận 9 (TPHCM) với quy mô 3, Quận 9, TPHCM",5,2026-07-02,"[2026-07-02] Dung N - DCEO 7/2/2026 1:59 PM Báo cáo Sếp Admin 01 và các anh: hiện nay Tập đoàn Gamudaland (Malaysia) đang nghiên cứu M&A một dự án cao tầng tại Trung tâm Quận 9 (TPHCM) với quy mô 3,1 ha, Hệ số SDĐ : 8,0; Dân số 3,000 dân, Tổng số căn hộ: 1,240 căn. Dự án đã được GPMB 100%, đã đưa đất vào công ty, đã được duyệt danh sách 171. Tổng giá trị M&A dự kiến khoảng 3,600 tỷ, bên CĐT cũ sẽ nắm giữ 20% cổ phần, GamudaLand đang tìm đối tác để hợp tác phần 80% còn lại (dự kiến Gamudaland nắm"
BDS-MASTER-0224,có vị trí gần với Fenica và Phú Gia Khiêm,"và nguồn cung khu vực. (đính kèm dưới) Cụ thể, dự án có vị trí gần với Fenica và Phú Gia Khiêm. Đây là khu vực có mật độ dân số và tốc độ đô thi hóa cao. Xung quanh tập trung nhiều nhà xưởng, nhà máy, KCN và các dự án ca, có vị trí gần với Fenica và Phú Gia Khiêm",5,,"[] P.ĐT đã chuẩn bị file file đánh giá sơ bộ vị trí và nguồn cung khu vực. (đính kèm dưới) Cụ thể, dự án có vị trí gần với Fenica và Phú Gia Khiêm. Đây là khu vực có mật độ dân số và tốc độ đô thi hóa cao. Xung quanh tập trung nhiều nhà xưởng, nhà máy, KCN và các dự án cao tầng. Nguồn cung khu vực tính bán kính 4km từ tâm dự án là ~ 10k căn hộ. Do đó mức độ cạnh tranh trong tương lai khoảng 2-3 năm tới là tương đối cao. Bên cạnh đó dự án còn có hơn 500 căn officetel, một sản phẩm mới đang được h"
BDS-MASTER-0302,cảng tổng hợp và container Cái Mép Hạ được đề xuất đầu tư với tổng vốn 50,"cảng tổng hợp và container Cái Mép Hạ được đề xuất đầu tư với tổng vốn 50, Bà Rịa - Vũng Tàu- Dự án cảng tổng hợp và container Cái Mép Hạ được đề xuất đầu tư với tổng vốn 50",5,2024-06-03,"[2024-06-03] Huy M - IM 6/3/2024 9:16 AM https://vnexpress.net/de-xuat-dau-tu-sieu-cang-cai-mep-ha-don-tau-bien-lon-nhat-the-gioi-4753385.html Đề xuất đầu tư 'siêu cảng' Cái Mép Hạ đón tàu biển lớn nhất thế giới Bà Rịa - Vũng Tàu- Dự án cảng tổng hợp và container Cái Mép Hạ được đề xuất đầu tư với tổng vốn 50.820 tỷ đồng, quy mô 351 ha, có thể đón các tàu biển lớn nhất thế giới. vnexpress.net --- [2024-06-03] Huy M - IM 6/3/2024 9:16 AM https://vnexpress.net/de-xuat-dau-tu-sieu-cang-cai-mep-ha-d"
BDS-MASTER-0261,là KCN,"dự án. Có một số đánh giá như sau: 1. Về vị trí: Thuộc trung tâm hành chính mới xã Nhơn Trạch, vị trí cửa ngõ sân bay Long Thành. Xung quanh dự án là KCN, dự án đã triển khai và quy hoạch nhiều dự án nhà ở phát triển tro, là KCN, Nhơn Trạch",5,,"[] P.ĐT sau khi nghiên cứu hồ sơ pháp lý, vị trí dự án. Có một số đánh giá như sau: 1. Về vị trí: Thuộc trung tâm hành chính mới xã Nhơn Trạch, vị trí cửa ngõ sân bay Long Thành. Xung quanh dự án là KCN, dự án đã triển khai và quy hoạch nhiều dự án nhà ở phát triển trong tương lai. 2. Về quy mô: Quy mô và cơ cấu sản phẩm theo 1/500 được duyệt, bao gồm: STT Chức năng Diện tích (m2) Số lượng căn (căn) Tỷ lệ (%) 1 Đất ở 55,825 61% Đất xây dựng chung cư 18,830 1 Block cao 15 tầng, 1 Block cao 22 tần"
BDS-MASTER-0321,phân lô bán nền (không xây nhà) giá rẻ ở Nhơn Trạch,"phân lô bán nền (không xây nhà) giá rẻ ở Nhơn Trạch, TP. Thủ Đức, Đồng Nai",5,2023-07-03,"[2023-07-03] Sinh Nguyen-Dau Tu 7/3/2023 3:17 PM K.ĐT (kết hợp P.R&D) gửi báo cáo anh Tuan Tran-CEO về khảo sát giá mặt tiền các trục đường chính - phía đông TP. Thủ Đức và các dự án phân lô bán nền (không xây nhà) giá rẻ ở Nhơn Trạch, T.Đồng Nai như sau: A/ Khảo sát giá mặt tiền các trục đường chính - phía đông TP. Thủ Đức (Quận 9): Nhận xét về thị trường: Đơn giá rao bán đất dựa trên cơ sở: Diện tích đất ưu tiên <200m² Giá giảm sâu khoảng 15-20% so với năm ngoái đối với những tài sản bị vướng "
BDS-MASTER-0390,quy mô trên 1000 ha trước khi Nova bị mất thanh khoản định xúc tiến ở Bà Rịa,"quy mô trên 1000 ha trước khi Nova bị mất thanh khoản định xúc tiến ở Bà Rịa, Bà Rịa",5,2024-12-16,"[2024-12-16] Huy M - IM 12/16/2024 8:56 PM Translate Các dự án quy mô trên 1000 ha trước khi Nova bị mất thanh khoản định xúc tiến ở Bà Rịa, Phú Yên, Bình Định đều phải đấu thầu Begin quote, Huy Mai-PTDT , 12/16/2024 8:56... by Unknown User --- [2024-12-16] Huy M - IM 12/16/2024 8:56 PM Các dự án quy mô trên 1000 ha trước khi Nova bị mất thanh khoản định xúc tiến ở Bà Rịa, Phú… Nghiên cứu xem đấu như thế nào anh. Đấu xong rồi giải phóng mb như thế nào Kêu mng nghiên cứu đi by Unknown User"
BDS-MASTER-0119,Đông Trung,"Đông Trung, Bình Dương",5,2022-11-02,"[2022-11-02] Trieu Nguyen-PTDT 11/2/2022 6:28 PM KĐT gửi anh Tuan Tran-CEO báo cáo đánh giá dự án Đông Trung, Bình Dương, cụ thể: Pháp lý đất: Quy mô đất 4.6ha đã đền bù cho dân Pháp lý đầu tư: - Đã có chủ trương đầu tư là nhà phố thấp tầng cho tổng quy mô 12ha - UBND có văn bản trả lời chấp thuận điều chỉnh chủ trương từ toàn bộ đất ở thấp tầng -> đất ở cao tầng và nhà phố thấp tầng, và điều chỉnh giảm quy mô dự án từ 12ha xuống còn 4.6ha Pháp lý quy hoạch: - Đã có QH 1.500 cho tổng quy mô 12ha"
BDS-MASTER-0234,đã có sổ riêng từng nền,"đề xuất đầu tư sẽ tiệm cận giá hiện hữu tại khu vực Quận 9 nên mức, đã có sổ riêng từng nền, Quận 9",5,,"[] Phòng Đầu tư và R&D gửi anh Tuan Tran-CEO đề xuất đầu tư khu vực giữa Quận 9 và Nhơn Trạch như sau: 1/ Cơ sở đề xuất: 1.1/ Phát triển cơ sở hạ tầng a/ Quận 9: Tuyến Metro số 1 (dự kiến hoàn thành cuối năm 2023 và đi vào hoạt động năm 2024) Tuyến Vành đai 2 sẽ được tháo gỡ khó khăn để tái khởi động trong thời gian tới Tuyến đường Vành đai 3 (đã bàn giao gần 92% mặt bằng để thực hiện dự án, dự kiến thông xe vào cuối năm 2025) Mở rộng tuyến đường cao tốc Long Thành – Dầu Giây (đoạn từ nút giao A"
BDS-MASTER-0235,đã và đang thực hiện trên BCTC,"trụ sở: 2W Ung Văn Khiêm, P.25, Bình Thạnh, HCM Thị giá cổ phiếu ngày 12/05/2025: 16.300 đồng/cổ phiếu Số lượng cổ phiếu đang lưu hành: 870.849.983 cổ phiếu B. Các giả định trong bài tính Trong giá trị hàng tồn kho bao g, đã và đang thực hiện trên BCTC",5,,"[] Báo cáo anh Mr Mike1 -CEO, P.ĐT báo cáo tóm tắt định giá lại Công ty DXG: Áp dụng phương pháp định giá tài sản ròng bằng việc xác định lại giá trị của các dự án/quỹ đất của DXG được ghi nhận trên BCTC. P.ĐT thông tin thêm, việc trình bày thông tin các dự án đã và đang thực hiện trên BCTC, báo cáo thường niên, báo cáo bạch… DXG có phần hạn chế hơn so với DIG, HDC nên trong quá trình thực hiện định giá, P.ĐT luôn thận trọng khi định giá lại các dự án để làm cơ sở ước tính giá trị cổ phiếu DXG h"
BDS-MASTER-0273,đấu thầu tại Nhơn Trạch,"đấu thầu tại Nhơn Trạch, Nhơn Trạch, Đồng Nai",5,2025-07-15,"[2025-07-15] Hanh T - INVT 7/15/2025 6:20 PM Edited Translate P. ĐT báo cáo Sếp Mr Mike1 -CEO về sơ bộ tổng mức đầu tư cụm DA đấu thầu tại Nhơn Trạch, Đồng Nai như sau: Cụm DA Đấu thầu có tổng diện tích 386 ha gồm có 04 phân khu: PK3 (80 ha), PK4 (92ha), PK5 (129 ha), PK6 (85ha). Mỗi phân khu theo QH gồm có đất ở cao tầng và đất thấp tầng (Nhà --- [2025-07-15] Hanh T - INVT 7/15/2025 6:20 PM Edited Translate P. ĐT báo cáo Sếp Mr Mike1 -CEO về sơ bộ tổng mức đầu tư cụm DA đấu thầu tại Nhơn Trạch,"
BDS-MASTER-0408,định giá Link vị trí,"6 khu đất định giá Link vị trí:https://www.google.com/maps/d/edit?mid=1Yy94Bk_zJc1qdBIr51K9nl1FJ6GMm1g&usp=sharing Các khu đất định giá 2025.07.15_BAO CAO DINH GIA TAI SAN fn.pdf 2025.07.15_BAO CAO DINH GIA TAI SAN fn 1., định giá Link vị trí",5,,[] Phòng xin gửi đính kèm vị trí 6 khu đất định giá Link vị trí:https://www.google.com/maps/d/edit?mid=1Yy94Bk_zJc1qdBIr51K9nl1FJ6GMm1g&usp=sharing Các khu đất định giá 2025.07.15_BAO CAO DINH GIA TAI SAN fn.pdf 2025.07.15_BAO CAO DINH GIA TAI SAN fn 1.pdf Các khu đất định giá www.google.com
BDS-MASTER-0121,(FS),"(FS), TPHCM",4,,"[] Phòng Đầu tư tính lại (có tham khảo anh Tài) Diện tích đất: 25.045,10 m2 (phù hợp quy hoạch) Diện tích đất: 25.045,10 m2 (phù hợp quy hoạch) Hệ số sử dụng đất: 10 lần Hệ số sử dụng đất: 7,2 lần Số tầng: 35 tầng (2 hầm, 2 tầng Shop TM, 2 tầng để xe nổi, 31 tầng căn hộ ở) Số tầng: 20 tầng (1 hầm, 2 tầng Shop TM, 2 tầng để xe nổi, 16 tầng căn hộ ở) Dân số: 3.411 dân Dân số: 3.411 dân Theo Quy hoạch PK thì hệ số là 10 lần, dân số 3.411 người. Tuy nhiên, qua tham khảo ý kiến từ phòng QH thì khu vự"
BDS-MASTER-0412,12ha đủ lớn để có thể địn hướng triển khai tiện ích cảnh quan,"12ha đủ lớn để có thể địn hướng triển khai tiện ích cảnh quan, Hồ Chí Minh",4,,"[] Dạ nếu tính theo ranh địa lý hành chính cũ thì khu vực này vẫn thuộc Hồ Chí Minh ạ Sở dĩ giá bán này là vì team cũng đã cân nhắc về quy mô dự án 12ha đủ lớn để có thể địn hướng triển khai tiện ích cảnh quan, mảng xanh, cải tạo công viên bờ kênh, xây thêm cầu kết nối, yếu tố thời gian và những ý tưởng về các tiện ích mà dự án có thể mang lại cho cư dân."
BDS-MASTER-0210,43ha - Dự án Tân phú,"43ha - Dự án Tân phú, Tân phú, Bình Dương",4,,"[] P.ĐT gửi anh Admin 01 tóm tắt PL sơ bộ của dự án 43ha - Dự án Tân phú, Bình Dương (Kim Oanh) như sau: Link: Công ty Kim Oanh liên quan gì đến vụ án 43ha “đất vàng” tại Bình Dương? Đối tác đang chào bán 13tr/m2 cho 43 ha (5,600 tỷ) ~ 30tr/m2 đất ở thương phẩm (theo 1/500 dự kiến đối tác đề xuất) và giá chào này theo hiện trạng dự án, không bao gồm TSDĐ và việc gỡ các vấn đề PL nêu trên => Đề xuất: Không nghiên cứu dự án này Công ty Kim Oanh liên quan gì đến vụ án 43ha “đất vàng” tại Bình Dương"
BDS-MASTER-0279,53ha Đà Nẵng),"53ha Đà Nẵng), Đà Nẵng",4,,"[] P.ĐT báo cáo Sếp Mr Mike1 -CEO về việc tìm hiểu, nghiên cứu NĂNG LỰC nhà đầu tư tham gia đấu thầu (lấy ví dụ dự án 53ha Đà Nẵng) như sau: NGHIÊN CỨU SƠ BỘ NĂNG LỰC NHÀ ĐẦU TƯ KHI THAM GIA ĐẤU THẦU DỰ ÁN : Dựa trên các văn bản quy phạm pháp luật về Đất Đai, về Đấu Thầu, cụ thể là NĐ 115/2024/NĐ-CP hướng dẫn Luật Đấu thầu về lựa chọn nhà đầu tư, P.ĐT tìm hiểu và tóm tắt lại sơ bộ yêu cầu năng lực nhà đầu tư cho dự án 50 ha như sau: Sơ bộ tổng mức đầu tư dự án khoảng: 15.000 tỷ đồng (~300 tỷ đồn"
BDS-MASTER-0182,53ha đấu thầu tại đường Thăng Long,"53ha đấu thầu tại đường Thăng Long, Đà Nẵng",4,,"[] P.ĐT báo cáo Sếp Mr Mike1 -CEO về dự án 53ha đấu thầu tại đường Thăng Long, Sông Cẩm Lệ, TP Đà Nẵng như sau: 1/CƠ CẤU ĐẤT HIỆN TRẠNG: Tổng diện tích khu đất 53ha, trong đó: => Đất nhà nước quản lý (không phải bồi thường) chiếm tỷ trọng lớn 64%, đất lúa 29% thuận lợi trong công tác đền bù giải phóng mặt bằng và chi phí Bồi thường thấp. 2/CƠ CẤU ĐẤT THEO QUY HOẠCH 1/2000: Theo QH Phân khu hiện hữu thì DA có tỷ lệ đất ở rất thấp chỉ ~ 30%, sau khi dành ra đất NOXH thì đất NOTM chỉ còn 24%, đất t"
BDS-MASTER-0416,Aeon Mall hơn 6,"Aeon Mall hơn 6, Biên Hòa, Đồng Nai",4,2025-04-11,[2025-04-11] Huy M - IM 4/11/2025 5:03 PM https://vnexpress.net/dong-nai-khoi-cong-du-an-aeon-mall-hon-6-000-ty-dong-4837704.html Đồng Nai khởi công dự án Aeon Mall hơn 6.000 tỷ đồng Trung tâm thương mại Aeon Mall Biên Hòa khởi công sáng nay giữa trung tâm cù lao Hiệp Hòa với vốn đầu tư hơn 6.000 tỷ đồng. vnexpress.net Link https://znews.vn/hien-trang-khu-dat-su... by Huy M - IM
