curated_id,project_name,status,has_map,issues,mention_count,first_report_date,latest_report_date,source_excerpt
BDS-CURATED-0353,Fenica,needs_name_or_parent_review,no,needs_parent_name_extraction,1,,,"[] Thao L - INVT 3/18 1:12 PM Edited Translate K.ĐT báo cáo anh Admin 01 về cập nhật dự án Fenica như sau: 1. LÃI VAY XÂY DỰNG DỰ ÁN & SUẤT ĐẦU TƯ a. Lãi vay XD: 7% b. SĐT: 675 tỷ Tính từ mức 646 tỷ (đã bao gồm các điều chỉnh trước đó từ 633 tỷ và tăng các chi phí quản lý dự án và nâng cấp hoàn thiện: cửa gỗ An Cường, khóa từ Hafele, tủ bếp An Cường, chậu và vòi rửa Hafele), chi phí tiếp tục tăng do: Điều chỉnh tỷ lệ dự phòng từ 7% lên 12%, tương ứng +29 tỷ. ⇒ Mức tăng chi phí thực khoảng 11 tỷ so với phương án trước , sau khi bù trừ với việc: Không phát sinh thêm chi phí thiết kế mặt ngoài (façade), sảnh Không tăng chi phí TBVS c. So sánh: 2. SHOPHOUSE - PRD đề xuất giá bán tim tường chưa VAT: 57.57tr/m2 - P.ĐT tạm tính giá bán tim tường chưa VAT: 52.5tr/m2 – phương án thận trọng 3. CHI PHÍ BÁN HÀNG a. Cập nhật lại chi phí hỗ trợ lãi vay: 3.45% => CPBH: 15.6%, chi tiết như sau: Lùi tiến độ bàn giao đến Q1.2028 Thời gian hỗ trợ: 21 tháng Giá trị hỗ trợ: 40% giá trị căn hộ Lãi suất: 12% Ghi chú: Hỗ trợ đến khi KH nhận nhà (21 tháng) nhưng không bao gồm phần thanh toán 25% khi nhận nhà => giảm khoảng: 5.8 tỷ b. So sánh: 4. HIỆU QUẢ DỰ ÁN a. LNTT/TMĐT: 6.6%, với các thay đổi chủ yếu như"
BDS-CURATED-0382,"SADACO - Phú Mỹ""",recover_project,no,,1,2025-03-27,2025-03-27,"[2025-03-27] Sinh Nguyen-Dau Tu 3/27/2025 8:41 AM Translate KĐT gửi anh Mr Mike1 -CEO về ""Nhận định tiềm năng phát triển của TP. Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu và đánh giá dự án SADACO - Phú Mỹ"" như sau: 1/ Vị trí dự án SADACO: Tọa lạc mặt tiền đường Tô Nguyệt Đình, phường Mỹ Xuân, TP. Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu Dự án giáp ranh tỉnh Bà Rịa Vũng Tàu và tỉnh Đồng Nai Cách UBND TP. Phú Mỹ khoảng 12km Cách sân bay Quốc tế Long Thành khoảng 20km Cách cảng Cái Mép - Thị Vải khoảng 15km 2/ Nhận định về tiềm năng phát triển của TP. Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu 2.1/ Hạ tầng giao thông: 2.2/ So sánh bất động sản KCN Miền Nam 2.3/ So sánh Cảng Cái Mép - Thị Vải và Cảng Hải Phòng: 3/ Đánh giá dự án SADACO: Dự án nằm ở vị trí thuận lợi, có nhiều tiềm năng phát triển trong tương lai 4/ Nhận định và đề xuất: 4.1/ Nhận định: Khu vực có tiềm năng phát triển vượt bậc trong tương lai nhờ kế hoạch sáp nhập vào TP.HCM và đầu tư mạnh vào hạ tầng giao thông. Mặc dù sở hữu nhiều lợi thế, Phú Mỹ vẫn chưa có sự bứt phá rõ rệt do hạ tầng giao thông chưa hoàn chỉnh, thiếu chính sách phát triển đô thị rõ ràng, dẫn đến hạn chế trong thu hút đầu tư và dân cư. Trong thời gian tới, việc sáp nhập vào TP.HCM sẽ là cú hích"
BDS-CURATED-0121,trong thời gian khai thác kinh doanh,needs_name_or_parent_review,no,chat_sentence_name; needs_parent_name_extraction,1,2022-12-27,2022-12-27,"[2022-12-27] Trieu Nguyen-PTDT 12/27/2022 3:31 PM KĐT gửi anh Tuan Tran-CEO báo cáo dự phòng P&L 5 năm từ 2023 - 2027 cho Khách sạn Regalia Gold 4 sao tại Nha Trang, cụ thể: 1/ Vị trí và hiện trạng: Khách sạn nằm tại đường Nguyễn Thị Minh Khai, P. Tân Lập, Nha Trang, cách bãi biển khoảng 400m Công trình khách sạn 4 sao cao 40 tầng, có 850 phòng 2/ Pháp lý đất: Thông tin được cung cấp: công trình xây dựng trên khu đất có quy mô 2584m2, trong đó 1704m2 đất ODT có thời hạn sử dụng lâu dài và 884m2 đất thuê trả tiền hàng năm nằm trong khu vực quy hoạch giao thông. 3/ Thông tin thị trường: Các khách sạn 4 sao nằm cùng vị trí (không ven biển) có giá thuê dao động từ $40 - 54/đêm/phòng, có quy mô từ 100 - 300 phòng Theo thống kê, tỷ lệ khách du lịch nội địa năm 2022 tăng 18% so với năm 2019 là 1 phần kết quả sau 2 năm 2020 và 2021 người dân không được di du lịch. Tuy nhiên, lượng khách du lịch quốc tế không đạt như kỳ vòng, chỉ được 3.5 triệu du khách so với mục tiêu đề ra là 5 triệu du khách, thấp hơn nhiều các nước lân cận điển hình là Thái Lan đạt 10 triệu du khách Quốc tế mặc dù mở cửa chậm hơn 2 tháng. Năm 2023, dự báo lượng khách du lịch nội địa sẽ không tăng trưởng nhiều so với năm 2022, thị tr"
BDS-CURATED-0265,Đà Nẵng,needs_name_or_parent_review,no,needs_parent_name_extraction,1,2022-09-12,2022-09-12,"[2022-09-12] Huy M - IM 9/12/2022 10:38 AM Liên quan đến công tác xây dựng chiến lược cho cụm dự án Đà Nẵng, để tổng hợp thông tin các dự án của BeeGroup tại Đà Nẵng chuẩn bị cho công tác xây dựng chiến lược, K.ĐT đã phối hợp với Ms Ngọc để lên list tổng hợp (hiện trạng có 12 dự án), tuy nhiên các thông tin, hồ sơ dự án….chi tiết vẫn chưa đầy đủ. K.ĐT báo cáo CEO - Tuan Tran-CEO xét duyệt đồng ý để K.ĐT phối hợp với các phòng ban liên quan để tổng hợp các hồ sơ còn thiếu của các dự án và triển khai các công tác tiếp theo. Message by Huy M - IM, has an attachment."
BDS-CURATED-0405,Diamond Island Q,recover_project,no,,2,2023-06-22,2023-06-22,"[2023-06-22] Unknown User 6/22/2023 2:57 PM K.ĐT gửi anh Tuan Tran-CEO chi tiết vị trí, giá bán của dự án Diamond Island Q.9 theo hình ảnh bên dưới: 📷 Giá này là giá thị trường đang rao bán hã, thấy ko hợp lý. Ví dụ: + Lô C 3 và A2 3 ( 64.8m vs 66.8m, 54tr vs 59.9tr): đối diện nhau, cùng 1 đường mà giá chênh nhau 10% + Lô E 1 và E 2: cùng 1 đường mà giá 54.3 vs 64.8 + Lô E 4: đường bé mà giá 58.3 cao hơn cả E1 đường lớn Begin quote, Tuan Tran-CEO, 6/23/2023 10:09... by Unknown User --- [2023-06-22] Unknown User 6/22/2023 10:42 AM Cho cụ thể, ví dụ lô E thì vị trí nào 47.5tr và vị trí nào 64.8tr 📄 Screen Shot 2023-06-22 at 10.41.17.png K.ĐT gửi anh Tuan Tran-CEO chi tiết vị trí, giá bán của dự án Diamond Island Q.9 theo hình ảnh bên dưới:"
BDS-CURATED-0408,NOXH của Công ty Ba Huân,needs_name_or_parent_review,no,needs_parent_name_extraction,1,,,"[] P.ĐT báo cáo Sếp Mr Mike1 -CEO về 2 dự án NOXH của Công ty Ba Huân như sau: Đối với dự án NOXH xã Tân Nhựt, Bình Chánh Vị trí: Đường Thế Lữ, xã Tân Nhựt, Bình Chánh, HCM Map: https://www.google.com/maps/d/edit?mid=1p-2wMqsZAnTQXubtXx7Lse6Sq-8rC64&usp=sharing"
BDS-CURATED-0193,Regalia Gold 4 sao tại Nha Trang,needs_name_or_parent_review,no,needs_parent_name_extraction,1,2022-12-27,2022-12-27,"[2022-12-27] Unknown User 12/27/2022 3:31 PM KĐT gửi anh Tuan Tran-CEO báo cáo dự phòng P&L 5 năm từ 2023 - 2027 cho Khách sạn Regalia Gold 4 sao tại Nha Trang, cụ thể: 1/ Vị trí và hiện trạng: Khách sạn nằm tại đường Nguyễn Thị Minh Khai, P. Tân Lập, Nha Trang, cách bãi biển khoảng 400mCông trình khách sạn 4 sao cao 40 tầng, có 850 ph… 1 Heart reaction. Em gửi chị Ngoc Vo-TL-TGD 2 bản báo cáo... by Unknown User, has attachments."
BDS-CURATED-0480,không với những hạn chế ở trên,recover_project,no,,1,,,[] Phòng Đầu tư xin ý kiến chỉ đạo của Sếp về việc có tính FS dự án không với những hạn chế ở trên. Trân trọng. Bản đồ CC HaiSon - Huỳnh Văn Nghệ - Bửu Long - Đồng Nai www.google.com Thôi by Admin 01
BDS-CURATED-0420,mở bán mới/dự kiến ở thị trường HCM,needs_name_or_parent_review,no,needs_parent_name_extraction,1,2024-12-07,2024-12-07,"[2024-12-07] Mr Mike1 -CEO 12/7/2024 1:27 PM Translate Hội nghị BĐS Việt Nam “VRES 2024” qua các con số - 58% là giá chung cư Hà nội tăng trong năm 2024, trong khi đó thị trường HCM chỉ ở mức tăng khiêm tốn là 17%. - 31.3 là số năm kiếm tiền mà thế hệ 7X có thể mua được nhà, với 8X là 22.7 năm và 9X là 25.8 năm, thế hệ trẻ nào cũng khó mua nhà không chỉ mỗi GenZ. - 61tr/m2 là giá trung bình thị trường chung cư HN, sau 10 năm thì giá HN đã vượt hơn thị trường HCM 20%. - 111tr/m2 là trung bình cộng các dự án mở bán mới/dự kiến ở thị trường HCM, trong đó thấp nhất là Mizuki với giá 55tr/m2 và cao nhất đang là Opusk Thủ Thiêm với giá 290tr/m2. - 7.5 lần là số lượng quan tâm tăng trưởng của người HCM gia tăng tìm kiếm khi thấy thị trường HN sốt nóng trong cả năm 2024. - 67% nguồn cung sơ cấp và thứ cấp chung cư ở thị trường HN đang được cao cấp hóa với mức giá >55tr/m2, dự báo trong năm 2025 Hà Nội sẽ biến mất phân khúc sơ cấp với mức giá 50tr/m2. - 66% trong số khảo sát các nhà đầu tư HN có quan tâm đến thị trường Hồ Chí Minh vào quý 4, mức độ dịch chuyển dòng vốn diễn ra rất mạnh mẽ với thị trường HN khi giá chung cư đạt đỉnh vào tháng 8/2024. - 75% số lượng người trẻ được hỏi lựa chọn chung cư là"
BDS-CURATED-0371,nữa Tính ra thì đúng là như vậy,needs_name_or_parent_review,no,needs_parent_name_extraction,1,2025-01-20,2025-01-20,"[2025-01-20] Unknown User 1/20/2025 11:58 AM Tính ra đi mua ở đây là còn rẻ hơn tự đi làm dự án nữa Tính ra thì đúng là như vậy. Tuy nhiên khu vực Chơn Thành Bình Phước thị trường còn yếu, nhiều dự án bán chủ yếu đầu cơ, không có dân về ở. Khu KCN Becamex hơn 2000ha cũng chỉ mới lắp đầy hơn 10%. Chưa kể kcn cũng sẽ có quy hoạch khu nhà ở cho người lao động… nên các khu này nếu mua thì phải đợi rất lâu. Team cũng đang đánh giá khu đất Đường Nguyên Văn Linh, đang chờ anh Tài gửi Quy Hoạch mới nhất để rà soát và báo CEO à Thì vậy mới là đầu cơ anh. Đợi thị trường r... by Unknown User"
BDS-CURATED-0466,tiêu biểu và đang book lịch đi khảo sát thực tế thị trường về giá bán,needs_name_or_parent_review,no,needs_parent_name_extraction,1,,,"[] Dạ hiện P.ĐT và P.RD đã chốt các dự án tiêu biểu và đang book lịch đi khảo sát thực tế thị trường về giá bán, tỷ lệ lắp đầy, dịch vụ, tiện ích và phối kết hợp với phòng QH và QS để rà soát lại tỷ lệ thương phẩm, khối lượng và chi phí xây dựng ạ Check thêm về phía Long AN, bình dương nữa by Admin 01"
BDS-CURATED-0430,định giá Link vị trí,needs_name_or_parent_review,no,needs_parent_name_extraction,1,,,[] Phòng xin gửi đính kèm vị trí 6 khu đất định giá Link vị trí:https://www.google.com/maps/d/edit?mid=1Yy94Bk_zJc1qdBIr51K9nl1FJ6GMm1g&usp=sharing Các khu đất định giá 2025.07.15_BAO CAO DINH GIA TAI SAN fn.pdf 2025.07.15_BAO CAO DINH GIA TAI SAN fn 1.pdf Các khu đất định giá www.google.com
BDS-CURATED-0392,600 tỷ,needs_name_or_parent_review,no,needs_parent_name_extraction,1,,,"[] Dạ trong bài tính gần nhất mình đang tính là: - Tiền mua dự án 600 tỷ, - Tiền sử dụng theo hệ số K mà đối tác báo: 120 tỷ => Tổng tiền liên quan đến đất là 720 tỷ Vậy lần này số liệu 690 tỷ này đã bao gồm luôn tiền sử dụng đất hệ số K luôn chưa ạ Begin quote, Hanh T - INVT, 5/28/2026 4:52 ... by Huy M - IM"
BDS-CURATED-0379,Fenica (16%),needs_name_or_parent_review,no,needs_parent_name_extraction,1,2026-05-27,2026-05-27,"[2026-05-27] Admin 01 5/27/2026 4:34 PM Chi phí bán hàng ngoài đảo này tốn hơn nha Về chi phí bán hàng: -Tỷ lệ chi phí bán hàng của khối cao tầng đang dự kiến ở mức 17%, cao hơn so với dự án Fenica (16%). Đồng thời, mức chi phí này hiện chưa bao gồm chi phí nhà mẫu. -Ngoài ra, trong cơ cấu chi phí bán hàng có nhiều khoản mang tính chất cố định (fixed cost) nhưng hiện vẫn đang được phân bổ theo tỷ lệ doanh thu, như: chi phí setup sàn bán hàng, chi phí nhân sự quản lý, chi phí tổ chức sự kiện/bán hàng, sa bàn,… Các khoản chi phí này thực tế không chênh lệch quá lớn giữa dự án quy mô 1,500–2,000 căn của Bà Kèo và dự án Fenica chỉ khoảng 579 căn -Chi tiết tổng chi phí bán hàng (chưa VAT) của từng phương án hiện cũng rất cao như sau: +PA10: 1,362 tỷ + PA11: 1,513 tỷ + PA12: 1,590 tỷ => Do đó, nhìn chung chi phí bán hàng đã được dự trù ở mức tương đối và theo hướng thận trọng ạ Begin quote, Admin 01, 5/27/2026 4:35 PM, V... by Thao L - INVT"
BDS-CURATED-0163,KDC,recover_project,no,,1,2022-08-22,2022-08-22,"[2022-08-22] Thao L - INVT 8/22/2022 6:58 PM 7) Giá bán các sản phẩm: Cơ sở đề xuất giá đất ở: Xung quanh khu vực không có các dự án KDC, KĐT tương tự, vì thế K.ĐT đề xuất giá dựa vào giá đất dân hiện hữu như sau: Đường 10m: 25-35tr/m2 đối với diên tích đất trung bình từ 150-200m2 *Giá hiện tại: Nhà ở liền kề: 25tr/m2 đất, 9tr/m2 sàn Nhà ở kết hợp thương mại: 30tr/m2 đất, 9tr/m2 sàn Nhà ở biệt thự: 21.25tr/m2 đất, 10.6tr/m2 sàn Nhà ở XH: 11.26tr/m2 sàn TMDV: 13.2tr/m2 đất Mầm non: 10.7tr/m2 đất, 6.5tr/m2 sàn Trường liên cấp: 10.7tr/m2 đất, 6.5tr/m2 sàn Y tế: 10.7tr/m2 đất, 7.9tr/m2 sàn *Giá tương lai: Nhà ở liền kề: 29.2tr/m2 đất, 9tr/m2 sàn mở bán từ II/2024- I/2027 Nhà ở kết hợp thương mại: 35tr/m2 đất, 9tr/m2 sàn mở bán từ II/2024- I/2027 Nhà ở biệt thự: 24.8tr/m2 đất, 10.6tr/m2 sàn mở bán từ II/2024- I/2027 Nhà ở XH: 11.26tr/m2 sàn mở bán từ II/2024- I/2027 TMDV: 14.7tr/m2 đất mở bán từ III/2027- II/2028 Mầm non: 11.2tr/m2 đất, 6.5tr/m2 sàn mở bán III/2028 Trường liên cấp: 11.2tr/m2 đất, 6.5tr/m2 sàn mở bán III/2028 Y tế: 11.2tr/m2 đất, 7.9tr/m2 sàn mở bán III/2028 8) Hiệu quả tài chính: Lợi nhuận trước th... by Thao L - INVT, has an attachment."
BDS-CURATED-0274,12ha đủ lớn để có thể địn hướng triển khai tiện ích cảnh quan,needs_name_or_parent_review,no,needs_parent_name_extraction,1,,,"[] Dạ nếu tính theo ranh địa lý hành chính cũ thì khu vực này vẫn thuộc Hồ Chí Minh ạ Sở dĩ giá bán này là vì team cũng đã cân nhắc về quy mô dự án 12ha đủ lớn để có thể địn hướng triển khai tiện ích cảnh quan, mảng xanh, cải tạo công viên bờ kênh, xây thêm cầu kết nối, yếu tố thời gian và những ý tưởng về các tiện ích mà dự án có thể mang lại cho cư dân."
BDS-CURATED-0377,Ana Mandara Villas Dalat Resort & Spa,recover_project,no,,1,,,"[] P.ĐT báo cáo anh Tuan Tran-CEO, đánh giá và đề xuất 2 tài sản cho thuê đặc thù của DLR như sau: 1/ Thông tin về Hợp đồng cho thuê của 2 tài sản Hòa Bình và Khu Lê Lai Khu Lê Lai: Đối tượng hợp đồng: 15 căn biệt thự và toàn bộ diện tích đất cho thuê lại của UBND tỉnh Lâm Đồng, khoảng 3,4ha Thời hạn thuê: thuê nhà và thuê lại đất gắn liền với nhà: 50 năm (từ ngày 03/09/2003 đến ngày 02/09/2053) Giá cho thuê năm 2024: 650tr/năm ~54 tr/tháng (đã bao gồm VAT) bao gồm: + Toàn bộ 15 biệt thự: 433tr/năm (đã bao gồm VAT, giá này từ năm 2003 và được áp dụng trong suốt thời hạn thuê) + Giá thuê lại đất của Nhà Nước 2024: 217tr/năm Hòa Bình: Đối tượng hợp đồng: thuê nhà theo hiện trạng (toà nhà hiện nay đã được Sacombank cải tạo, xây mới) gắn liền với cho thuê lại QSD đất Thời hạn thuê: thuê nhà và gắn liền với thuê lại QSD Đất: 50 năm (từ ngày 24/6/2004 đến ngày 24/06/2054) Giá cho thuê năm 2024: 452tr/năm ~ 38tr/tháng (đã bao gồm VAT) bao gồm: + Giá thuê nhà từ 25/06/2024 đến 24/06/2029: 332tr/năm (đã bao gồm VAT và điều chỉnh tăng lũy kế 5% cho mỗi định kỳ 5 năm) + Giá cho thuê lại đất của nhà nước: 120tr/năm 2/ Phòng Pháp lý Doanh nghiệp (PLDN) tư vấn về khả năng chấm dứt hợp đồng cho thuê"
BDS-CURATED-0476,Hiyori e đang tổng hợp thông tin,needs_name_or_parent_review,no,needs_parent_name_extraction,1,2025-09-29,2025-09-29,"[] Dạ Sếp, về thông tin dự án Hiyori e đang tổng hợp thông tin, trong chiều e báo cáo nội dung này ạ Giá bán 90tr a thấy hơi rẻ by Unknown User"
BDS-CURATED-0381,NOXH đang đánh giá khoảng 15Km Trên dưới 20 Triệu/m2 Giá đất UBND MT đường DT742 5 Triệu/m2 Theo Tổng mức đầu,needs_name_or_parent_review,no,bad_name_length; needs_parent_name_extraction,1,,,"[] P.ĐT khảo sát giá thị trường các sản phẩm xung quanh có thông tin như sau: Hạng Mục Đơn giá Giá đất ở ngoài KCN Vsip II 10 Triệu/m2 - 15 Triệu/m2 Giá đất KDC trong KCN Vsip II Trên dưới 15 Tr/m2 Giá căn hộ Tecco Felice (NOTM) Gần trung tâm Tp Tân Uyên, cách dự án NOXH đang đánh giá khoảng 15Km Trên dưới 20 Triệu/m2 Giá đất UBND MT đường DT742 5 Triệu/m2 Theo Tổng mức đầu tư ước tính từ suất vốn đầu tư của Bộ xây dựng để tính toán giá bán căn hộ nhà xã hội hiện nay, P.ĐT đánh giá: Giá căn hộ NOXH ước tính khoảng 23 Triệu/m2 - 25 Triệu/ m2 cao hơn 50%-60% giá đất ở KDC xung quanh dự án. Giá bán căn hộ NOXH gần tương đương với mức giá căn hộ Tecco Felice (NOTM) tại Tp.Tân Uyên. => Do đó, sản phẩm NOXH cho dự án đang đánh giá thực hiện là KHÔNG khả thi. KẾT LUẬN: Với các nội dung đánh giá và phân tích, P.ĐT đề xuất KHÔNG tiếp tục nghiên cứu 2 dự án trên. NOXH TÂN NHỰT, BÌNH CHÁNH - Google マイマップ NOXH TÂN NHỰT, BÌNH CHÁNH www.google.com Giá khu 2 này tính ra nhiu 1m by Unknown User"
BDS-CURATED-0395,Phú Đông premier gần PH đang bán giá 37 39,needs_name_or_parent_review,no,needs_parent_name_extraction,2,2024-12-12,2024-12-12,"[2024-12-12] Huy M - IM 12/12/2024 8:47 AM Về phần xây dựng thì dự án Phú Đông premier gần PH đang bán giá 37 39, A Sơn trợ lý trướ… Ok Huy nhé, áp giá 12.05 cũng ổn vì đã có dự phòng phí 5%. OK Anh nhé. by Huy M - IM --- [2024-12-12] Thoi L - ASST. 12/12/2024 8:37 AM Huy Mai-PTDTAnh đã xem nhanh các chi phí dự trù; nếu bên người bán lo pháp lý đến khi có gpxd thì… Về phần xây dựng thì dự án Phú Đông premier gần PH đang bán giá 37 39, A Sơn trợ lý trước đây có cho hay là suất xây lắp thiết bị gồm VAT của họ là 9.5 tr/m2 à tính all in thì họ chưa tới 11 tr/m2 Link https://vnexpress.net/chu-tich-nam-lon... by Huy M - IM"
BDS-CURATED-0443,của DIG,needs_name_or_parent_review,no,needs_parent_name_extraction,1,2025-04-18,2025-04-18,"[2025-04-18] Khoa L - INVT 4/18/2025 9:19 PM Translate Ngoài ra, trong maps tổng này những điểm chấm xanh là dự án của DIG, điểm chấm đỏ là dự án HDC, chúng ta có thể nhìn tổng quát các quỹ đất/dự án lớn tại Vũng Tàu đều thuộc 2 công ty trên"
BDS-CURATED-0445,của mình sẽ thực hiện đồng bộ theo hạ tầng của tỉnh Vậy cầu này làm để kết nói đường bộ ven biể,needs_name_or_parent_review,no,needs_parent_name_extraction,1,2023-04-26,2023-04-26,[2023-04-26] Huy M - IM 4/26/2023 10:11 AM Tiến độ triển khai dự án của mình sẽ thực hiện đồng bộ theo hạ tầng của tỉnh Vậy cầu này làm để kết nói đường bộ ven biể... by Unknown User
BDS-CURATED-0421,này dự kiến 2026 sẽ bắt đầu ra tin à image by Huy M - IM,needs_name_or_parent_review,no,chat_sentence_name; needs_parent_name_extraction,1,2025-04-21,2025-04-21,[2025-04-21] Huy M - IM 4/21/2025 8:41 AM Translate Cù Lao Phố của Sun Group đang làm Quy hoạch. Aeon mall đang xây. Dự án này dự kiến 2026 sẽ bắt đầu ra tin à image by Huy M - IM
BDS-CURATED-0429,đấu thầu 386ha - N,needs_name_or_parent_review,no,needs_parent_name_extraction,1,,,[] Phòng xin gửi đính kèm vị trí vào số liệu chi tiết tổng mức đầu tư của từng phân khu. Trân trọng. Bản đồ không có tiêu đề - Google My Maps (IN) 2025.07.15 Cụm DA đấu thầu 386ha - N
BDS-CURATED-0473,đề xuất quan tâm theo file đính kèm,needs_name_or_parent_review,no,needs_parent_name_extraction,1,2025-05-13,2025-05-13,"[] Phòng xin gửi kèm báo cáo có thể hiện ranh đất của 05 dự án đề xuất quan tâm theo file đính kèm. Trân Trọng. Message by Hanh T - INVT, has an attachment."
BDS-CURATED-0401,📷 2,needs_name_or_parent_review,no,needs_parent_name_extraction,1,,,[] P.ĐT báo cáo Sếp Admin 01 về phương án gộp 2 lô Võ Văn Kiệt ~ diện tích 4.600 m2 như sau: 1. VỊ TRÍ VÀ RANH ĐẤT 2 LÔ ĐẤT: Vị trí theo đường link: Vị Trí Dự án 📷 2. THÔNG SỐ QUY HOẠCH Trên cơ sở… PA gộp 2 miến VVK nhé Sếp
BDS-CURATED-0434,Aeon Mall hơn 6,needs_name_or_parent_review,no,needs_parent_name_extraction,1,2025-04-11,2025-04-11,[2025-04-11] Huy M - IM 4/11/2025 5:03 PM https://vnexpress.net/dong-nai-khoi-cong-du-an-aeon-mall-hon-6-000-ty-dong-4837704.html Đồng Nai khởi công dự án Aeon Mall hơn 6.000 tỷ đồng Trung tâm thương mại Aeon Mall Biên Hòa khởi công sáng nay giữa trung tâm cù lao Hiệp Hòa với vốn đầu tư hơn 6.000 tỷ đồng. vnexpress.net Link https://znews.vn/hien-trang-khu-dat-su... by Huy M - IM
BDS-CURATED-0276,Cát Lái,needs_name_or_parent_review,no,needs_parent_name_extraction,1,,,"[] P.ĐT cập nhật sếp Admin 01thông tin pháp lý dự án Cát Lái. Qua làm việc với Sở Xây dựng, Anh Minh PLDA cũng đã có thu thập được thêm Báo cáo nghiên cứu khả thi và thông báo miễn GPXD cấp ngày 12/12/2025 cho dự án Thời gian tới, anh Minh sẽ tiếp tục làm việc với Sở NNMT để xác minh thông tin số tiền 120 tỷ LUR ạ 251212-CV-19745-SXD miễn GPXD.pdf 2025.11.26 công văn 17448 thẩm định BCNCKT.pdf"
BDS-CURATED-0406,KDC Đại Nam T01,recover_project,no,,1,2025-01-20,2025-01-20,"[2025-01-20] Thao L - INVT 1/20/2025 11:49 AM Edited Translate K.ĐT báo cáo anh Mr Mike1 -CEO về việc Cập nhật lại thị trường dự án KDC Đại Nam T01.2025 như sau: 1. Về Bảng giá đất nhà nước: - Đơn giá nhà nước năm 2025 tăng khoảng 1tr/m2 so với năm 2024 - Đơn giá nhà nước năm 2025 dao động từ 5tr - 8tr/m2 tùy vị trí đường 2. Về Giá thị trường: - Đơn giá thị trường của dự án khảo sát vào T10.2024 đến hiện tại T01.2025 không có sự thay đổi, giao dịch chuyển nhượng ít - Đơn giá thị trường T01.2025 dao động từ 7tr - 10tr/m2 tùy vị trí đường - Đơn giá nhà nước và thị trường hiện tại khá tiệm cận nhau và khoảng chênh lệch thấp Tính ra đi mua ở đây là còn rẻ hơn tự đi là... by Unknown User"
BDS-CURATED-0165,NOXH sẽ giúp tạo thương hiệu tích cực cho công ty trên thị trường,needs_name_or_parent_review,no,needs_parent_name_extraction,1,,,"[] Phòng Đầu tư đánh giá 6 khu đất đầu thấu trên dựa trên các tiêu chí như sau: Quy mô, đặc điểm của từng khu đất: Các khu đất phải đảm bảo phù hợp cho việc triển khai nhà ở, vị trí và hạ tầng giao thông kết nối phải thuận lợi cho cư dân khi tiếp cận các tiện ích cơ bản cũng như di chuyển sang khu vực lân cận. Thị trường: Bên cạnh đó, Thị trường khu vực cũng là yếu tố quan trọng cần cân nhắc. Vì NOXH có sự giới hạn đối tượng khách hàng mua. Ngoài ra, giá bán NOXH cũng được phê duyệt từ Nhà Nước và phải được cố định mà không được tùy ý thay đổi. Do đó thị trường xung quanh phải đảm bảo cho việc triển khai bán hàng nhanh chóng, giúp công ty sớm thu hồi vốn giảm thiểu rủi ro và chi phí khi triển khai kéo dài. Sự phù hợp với công ty: Việc bắt tay triển khai dự án NOXH sẽ giúp tạo thương hiệu tích cực cho công ty trên thị trường. Tuy nhiên vì đây là những dự án đầu tay với mục tiêu lớn là tích lũy năng lực triển khai, do đó công ty cũng phải cân nhắc ưu tiên chọn những dự án có quy mô vừa phải, xây dựng nhanh bán hàng nhanh, vừa đảm bảo tích lũy kinh nghiệm xây dựng vừa giúp cân bằng rủi ro cho công ty. Dựa trên các tiêu chí trên, qua phân tích SWOT từng dự án và sự phù hợp với công ty (cụ"
BDS-CURATED-0413,Vignette Collection đến Hội An Khách sạn Moire Hội An,needs_name_or_parent_review,no,needs_parent_name_extraction,1,2024-07-08,2024-07-08,"[2024-07-08] Huy M - IM 7/8/2024 8:58 AM https://baodautu.vn/ihg-dua-thuong-hieu-khach-san-vignette-collection-den-hoi-an-d219176.html IHG đưa thương hiệu khách sạn Vignette Collection đến Hội An Khách sạn Moire Hội An, Vignette Collection sẽ chính thức được ra mắt tại đô thị cổ Hội An - di sản UNESCO vào năm nay, theo thỏa thuận chuyển đổi hợp tác quản lý giữa IHG với Công ty cổ phần Ngọc ... baodautu.vn"
BDS-CURATED-0199,cao tầng với,needs_name_or_parent_review,no,needs_parent_name_extraction,1,2024-12-11,2024-12-11,"[2024-12-11] Thao L - INVT 12/11/2024 5:31 PM Edited Translate K.ĐT báo cáo anh Mr Mike1 -CEO về Chung cư Phượng Hoàng, Dĩ An, Bình Dương (Nguồn: Mr. Khôi) như sau: 1. Thông tin, vị trí và hiện trạng: - Dự án cao tầng với"
BDS-CURATED-0237,chung cư nhiều nhưng số lượng dự án và thị trường thì thấy Đà Nẵng có vẻ sôi động hơn à Nhưng condotel ở Đà Nẵ,needs_name_or_parent_review,no,bad_name_length,1,2024-10-25,2024-10-25,[2024-10-25] Huy M - IM 10/25/2024 10:42 AM Translate Nha Trang thời gian vừa rồi mình cũng không nghiên cứu dự án chung cư nhiều nhưng số lượng dự án và thị trường thì thấy Đà Nẵng có vẻ sôi động hơn à Nhưng condotel ở Đà Nẵng thì giờ đang khá x... by Huy M - IM
