master_id,project_name,issues,latest_report_date,coords,land_area_main,sample_excerpt
BDS-MASTER-0208,đạt tỷ lệ LNTT/TMĐT 15% ~ 290 tỷ đồng ~ đơn giá 137,missing_report_date; missing_coordinates; missing_land_area; missing_legal; missing_planning,,,,"[] P.ĐT có chạy bài toán ngược với tỷ lệ LLTT/TMĐT đạt 15 % và các điều kiện khác không đổi (giá bán căn hộ, giá xây dựng) thì giá mua tối đa để DA đạt hiệu quả là 291 tỷ đồng ~ đơn giá 137.8 triệu đồng/m2. 2 Đề xuất: Có thể xem xét cân nhắc tìm hiểu DA nếu Giá chào giảm xuống đến mức mà dự án đạt tỷ lệ LNTT/TMĐT 15% ~ 290 tỷ đồng ~ đơn giá 137.8 triệu đồng/m2. Trân trọng, Find local businesses, view maps and get driving directions in Google Maps. maps.app.goo.gl image by Hanh T - INVT"
BDS-MASTER-0209,386 ha là 84,missing_coordinates; missing_legal,2025-07-15,,3.860.000 m² (~386.00 ha),"[2025-07-15] Hanh T - INVT 7/15/2025 6:20 PM Edited Translate P. ĐT báo cáo Sếp Mr Mike1 -CEO về sơ bộ tổng mức đầu tư cụm DA đấu thầu tại Nhơn Trạch, Đồng Nai như sau: Cụm DA Đấu thầu có tổng diện tích 386 ha gồm có 04 phân khu: PK3 (80 ha), PK4 (92ha), PK5 (129 ha), PK6 (85ha). Mỗi phân khu theo QH gồm có đất ở cao tầng và đất thấp tầng (Nhà liên kế và Biệt thự). Dựa trên thông số chỉ tiêu QH anh Tài gửi, P.ĐT tính sơ bộ tổng mức đầu tư cụm dự án 386 ha là 84.900 tỷ đồng ~ 220 tỷ đồng/ 1ha (giá bồi thường ~3 triệu đồng/m2, giá xây dựng áp theo QĐ của Suất vốn Bộ Xây Dựng 2025). Và Vốn chủ sở hữu tối thiểu cần ~15% Tổng mức đầu tư ~12.740 tỷ đồng. Thông số tổng quan từng phân khu: PK 3 ~ 80"
BDS-MASTER-0210,43ha - Dự án Tân phú,missing_report_date; missing_coordinates,,,1.900.000 m² (~190.00 ha),"[] P.ĐT gửi anh Admin 01 tóm tắt PL sơ bộ của dự án 43ha - Dự án Tân phú, Bình Dương (Kim Oanh) như sau: Link: Công ty Kim Oanh liên quan gì đến vụ án 43ha “đất vàng” tại Bình Dương? Đối tác đang chào bán 13tr/m2 cho 43 ha (5,600 tỷ) ~ 30tr/m2 đất ở thương phẩm (theo 1/500 dự kiến đối tác đề xuất) và giá chào này theo hiện trạng dự án, không bao gồm TSDĐ và việc gỡ các vấn đề PL nêu trên => Đề xuất: Không nghiên cứu dự án này Công ty Kim Oanh liên quan gì đến vụ án 43ha “đất vàng” tại Bình Dương? Cơ quan điều tra Bộ công an vừa có Kết luận điều tra, đề nghị truy tố với các cá nhân trong vụ án liên quan đến gần 190ha đất tại Tổng Công ty Sản xuất – Xuất nhập khẩu Bình Dương (Tổng Công ty 3/2."
BDS-MASTER-0211,High và West của LDG (nguồn từ anh Dũng),missing_report_date; missing_coordinates; missing_planning,,,3.400 m²,"[] Phòng ĐT xin báo cáo Sếp Admin 01 về 2 dự án High và West của LDG (nguồn từ anh Dũng) như sau: Vị trí và ranh đất 2 dự án: Bản đồ 2 khu đất LDG - High + West Intela - Google マイマップ Tóm tắt những rủi ro về pháp lý 2 DA: (i) . Rủi ro pháp lý và nghĩa vụ tài chính: Đối tác ước tính nghĩa vụ tài chính bổ sung khoảng 270 tỷ đồng cho hai dự án. Tuy nhiên, cơ sở xác định số liệu này chưa rõ ràng. Do dự án chưa hoàn tất nghĩa vụ tài chính từ giai đoạn 2017-2018, cần thực hiện báo cáo thẩm định pháp lý chuyên sâu để xác định chính xác số tiền phải nộp và các rủi ro phát sinh. (ii) . Sự lỗi thời của phương án thiết kế: Thiết kế dự án từ năm 2017 đến nay đã lạc hậu về công năng và thị hiếu. Cơ cấu sả"
BDS-MASTER-0212,Holiday Beach tại Đà Nẵng đánh giá nhanh phương án vận hành khách sạn tạm thời trong thời gian ngắn,missing_coordinates; missing_land_area; missing_planning,2024-09-14,,,"[2024-09-14] Unknown User 9/14/2024 11:54 AM P.Đầu tư gửi anh Mr Mike1 -CEO Bảng tính toán hiệu quả dự án Holiday Beach tại Đà Nẵng đánh giá nhanh phương án vận hành khách sạn tạm thời trong thời gian ngắn: 1/ Các giả định trong bảng tính: + Doanh thu và chi phí hoạt động được căn cứ theo phương án kinh doanh của Mr. Cường – GM 📷 + … Phương án tạm tính bài toán đầu tư của HB 2 à K.ĐT báo cáo anh Mr Mike1 -CEO về thị... by Thao L - INVT, has an attachment. --- [2024-09-14] Trieu Nguyen-PTDT 9/14/2024 11:54 AM Translate P.Đầu tư gửi anh Mr Mike1 -CEO Bảng tính toán hiệu quả dự án Holiday Beach tại Đà Nẵng đánh giá nhanh phương án vận hành khách sạn tạm thời trong thời gian ngắn: 1/ Các giả địn"
BDS-MASTER-0213,Hội An Riverside Resort & Spa,missing_coordinates; missing_planning,2024-11-15,,7.580 m²,"[2024-11-15] Sinh Nguyen-Dau Tu 11/15/2024 5:23 PM Edited Translate K.ĐT báo cáo anh Mr Mike1 -CEO về dự án Hội An Riverside Resort & Spa, mặt tiền đường Cửa Đại, phường Cẩm Châu, Thành phố Hội An, tỉnh Quảng Nam như sau: 1/ Vị trí - Tiếp giáp mặt tiền đường Cửa Đại, đường trải nhựa, đường rộng khoảng 10m; Phía Tây dự án tiếp giáp sông Cổ Cò. - Cách giao lộ đường Cửa Đại và Võ Chí Công khoảng 450m. - Cách Bãi Biển khoảng 1,5km. - Cách trung tâm hành chính TP. Hội An khoảng 3km. - Cách Bel Marina Hội An Resort khoảng 4,5km 2/ Pháp lý đất: - Diện tích được cấp trong GCN: 7.580,1m², trong đó + Mục đích sử dụng: Đất thương mại dịch vụ (được chuyển mục"
BDS-MASTER-0214,KDC Đại Nam,missing_coordinates; missing_planning,2024-10-02,,967.000 m² (~96.70 ha),"[2024-10-02] Thao L - INVT 10/2/2024 3:47 PM Edited Translate K.ĐT báo cáo anh Mr Mike1 -CEO về thị trường dự án KDC Đại Nam như sau: I. THÔNG TIN DỰ ÁN: - Vị trí dự án : Mặt tiền QL13, Chơn Thành, Bình Phước - Chủ đầu tư : Đại Nam - Quy mô : 96,7ha - 2.459 lô - Loại hình : Phân lô bán nền - Năm mở bán : 2018 – block A - Pháp lý : Đã có GCNQSDĐ từng lô - Hiện trạng : Hạ tầng kỹ thuật đã hoàn thiện 90% Hạ tầng xã hội chưa hoàn thiện II. THÔNG TIN THỊ TRƯỜNG: - Hiện trạng: + Giao dịch trên thị trường rất chậm và ít, chủ yếu là do nhà đầu tư cá nhân phải bán tháo, cắt lỗ với mức giá thấp để thu hồi vốn. + Hiện rất ít dân cư. + Đơn giá đất tại dự án giảm khoảng 20% - 30% so với năm 2022. - Đơn g"
BDS-MASTER-0215,Khu chung Cư và văn phòng An PHú Quy hoạch chỉ tiết 1/500 đã được phê duyệt có 3 khu chức năng chính,missing_coordinates; missing_land_area,2026-03-24,,,"[2026-03-24] Tai L - UPDM 3/24/2026 9:59 AM Dự án Khu chung Cư và văn phòng An PHú Quy hoạch chỉ tiết 1/500 đã được phê duyệt có 3 khu chức năng chính: Văn Phòng, Chung cư, Dịch vụ Dân số được duyệt: 1.672 người. Theo Quy hoạch phân khu được duyệt 15/6/2025 (mới nhất) là 1.488 người ( thấp hơn 184 người so với qhct 1/500 đã được phê duyệt) Khu này không thể chuyển chức năng từ văn phòng sang ở ---Lý do : + QH 1/500 trước đây đã phân khu các khu chức năng: Khu văn phong, khu ở, khu dịch vụ + Dân số không còn Làm cái file báo cáo, đưa bản vẽ và vị trí by Admin 01"
BDS-MASTER-0216,Khu du lịch,missing_coordinates; missing_planning,2025-02-28,,301.000 m² (~30.10 ha),"[2025-02-28] Huy M - IM 2/28/2025 11:55 AM Translate Liên quan đến vấn đề giải quyết vướng mắc cho CĐT Novaland tại 2 dự án 30.2 Bình Khánh (Waterbay) và 30.1 ha Nam Rạch Chiếc (Lakeview): Nguồn gốc: Năm 2004, NN giao đất khu Waterbay cho công ty Thế kỷ 21 (công ty con của NVL) để thực hiện dự án Khu du lịch, văn hóa, giải trí. Năm 2008, NVL đã hoàn thành bồi thường giải phóng mặt bằng theo QĐ giao đất năm 2004 Năm 2016, TP.HCM xác định khu dự án Waterbay là 1 phần trong khu tái định cư Thủ Thiêm do đó không thể thực hiện dự án NOTM. Để giải quyết cho NVL, TP.HCM đã hoán đổi cho NVL khu đất 30.1ha Nam Rạch Chiếc mà sau này NVL triển khai dự án NOTM tên là Lakeview City. Song song với việc ho"
BDS-MASTER-0217,Khu gia đình quân nhân quân chủng PK-KQ (8,missing_report_date; missing_coordinates; missing_legal,,,84.600 m² (~8.46 ha),"[] P.ĐT báo cáo anh Mr Mike1 -CEO về hiệu quả sơ bộ cho dự án Khu gia đình quân nhân quân chủng PK-KQ (8,46Ha) – Biên Hòa – Bộ Quốc Phòng. P.ĐT có tính thêm phương án theo phía đối tác cung cấp thông tin dự án có thể xây dựng được 15 tầng & độ cao tĩnh 55m. Dự án gồm 2 Khu 5,52ha và 2,94ha, PA quy hoạch phải đảm bảo dân số dưới 4000 dân cho mỗi khu để không hình thành đơn vị ở (trường hợp dân số vượt 4000 dân sẽ hình thành đơn vị ở, khi đó dự án phải bố trí cây xanh, các công trình công cộng….). Để tránh mất diện tích thương phẩm, có thể tăng thêm cao tầng và tiết kiệm chi phí phương án quy hoạch thiết kế không xây dựng hầm, gồm 2 tầng khối đế và 13 tầng tháp. 2 tầng khối đế sẽ bố trí để xe "
BDS-MASTER-0218,Masteri An Phú - Masteri Thảo Điền - The Vista tăng 40-50% giá trị chỉ trong 3 tháng ) 🎉 Nếu lấy sàn thứ 2 (70,missing_coordinates; missing_planning,2025-10-11,,700 m²,"[2025-10-11] Unknown User 10/11/2025 12:27 PM Deal a David Ví dụ : Mua 700 m2 ( 1 sàn ) x 36.5 tr = 25,550 tỷ CK : 9% ( Thâm niên hơn 2,5 năm) CK: 13,8% ( Thanh toán nhanh 95%) CK : 3% ( Early Bird 100 căn đầu tiên) CK : 2% ( mua sỉ từ 5 căn trở lên) Tổng CK : 27,8% 💯=> Giá bán cuối cùng : 18,447 tỷ ( Chưa VAT , Phí BT) => Đơn giá/m2 : 26.4 tr/m2 ( tổng 700m2)x1.12 = 29.5 tr/m2 ( Đã VAT , Phí BT ) Với vị trí của Fenica gần Metro thì chỉ cần bắt đầu triển khai Metro thì tăng giá mỗi năm 10-15% là việc bình thường ( thậm chí như tuyến Metro Số 1 Suối Tiên, các dự án Masteri An Phú - Masteri Thảo Điền - The Vista tăng 40-50% giá trị chỉ trong 3 tháng ) 🎉 Nếu lấy sàn thứ 2 (700 m2 ) => CK TỔNG 2"
BDS-MASTER-0219,Phú Gia Khiêm,missing_coordinates; missing_land_area; missing_planning,2024-09-18,,,"[2024-09-18] Trieu Nguyen-PTDT 9/18/2024 11:38 AM Translate Em gửi anh Mr Mike1 -CEO bảng so sánh mức giá vốn dự án Phú Gia Khiêm. Với mức giá chuyển nhượng 700 tỷ thì dự án đạt hiệu quả theo chỉ tiêu Lợi nhuận trước thuế / Tổng mức đầu tư đạt 20% Diễn giải từng cái ra nha. A ko xem hình đc by Unknown User --- [2024-09-17] Trieu Nguyen-PTDT 9/17/2024 3:56 PM Edited Translate KĐT gửi anh Mr Mike1 -CEO báo cáo cập nhật hiệu quả dự án Phú Gia Khiêm, Thuận An, Bình Dương được tính toán theo giá chuyển nhượng dự án 700 tỷ và 1100 tỷ: A/ Các thông số tính toán: 1/ Suất đầu tư xây dựng (cung cấp bởi phòng QS): a) Dự toán chi phí xây dựng cho các công trình của dự án theo phân khúc B: Tổng 2.840 tỷ "
BDS-MASTER-0220,Richland Quận 9,missing_report_date; missing_coordinates,,,28.200 m² (~2.82 ha),"[] Phòng Đầu Tư báo cáo Sếp Admin 01 về DA Richland Quận 9. Trên cơ sở báo cáo pháp lý từ phòng Pháp lý DA, P. Đầu tư xin tổng hợp những điểm chính cần lưu ý đối với dự án Richland Quận 9 như sau: 1 .Pháp lý đầu tư và đất : Dự án phải hoàn thành vào tháng 3/2011 => Dự án chậm tiến độ triển khai + Chậm đưa đất vào sử dụng. Cần làm rõ DA đã được gia hạn sử đụng đất chưa? 2. Nghĩa vụ tài chính + đền bù: Nghĩa vụ tài chính dự án: Chưa hoàn thành nghĩa vụ tài chính tương ứng với chỉ tiêu quy hoạch được phê duyệt (6.972 người, 1.743 căn hộ, hệ số toàn khu 4,99 lần, chức năng chung cư, trường mầm non, văn phòng thương mại dịch vụ). Diện tích đền bù: 11.308,7 m2 của các hộ dân thuộc ranh dự án 49.44"
BDS-MASTER-0221,THEO PHƯƠNG ÁN KINH DOANH ANH CƯỜNG – TMĐT Ko bao gồm ĐẤT Kết quả kinh doanh – PA vận hành 15 năm + GOP bình q,missing_report_date; missing_coordinates; missing_legal; missing_planning,,,1.381 m²,"[] Phòng đầu tư trích thêm các chi phí sau: phí quản lý 4%/Rev; Phí nâng cấp cải tạo 2%/Rev mỗi năm trích vào năm 7 và 2%/Rev mỗi năm trích vào năm 15. Diện tích đất: 1.381 m2 thời gian sử dụng 50 năm đến 17/03/2061 Đơn giá đất tạm tính: 350 triệu/m2 Tổng mức đầu tư ko bao gồm đất: 656 tỷ đồng bao gồm VAT và lãi vay Tổng mức đầu tư bao gồm đất: 1.148 tỷ đồng bao gồm VAT 2/ Hiệu quả tài chính dự án THEO PHƯƠNG ÁN KINH DOANH ANH CƯỜNG – TMĐT Ko bao gồm ĐẤT Kết quả kinh doanh – PA vận hành 15 năm + GOP bình quân mỗi năm: 51,4% + EBITDA/Rev bình quân mỗi năm: 45,3% Dòng tiền dự án – PA vận hành 15 năm + IRR dòng tiền vận hành 15 năm: 19,97% Kịch bản độ nhạy THEO PHƯƠNG ÁN KINH DOANH ANH CƯỜNG – "
BDS-MASTER-0222,chưa phê duyệt quyết định/ chấp thuận chủ trương đầu tư,missing_coordinates,2024-12-06,,8.058 m²,"[2024-12-06] Huy M - IM 12/6/2024 8:41 AM Translate 4. Ý kiến của Phòng: - Ưu điểm: khu đất có hiện trạng địa hình thuận lợi, do 02 cá nhân (đại diện pháp nhân công ty Việt An) đang sử dụng đất đã được cấp GCNQSDĐ vì vậy sẽ rút ngắn được thủ tục thỏa thuận, bồi thường GPMB. - Nhược điểm: 3/4 + Phần đất TMD diện tích 2000m2 đã hết hạn sử dụng từ tháng 12/2020 và không được cơ quan nhà nước đồng ý gia hạn. + Phần ranh đất quy hoạch đang có sự sai khác với GCNQSDĐ nên cần phải kiểm tra, rà soát kỹ lại nội dung này để tránh tranh chấp, phát sinh thêm các thửa đất mới nằm trong ranh quy hoạch, cũng như hoàn tất việc thực hiện chuyển đổi, chuyển nhượng, góp vốn… QSDĐ từ cá nhân sang công ty Việt A"
BDS-MASTER-0223,có một số hạn chế như,missing_report_date; missing_coordinates; missing_land_area; missing_planning,,,,"[] Phòng có chạy độ nhạy để đạt tỷ lệ LNTT/TMĐT mục tiêu 20% thì giá bán căn hộ bình quân tương ứng từ 75 tr/m2 chưa VAT. Mức giá này theo nhận định của phòng Đầu tư và R&D thì khó có thể đạt được trong điều kiện thị trường hiện tại do khu đất có một số hạn chế như: diện tích nhỏ, không có view biển, cách biển khoảng 350 m và bị che tầm nhìn bởi nhiều tòa nhà cao tầng phía biển đường Trần Phú. Giá bán căn hộ bình quân từ 75 triệu chưa VAT có thể đạt khi thị trường căn hộ ở Nha Trang trong thời gian tới có tỷ lệ tăng giá mạnh mẽ từ ít nhất từ >20% trở lên."
BDS-MASTER-0224,có vị trí gần với Fenica và Phú Gia Khiêm,missing_report_date; missing_coordinates; missing_land_area,,,,"[] P.ĐT đã chuẩn bị file file đánh giá sơ bộ vị trí và nguồn cung khu vực. (đính kèm dưới) Cụ thể, dự án có vị trí gần với Fenica và Phú Gia Khiêm. Đây là khu vực có mật độ dân số và tốc độ đô thi hóa cao. Xung quanh tập trung nhiều nhà xưởng, nhà máy, KCN và các dự án cao tầng. Nguồn cung khu vực tính bán kính 4km từ tâm dự án là ~ 10k căn hộ. Do đó mức độ cạnh tranh trong tương lai khoảng 2-3 năm tới là tương đối cao. Bên cạnh đó dự án còn có hơn 500 căn officetel, một sản phẩm mới đang được hầu hết các CĐT áp dụng kèm trong các chung cư, khác với sản phẩm căn hộ ở truyền thống, khả năng hấp thụ officetel này vẫn còn là dấu hỏi. P.ĐT đề xuất tạm thời theo dõi thêm dự án này và đợi xem khả "
BDS-MASTER-0225,căn hộ Đức Long Western Park Dự án Đức Long Western Park tại quận Bình Tân,missing_coordinates; missing_land_area,2025-04-03,,,"[2025-04-03] Huy M - IM 4/3/2025 2:45 PM Translate Các vướng mắc của dự án căn hộ Đức Long Western Park Dự án Đức Long Western Park tại quận Bình Tân, TP.HCM do Công ty CP Đầu tư Kinh doanh Bất động sản Đức Long Gia Lai (Đức Long Gia Lai Land) làm chủ đầu tư đã gặp phải nhiều vấn đề pháp lý và tranh chấp với khách hàng. Dưới đây là chi tiết các vướng mắc chính: 1. Pháp lý chưa hoàn thiện Dự án chưa được cấp phép xây dựng, chưa phê duyệt tổng mặt bằng chi tiết tỷ lệ 1/500, chưa nghiệm thu cơ sở hạ tầng kỹ thuật, và chưa đủ điều kiện để giao dịch kinh doanh bất động sản theo quy định của Luật Kinh doanh Bất động sản năm 2014124. Quyết định chấp thuận chủ trương đầu tư và công nhận chủ đầu tư đ"
BDS-MASTER-0226,cũng 42 tr/m2,missing_coordinates,2025-08-24,,100.000 m² (~10.00 ha),"[2025-08-24] Huy M - IM 8/24/2025 6:57 PM Translate Có tính rồi à Sếp. Theo thông tin giá đầu vào A Sơn Trợ lý báo 30 trđ/m2 trên 10ha. Tuy nhiên QH chỉ có 1.7 ha trên tổng 10 ha là đất ở. Dc áp hệ số 8, Tầng cao 30 tầng chỉ cho 1.7 ha. Giá bán RD đề xuất là 42 47 chưa v, tim. Trong khi giá vốn 10ha chia lại 1.7 đang rất cao và đơn giá bản giá đất NN tiền sử đụng đất đoạn qua dự án cũng 42 tr/m2. Nên Dự án ko đạt hiệu quả với Quy hoạch hiện tại Ngoài ra Team cũng thử binh phương án quy h... by Huy M - IM"
BDS-MASTER-0227,cần kiểm tra xem có chuyển lên thổ cư để thực hiện dự án chung cư được hay không,missing_report_date; missing_coordinates; missing_planning,,,12.000 m² (~1.20 ha),"[] Phòng Pháp lý dự án cần kiểm tra xem có chuyển lên thổ cư để thực hiện dự án chung cư được hay không, và nêu rõ quy trình thực hiện dự án Phía đối tác chào bán hiện trạng - Nguồn: Mr. Nhựt - Link Map: https://goo.gl/maps/C86NnDNwQKH22Bek9- Link OneDrive: Dự án 1.2ha đường Thuận An Hòa, P. An Phú - OneDrive (sharepoint.com)"
BDS-MASTER-0228,khác đang triển khai như Stown,missing_report_date; missing_coordinates; missing_land_area,,,,"[] P.ĐT lựa chọn giá đầu vào 50tr/m2 sau khi cân nhắc các dự án khác đang triển khai như Stown, Splus, Marina. Với giá trị khấu trừ tiền đất đợt 1 ước tính 1.592 tỷ, LUR phải đóng sẽ rơi vào khoảng 6.540 tỷ cho dự án này. Nếu áp giá bán hiện tại của Emerald 68 là ~ 63tr/m2 vào bài tính thặng dư thì LUR sẽ tiệm cận 10.000 tỷ. V LUR là 6.540 tỷ, nếu xét trên diện tích đất thương phẩm thì đơn giá tiền sử dụng đất ~ 65,5 tr./m2. Hiện tại đơn giá đất đường Vĩnh Phú 41 (đường lớn thuộc khu dân cư Vĩnh Phú cạnh dự án) là 6,62 tr./m2 Mặc dù vậy giá trị tiền sử dụng đất của dự án lớn như Phú Quang là một số liệu ước tính phức tạp và P.ĐT cho rằng con số này có tính tùy biến cao theo bối cảnh thị trườ"
BDS-MASTER-0229,là tính khả thi của công tác giải phóng mặt bằng khi diện tích nhà dân nằm xen cài nhiều trong ranh đất dự án,missing_coordinates; missing_land_area,2023-06-23,,,"[2023-06-23] Unknown User 6/23/2023 9:51 AM Này giờ xin chủ trương để đó 10-15 năm sau làm có vẻ ổn nhỉ, chứ giờ mà làm thì lỗ chết Đối với KCN Liễu Sơn - Thái Hoà 1 đã được Thủ tướng bổ sung vào quy hoạch KCN tỉnh Vĩnh Phúc từ năm 2009 (đã 14 năm). Có QH 1.2000 từ nằm 2013 (đã 10 năm). Vấn đề khó khăn nhất của dự án là tính khả thi của công tác giải phóng mặt bằng khi diện tích nhà dân nằm xen cài nhiều trong ranh đất dự án nên dù đã có các pháp lý để thực hiện nhưng 10 – 14 năm nay có thể vì vấn đề này mà chưa triển khai được. Và vì là dự án thương mại nên chủ đầu tư sẽ tự thực hiện giải phóng mặt (nhà nước không can thiệp được theo hình thức cưỡng chế) sẽ dẫn chi phí GPMB cao và sẽ bị chô"
BDS-MASTER-0230,nữa Tính ra thì đúng là như vậy,missing_coordinates; land_area_outlier,2025-01-20,,0 m²,"[2025-01-20] Unknown User 1/20/2025 11:58 AM Tính ra đi mua ở đây là còn rẻ hơn tự đi làm dự án nữa Tính ra thì đúng là như vậy. Tuy nhiên khu vực Chơn Thành Bình Phước thị trường còn yếu, nhiều dự án bán chủ yếu đầu cơ, không có dân về ở. Khu KCN Becamex hơn 2000ha cũng chỉ mới lắp đầy hơn 10%. Chưa kể kcn cũng sẽ có quy hoạch khu nhà ở cho người lao động… nên các khu này nếu mua thì phải đợi rất lâu. Team cũng đang đánh giá khu đất Đường Nguyên Văn Linh, đang chờ anh Tài gửi Quy Hoạch mới nhất để rà soát và báo CEO à Thì vậy mới là đầu cơ anh. Đợi thị trường r... by Unknown User"
BDS-MASTER-0231,trong Khu Công Nghiệp tỉnh Vĩnh Phúc,missing_coordinates; missing_planning,2023-06-23,,148.000 m² (~14.80 ha),"[2023-06-23] Tuan Tran-CEO 6/23/2023 9:51 AM Chuyển nhượng 3 lô đất trong Khu Công Nghiệp tỉnh Vĩnh Phúc: 5ha, 11,3ha và 14,8ha Pháp lý ngon lành, hạ tầng đang thi công Giá siêu rẻ chỉ 85usd/m2 Lh 0966566546 Check xem vị trí ở đâu nha mng by Unknown User"
BDS-MASTER-0232,trên có diện tích hơn 77ha,missing_coordinates,2025-08-13,,770.000 m² (~77.00 ha),"[2025-08-13] Mr Mike1 -CEO 8/13/2025 2:01 PM Translate Theo quyết định, khu đất trên có diện tích hơn 77ha, quy mô dân số 12.000 - 20.000 người, tỷ lệ lập quy hoạch là 1/500. Ủa trong quy hoạch có cụ thể số dân chưa nh... by Unknown User"
BDS-MASTER-0233,đầu tư xây dựng Cao ốc căn hộ Hạnh Phúc,missing_report_date; missing_coordinates; missing_planning,,,7.000 m²,"[] Phòng ĐT báo cáo Sếp Admin 01 về sơ bộ DA Chung cư Hạnh Phúc (Nguồn Mr.Khôi), diện tích đất gần 7.000 m2, đường Trần Đại Nghĩa, H.Bình Chánh, TPHCM : 1. Vị trí dự án: Số 10 Trần Đại Nghĩa, H. Bình Chánh, TP HCM, link map. 2. Hiện trạng: + Pháp lý: * Giấy CN QSD đất: 6.952 m2, đất SXKD cấp năm 2005 - thời hạn lâu dài - Chủ là DN tư nhân Thanh Tùng. * QĐ 54/QĐ-SXD-PTN ngày 29/04/2008 của Sở Xây dựng TP.HCM – Phê duyệt dự án đầu tư xây dựng Cao ốc căn hộ Hạnh Phúc, về Quy định pháp lý xây dựng thì QĐ này tương đương với ~ GPXD thời điểm đó. * QĐ số 4448/QĐ-UBND ngày 11/10/2008 của UBND TP.HCM – Giao đất cho Doanh nghiệp tư nhân Thanh Tùng để xây dựng nhà ở chung cư. Tuy nhiên, doanh n"
BDS-MASTER-0234,đã có sổ riêng từng nền,missing_report_date; missing_coordinates; missing_land_area,,,,"[] Phòng Đầu tư và R&D gửi anh Tuan Tran-CEO đề xuất đầu tư khu vực giữa Quận 9 và Nhơn Trạch như sau: 1/ Cơ sở đề xuất: 1.1/ Phát triển cơ sở hạ tầng a/ Quận 9: Tuyến Metro số 1 (dự kiến hoàn thành cuối năm 2023 và đi vào hoạt động năm 2024) Tuyến Vành đai 2 sẽ được tháo gỡ khó khăn để tái khởi động trong thời gian tới Tuyến đường Vành đai 3 (đã bàn giao gần 92% mặt bằng để thực hiện dự án, dự kiến thông xe vào cuối năm 2025) Mở rộng tuyến đường cao tốc Long Thành – Dầu Giây (đoạn từ nút giao An Phú đến cao tốc Biên Hòa – Vũng Tàu, dự kiến hoàn thành năm 2026) Tuyến đường Song Hành cao tốc Long Thành – Dầu Giây (đoạn từ nút giao An Phú – Tam Đa), b/ Huyện Nhơn Trạch: Cầu Nhơn Trạch (đang tr"
BDS-MASTER-0235,đã và đang thực hiện trên BCTC,missing_report_date; missing_coordinates; missing_land_area; missing_planning,,,,"[] Báo cáo anh Mr Mike1 -CEO, P.ĐT báo cáo tóm tắt định giá lại Công ty DXG: Áp dụng phương pháp định giá tài sản ròng bằng việc xác định lại giá trị của các dự án/quỹ đất của DXG được ghi nhận trên BCTC. P.ĐT thông tin thêm, việc trình bày thông tin các dự án đã và đang thực hiện trên BCTC, báo cáo thường niên, báo cáo bạch… DXG có phần hạn chế hơn so với DIG, HDC nên trong quá trình thực hiện định giá, P.ĐT luôn thận trọng khi định giá lại các dự án để làm cơ sở ước tính giá trị cổ phiếu DXG hợp lý nhất. A. Thông tin Công ty Tên công ty: Công ty Cổ phần Tập đoàn Đất Xanh Vị trí trụ sở: 2W Ung Văn Khiêm, P.25, Bình Thạnh, HCM Thị giá cổ phiếu ngày 12/05/2025: 16.300 đồng/cổ phiếu Số lượng c"
BDS-MASTER-0236,đầu tư,missing_coordinates; missing_land_area; missing_legal; missing_planning,2025-10-31,,,"[2025-10-31] Thanh L - INVT 10/31/2025 9:41 AM Edited Translate Kính gửi Mr Mike1 -CEO, P.ĐT báo cáo đánh giá 3 tài sản thực hiện căn hộ dịch vụ với hiệu quả dự án đầu tư như sau: Vị trí 3 tài sản: https://www.google.com/maps/d/edit?mid=11z_Bkaxe4GIV5AYsicAES_ivCxDZbmM&usp=sharing Vì cả 3 tài sản có vị trí gần nhau nên P.RD để xuất chung một mức giá thuê cho 3 tài sản như sau: Đề xuất giá thuê"
BDS-MASTER-0237,1 - Lợi nhuận trước thuế/TMĐT 22,missing_coordinates; missing_land_area; missing_legal; missing_planning,2024-09-18,,,"[2024-09-18] Trieu Nguyen-PTDT 9/18/2024 11:50 AM Translate Stt Nội dung 600 tỷ 650 tỷ 700 tỷ 750 tỷ 800 tỷ 850 tỷ 900 tỷ 950 tỷ 1000 tỷ 1050 tỷ 1100 tỷ Hiệu quả dự án 1 - Lợi nhuận trước thuế/TMĐT 22,9% 21,3% 19,8% 18,4% 16,9% 15,5% 14,1% 12,8% 11,5% 10,2% 9,0% 2 - NPV (tỷ suất chiết khấu 11%) (tỷ đồng) 241 199 157 115 73 32 (10) (51) (94) (136) (178) 3 - IRR chủ đầu tư 20,1% 18,2% 16,5% 14,9% 13,4% 12,0% 10,7% 9,5% 8,4% 7,3% 6,3% 4 - Thời gian hoàn vốn chủ đầu tư (không chiết khấu) 3,75 năm 4, năm 4, năm 4,5 năm 4,5 năm 4,75 năm 4,75 năm 4,75 năm 5, năm 5, năm 5, năm em mới gửi định dạng excel. Anh có xem được... by Unknown User"
