curated_id,project_name,entity_type,entity_valid_for_project_map,entity_classification_note,source_excerpt
BDS-CURATED-0179,tuy đạt hiệu quả đầu tư về mặt tính toán nhưng sẽ bị vướng mắc về Pháp lý đất (đất SKC bị hết hạn,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2024-12-06] Huy M - IM 12/6/2024 8:05 AM Translate Dự án tuy đạt hiệu quả đầu tư về mặt tính toán nhưng sẽ bị vướng mắc về Pháp lý đất (đất SKC bị hết hạn, không gia hạn được do không phù hợp quy hoạch=> bị thu hồi), dự án chưa được phê duyệt chủ chương đầu tư, Công ty Việt An chưa có QSDĐ hợp pháp nên sẽ có thể phải thực hiện đấu thấu. Chi tiết nội dung này phần đề xuất và báo cáo pháp lý dự án Nhờ a Nghiệp check ply a by Unknown User

---

[2024-12-06] Huy M - IM 12/6/2024 8:05 AM Translate Dự án tuy đạt hiệu quả đầu tư về mặt tính toán nhưng sẽ bị vướng mắc về Pháp lý đất (đất SKC bị hết hạn, không gia hạn được do không phù hợp quy hoạch=> bị thu hồi), dự án chưa được phê duyệt chủ chương đầu tư, Công ty Việt An chưa có QSDĐ hợp pháp nên"
BDS-CURATED-0198,cao tầng phải đầu tư 2–3 tầng hầm Trường hợp cần rà soát chi tiết và cập nhật chính xác hơn,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2026-05-27] Admin 01 5/27/2026 4:35 PM Với chi phí dự phòng cũng cao hơn Về chi phí xây dựng: -Đối với khối cao tầng, hiện phương án thiết kế từ P.QH đang theo hướng tối ưu chi phí xây dựng, gồm: chỉ bố trí 01 tầng hầm và khối tháp cao khoảng 35–40 tầng, đồng thời sử dụng giải pháp để xe nổi. => Vì vậy, chi phí xây dựng dự kiến sẽ không quá nặng như các dự án cao tầng phải đầu tư 2–3 tầng hầm Trường hợp cần rà soát chi tiết và cập nhật chính xác hơn, P.ĐT sẽ phối hợp cung cấp thêm thông tin đầu vào để P.QS tính toán và cập nhật lại chi phí xây dựng cụ thể ạ Anh nghĩ nên tăng cp bán hàng đi, ngoài đảo... by Admin 01"
BDS-CURATED-0042,có mặt tiền rộng khoảng 100m ngay đường Nguyễn Hữu Thọ,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2022-08-26] Trieu Nguyen-PTDT 8/26/2022 2:10 PM Edited Dear anh Tuan Tran-CEO, Anh Binh Vo-GD-PTDT và Mi đã gặp bên chào bán là công ty Anh Tuấn để lấy thông tin sơ bộ 2 dự án 3.4ha và 3ha, thông tin cụ thể: A/ Dự án 3.4ha tại đường Nguyễn Hữu Thọ, Nhà Bè, TPHCM có giá chào 589 tỷ (17tr/m2 đất): 1. Vị trí và hiện trạng: - Dự án có mặt tiền rộng khoảng 100m ngay đường Nguyễn Hữu Thọ, Nhà Bè, TPHCM, cách đường Nguyễn Văn Linh, Q7 khoảng 5km, cách trung tâm Q1 khoảng 11km, cách sân bay Tân Sơn Nhất khoảng 17km - Nằm đối diện dự án GS Metro City, cách dự án Zeitgeist khoảng 600m - Hiện trạng đất trống (theo quan sát vệ tinh), có chiều sâu so với đường Nguyễn Hữu Thọ khoảng 380m 2. Pháp lý đất: - Chưa có hồ sơ cụ thể - Bản vẽ hiện trạng: 34729m2 đất nông 3. Pháp lý đầu tư: chưa có 4. Pháp lý quy hoạch: - QH 1.2000: + Đất thương mại 793.62m2 (2.29%) + Đất chung cư: 22266.33m2 (64.11%), HSSD 3.85 - 4.93 lần, MĐXD 20%, 18 - 23 tầng cao, dân số 2448 + Hành lang điện: 74.07m2 (0.21%) + Đất giao thông: 11595m2 (33.39%) 5. Pháp lý xây dựng: Chưa có 6. Loại hình phát triển: Chung cư trung cao cấp - 1 sàn TMDV (giá thuê khoán $8/m2/tháng có VAT) và 26 căn shop thương mại (giá bán trung bình 70tr/m2 sàn thôn"
BDS-CURATED-0329,căn hộ cao cấp tại vị trí nghiên cứu là khả thi với mức giá đấu max 370 tr,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[] Phòng Đầu tư báo cáo CEO Mr Mike1 -CEO 2 khu đất thuộc trung tâm tài chính quốc tế Đà Nẵng đang kêu gọi nhà đầu tư như sau: 1. Vị trí: Theo đề án trung tâm tài chính quốc tế Đà Nẵng và báo cáo SXD Đà Nẵng, lô A12 và A14 được quy hoạch chức năng căn hộ cao cấp. Do đó, P.ĐT đề xuất nghiên cứu 2 lô đất này vì có tiềm năng mang lại lợi nhuận và dòng thu sớm nhất. 2. Thông tin 2 lô đất: - Lô A12: 7.633 m2, MĐXD 40-90%, 38 tầng - Lô A14: 10.327 m2, MĐXD 40 – 90%, 38 tầng. Dựa vào thông tin nghiên cứu, thông số quy hoạch (p.QLTK), giá bán (RnD) đề xuất 167tr/m2 gồm VAT thông thủy, Chi phí đầu tư xd all-in gồm VAT: 22.3tr/m2, Cp bán hàng 25%/doanh thu, P.ĐT tóm tắt hiệu quả tương ứng với các kịch bản đấu giá như sau: 3. Hiệu quả a) Lô A12: Trường hợp không vay tiền đất (100% vốn CSH đấu giá đất) - Giả định giá bán căn hộ: 150tr/m2: Để đảm bảo IRR 15% => Giá đấu giá max: 290 tr/m2 (tổng giá trị đất: 2.213 tỷ), LNTT/TMĐT: 35.8% - Giả định giá bán căn hộ: 167,4tr/m2 (phương án đề xuất của RnD) Để đảm bảo IRR 15% => Giá đấu giá max: 341tr/m2 (tổng giá trị đất: 2.603 tỷ), LNTT/TMĐT: 39.8% Trường hợp vay 50% tiền đất - Giả định giá bán căn hộ: 150tr/m2: Để đảm bảo IRR 15% => Giá đấu giá max: 307"
BDS-CURATED-0279,Phượng Hoàng theo Chính sách bán hàng mới từ Mr Cường (SM),reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2025-09-10] Thao L - INVT 9/10/2025 12:08 PM Translate K.ĐT báo cáo anh Mr Mike1 -CEO cập nhật hiệu quả đầu tư dự án Phượng Hoàng theo Chính sách bán hàng mới từ Mr Cường (SM) như sau: Đã thực hiện tính toán phương án độc lập để đối chiếu cùng với kết quả từ Ms.Hạnh – Phòng Đầu tư. Kết quả từ hai bên tương đương nhau, đảm bảo tính chính xác và đồng nhất của số liệu 1 Like reaction."
BDS-CURATED-0290,mình là đường ven biển rồi lên Cao Tốc ra Cảng Hải Phòng Anh vẽ cho em đường bộ và đường sông đi ra,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án",[2023-04-26] Huy M - IM 4/26/2023 10:30 AM Đường kết nối chính ra Hải Phòng từ dự án mình là đường ven biển rồi lên Cao Tốc ra Cảng Hải Phòng Anh vẽ cho em đường bộ và đường sông đi ra ... by Unknown User
BDS-CURATED-0175,này hồi xưa mình có thông tin nhưng sau đó đề xuất là không quan tâm sâu do có 2 nhược điểm lớn là,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án",[2023-09-07] Huy M - IM 9/7/2023 5:14 PM Dự án này hồi xưa mình có thông tin nhưng sau đó đề xuất là không quan tâm sâu do có 2 nhược điểm lớn là : Dự án làm khu cao tầng nhưng có khu mộ rất lớn ở sát ngây phía sau 2. Ngay phía trong ranh dự án quy hoạch có đường sắt cắt ngang qua chia làm 2 phần thì phần bên trong không tiếp cận được từ lối chính của dự án mà phải đi một lối khác và việc có đường sắt cắt ngang ngây chính giữa dự án sẽ gây ra tiếng ồn rất lớn. image by Huy M - IM
BDS-CURATED-0262,tiền M&A nên đang bị phẩn bổ khá nhiều thời gian cho phần phân tích các dự án tiền M&A này Begin quote,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2022-08-22] Binh Vo-GD-PTDT 8/22/2022 2:49 PM do team đang tập trung làm phân tích nhanh các dự án tiền M&A nên đang bị phẩn bổ khá nhiều thời gian cho phần phân tích các dự án tiền M&A này Begin quote, Binh Vo-GD-PTDT, 8/22/2022 2:4... by Ngoc V - ASST."
BDS-CURATED-0108,Suối Nhum với giá 1180 tỷ theo hình thức chuyển nhượng 100% cổ phần cty với hiện trạng có Quy hoạch mới dự kiế,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án",[2022-08-30] Trieu Nguyen-PTDT 8/30/2022 6:29 PM Edited KĐT gửi anh Tuan Tran-CEO: Phía đối tác chào bán lại dự án Suối Nhum với giá 1180 tỷ theo hình thức chuyển nhượng 100% cổ phần cty với hiện trạng có Quy hoạch mới dự kiến được điều chịnh như sau: Kết quả bảng tính theo quy hoạch mới có IRR là 23.4% (đã dự tính đóng thêm tiền sử dụng đất được miển giảm 20% theo Bảng giá đất năm 2013 là 25 tỷ) => KĐT đề xuất xúc tiến làm việc với đối tác để nhận chuyển nhượng công ty sở hữu dự án
BDS-CURATED-0103,Hội An Riverside Resort & Spa theo Concept Lamanon và giá kinh doanh của anh David Cường cung cấp,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[] Phòng ĐT báo cáo Sếp Admin 01 về cập nhật FS dự án Hội An Riverside Resort & Spa theo Concept Lamanon và giá kinh doanh của anh David Cường cung cấp, như sau: 1/ Cơ cấu phòng: 125 phòng gồm 105 phòng khách sạn và 20 phòng Villa (không thay đổi) 2/ Suất đầu tư Chi phí đầu tư (gồm VAT) Tháng 4/2026 Tháng 12/2024 Suất vốn đầu tư /key 2,7 tỷ/key 2,3 tỷ/key Đơn giá All - in 17,8 tr/m2 15 tr/m2 Tổng chi phí đầu tư 377 tỷ đồng 303 tỷ đồng 3/Giá bán, tỷ lệ lấp đầy, chi phí vận hành: Giá kinh doanh Tháng 4/2026 Tháng 12/2024 Giá phòng khách sạn 2,97 triệu/phòng 2,7 triệu/phòng Giá phòng Villa 9,27 triệu/phòng 8 triệu/phòng Công suất 65%,70%,72%,80% 60%,65%,70%, 75%, 80% Doanh thu khác 31% 35% Giá bình quân 150 USD (tỷ giá 27.000 đồng) 4/Hiệu quả đầu tư Chỉ tiêu Tháng 4/2026 Tháng 12/2024 IRR 17.1% 17.1% NPV 75 tỷ đồng 104 tỷ đồng Thời gian hoàn vốn 7 năm 9 năm Do concept mới chưa có suất vốn đầu tư nên phòng đang tạm tính theo suất vốn chuẩn 5 sao mức đầu tư cao cấp ~ 2,7 tỷ/key và có tính độ nhạy hiệu quả thay đổi theo suất vốn đầu tư, như sau: Dựa vào bảng độ nhạy thì dự án đạt hiệu quả với giới hạn suất vốn đầu tư/key tối đa ~2,9 tỷ/key, tương đương với đơn giá xây dựng all-in khoảng 19 "
BDS-CURATED-0069,đã được chấp thuận đầu tư dự án và đã được gia hạn tiến độ 02 năm kể từ ngày được cấp phép xây dựng - Hiện chủ,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[] P.ĐT báo cáo anh Mr Mike1 -CEO về việc cập nhật hiệu quả tài chính và pháp lý dự án 2,3ha Bình Điền – Bình Chánh, sau khi phòng Pháp lý và phòng Quy hoạch gặp đối tác như sau: 1/ Vị trí: - Cách Chợ Đầu Mối Bình Điền khoảng 400m, cách ranh Quận 8 và huyện Bình Chánh khoảng 150m, cách UBND huyện Bình Chánh khoảng 3,2km, cách nút giao Vành Đai 2 - Nguyễn Văn Linh khoảng 2,2km - Tiềm năng trong tương lai: + Cách bến xe miền Tây mới khoảng 1,5km + Nằm giữa trung tâm lưu thông hàng hóa I (khu E -115ha) và trung tâm lưu thông hàng hóa II (khu D - 85ha) thuộc khu đô thị Phú Mỹ Hưng => Dự kiến 30/04/2025 hoàn tất việc giải phóng đền bù + Cách các nhà ga thuộc tuyến Metro line 7 trong bán kính 500m 2/ Pháp lý 2.1/ Phòng Pháp lý - Dự án đã được chấp thuận đầu tư dự án và đã được gia hạn tiến độ 02 năm kể từ ngày được cấp phép xây dựng - Hiện chủ đầu tư chưa thực hiện ký quỹ, dự án sẽ bị chấm dứt hoạt động nếu nhà đầu tư không ký quỹ hoặc không có bảo lãnh nghĩa vụ ký quỹ (mức ký quỹ là 1%/ Vốn đầu tư dự án) - Phối hợp đầu tư hạ tầng kỹ thuật và giao thông theo nguyên tắc 50 – 50 với công ty Phú Mỹ Lợi (dự án liền kề) - Tại thời điểm này, công ty Thuận Hưng quản lý sử dụng 02 vị trí đất và thự"
BDS-CURATED-0146,Holiday Beach tại Đà Nẵng đánh giá nhanh phương án vận hành khách sạn tạm thời trong thời gian ngắn,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2024-09-14] Unknown User 9/14/2024 11:54 AM P.Đầu tư gửi anh Mr Mike1 -CEO Bảng tính toán hiệu quả dự án Holiday Beach tại Đà Nẵng đánh giá nhanh phương án vận hành khách sạn tạm thời trong thời gian ngắn: 1/ Các giả định trong bảng tính: + Doanh thu và chi phí hoạt động được căn cứ theo phương án kinh doanh của Mr. Cường – GM 📷 + … Phương án tạm tính bài toán đầu tư của HB 2 à K.ĐT báo cáo anh Mr Mike1 -CEO về thị... by Thao L - INVT, has an attachment.

---

[2024-09-14] Trieu Nguyen-PTDT 9/14/2024 11:54 AM Translate P.Đầu tư gửi anh Mr Mike1 -CEO Bảng tính toán hiệu quả dự án Holiday Beach tại Đà Nẵng đánh giá nhanh phương án vận hành khách sạn tạm thời trong thời gian ngắn: 1/ Các giả định trong bảng tính: + Doanh thu và chi phí hoạt động được căn cứ theo phương án kinh doanh của Mr. Cường – GM + Chi phi hoàn thiện công trình từ thời điểm hiện tại đến lúc hoạt động kinh doanh: 198 tỷ có VAT được cung cấp bởi phòng QS + Bảng tính không tính chi phí mua dự án đầu vào, chi phí hiện tại đã đầu tư vào công trình 524,8 tỷ (theo số liệu P. Tài chính cung cấp) + Bảng tính chưa tính toán các phần chi phí liên quan đến chi phí phạt, xử lý và khắc phục các sai phạm hiện có của công trình xây dựng. Hiện tại chưa ước tính được các chi phí phát sinh và các điều chỉnh giảm diện tích xây dựng và công năng hoạt động của công trình. => Do đó phương án đang tính toán là phương án lạc quan nhất về mặt chi phí và hiện trạng công trình 2/ Kết quả tính toán: + Phương án tạm khai thác 5 năm: NPV < - 50,78 tỷ , IRR 0,98% => Dự án không hiệu quả + Phương án tạm khai thác 7 năm: NPV < - 2,17 tỷ, IRR 10,69% => Dự án không hiệu quả + Phương án tạm khai thác 10 năm: NPV = 56,

---

[2024-09-14] Trieu Nguyen-PTDT 9/14/2024 11:54 AM Translate P.Đầu tư gửi anh Mr Mike1 -CEO Bảng tính toán hiệu quả dự án Holiday Beach tại Đà Nẵng đánh giá nhanh phương án vận hành khách sạn tạm thời trong thời gian ngắn: 1/ Các giả định trong bảng tính: + Doanh thu và chi phí hoạt động được căn cứ theo phương án kinh doanh của Mr. Cường – GM + Chi phi hoàn thiện công trình từ thời điểm hiện tại đến lúc hoạt động kinh doanh: 198 tỷ có VAT được cung cấp bởi phòng QS + Bảng tính không tính chi phí mua dự án đầu vào, chi phí hiện tại đã đầu tư vào công trình 524,8 tỷ (theo số liệu P. Tài chính cu"
BDS-CURATED-0479,hoàn chỉnh nút giao và nhánh nối xa lộ Hà Nội - vành đai 3,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[] Link https://tuoitre.vn/tp-hcm-se-lam-nut-g... by Unknown User Hoang V - IM 1/7 8:33 AM https://tuoitre.vn/tp-hcm-se-lam-nut-giao-go-cong-quy-mo-4-tang-20260106234016844.htm TP.HCM sẽ làm nút giao Gò Công quy mô 4 tầng - Tuổi Trẻ Online UBND TP.HCM vừa phê duyệt nhiệm vụ thiết kế thi công tuyển phương án kiến trúc nút giao Gò Công, thuộc dự án hoàn chỉnh nút giao và nhánh nối xa lộ Hà Nội - vành đai 3. Công trình được xác định là ... tuoitre.vn nút giao Gò Công - Ảnh 1. by Unknown User Hoang V - IM 1/7 8:33 AM Link https://www.youtube.com/shorts/liVPfOD... by Unknown User Hoang V - IM 1/7 8:41 AM https://www.youtube.com/shorts/liVPfODv51Y?feature=share - YouTube Enjoy the videos and music you love, upload original content, and share it all with friends, family, and the world on YouTube. www.youtube.com Ua3 là chỗ nào nào by Unknown User Mr Mike1 -CEO 1/7 8:53 AM Ua3 là chỗ nào nào Là tân vạn đó hã a by Unknown User Mr Mike1 -CEO 1/7 8:53 AM Là tân vạn đó hã a Chỗ này là gần Cầu Đồng Nai 2 mới được phê ... by Unknown User Hoang V - IM 1/7 8:53 AM Translate Chỗ này là gần Cầu Đồng Nai 2 mới được phê duyệt ah Sếp. gần Khu Nối từ Vin Grandpark qua Aqua City. by Unknown User Hoang V -

---

[] Wednesday, January 7 Link https://tuoitre.vn/tp-hcm-se-lam-nut-g... by Unknown User Hoang V - IM 1/7 8:33 AM https://tuoitre.vn/tp-hcm-se-lam-nut-giao-go-cong-quy-mo-4-tang-20260106234016844.htm TP.HCM sẽ làm nút giao Gò Công quy mô 4 tầng - Tuổi Trẻ Online UBND TP.HCM vừa phê duyệt nhiệm vụ thiết kế thi công tuyển phương án kiến trúc nút giao Gò Công, thuộc dự án hoàn chỉnh nút giao và nhánh nối xa lộ Hà Nội - vành đai 3. Công trình được xác định là ... tuoitre.vn nút giao Gò Công - Ảnh 1. by Unknown User Hoang V - IM 1/7 8:33 AM Link https://www.youtube.com/shorts/liVPfOD... by Unknown User Hoang V - IM 1/7 8:41 AM https://www.youtube.com/shorts/liVPfODv51Y?feature=share - YouTube Enjoy the videos and music you love, upload original content, and share it all with friends, family, and the world on YouTube. www.youtube.com Ua3 là chỗ nào nào by Unknown User Mr Mike1 -CEO 1/7 8:53 AM Ua3 là chỗ nào nào Là tân vạn đó hã a by Unknown User Mr Mike1 -CEO 1/7 8:53 AM Là tân vạn đó hã a Chỗ này là gần Cầu Đồng Nai 2 mới được phê ... by Unknown User Hoang V - IM 1/7 8:53 AM Translate Chỗ này là gần Cầu Đồng Nai 2 mới được phê duyệt ah Sếp. gần Khu Nối từ Vin Grandpark qua Aqua City. by U"
BDS-CURATED-0124,(giá bán quỹ đất bao gồm cam kết của đối tác sẽ hỗ trợ phần đất đi vào dự án) với chi phí làm đường là 1tr/m2,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2022-09-26] Thao L - INVT 9/26/2022 5:31 PM Phương án tính toán: + Tiền chuyển mục đích sử dụng đất tạm tính là: 12tr/m2 cho phần đất thương phẩm (trừ NOXH, tính thoe phương pháp thặng dư, gấp 1.4 lần đơn giá nhà nước). + Khi đền bù giải phóng mặt bằng sẽ phải mua trọn thửa và có phần sẽ nằm ngoài ranh dự án. Tạm định giá đầu ra phần đất nông nghiệp nằm ngoài ranh dự án, được QH là đất ở với diện tích là 0,87ha với đơn giá là 14tr/m2. + Làm đường đi vào dự án (giá bán quỹ đất bao gồm cam kết của đối tác sẽ hỗ trợ phần đất đi vào dự án) với chi phí làm đường là 1tr/m2 cho 1,8ha diện tích làm đường. + Bảng cơ cấu đất: Hạng mục đất Diện tích đất (m2) Tỷ lệ đất (%) Đất ngoài ranh nghiên cứu 42,474.47 24.7% Đất cây xanh tập trung 5,512.00 3.2% Đất NN (QH đất ở hiện hữu chỉnh trang) 8,710.63 5.1% Đất giao thông ngoại khu 28,251.84 16.5% Đất trong ranh nghiên cứu 129,180.37 75.3% Nhóm đất ở thấp tầng 123,054.00 71.69% Đất ở Thương mại 12,305.40 7.17% Đất ở nội khu 36,916.20 21.51% NOXH 12,305.40 7.17% Cây xanh nội khu 2,461.08 1.43% Giao thông nội khu 57,589.27 33.55% Đất giáo dục 1,476.65 0.86% Đất giao thông phân khu vực 6,126.37 3.57% Tổng diện tích đất 171,654.84 100% Loại hình phát triển: + Nhà "
BDS-CURATED-0166,Sông Đà - Quốc Cường Gia Lai (Nguồn từ Mr Tiến R&D) có giá chào 6,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[] Báo cáo Sếp Admin 01 Admin 01 về dự án Sông Đà - Quốc Cường Gia Lai (Nguồn từ Mr Tiến R&D) có giá chào 6.500 tỷ đồng cho diện tích phù hợp QH 2,5ha ~ 259,5 tr/m2 đường Quốc Lộ 13, P.Hiệp Bình, Thủ Đức (cũ), như sau: 1/TỔNG QUAN VỊ TRÍ: link map Vị trí và Ranh dự án Sông Đà - Quốc Lộ 13 Mặt tiền Quốc lộ 13 tại TP.HCM cũ, gần Khu đô thị Vạn Phúc, có 1 mặt giáp Sông, kết nối thuận tiện với các khu vực trọng điểm như Sân bay Tân Sơn Nhất và Ngã tư Bình Triệu. 2/ THÔNG TIN QUY HOẠCH Thông số QH theo 1/2000 Và đối tác đang tính Thông số QH theo 1/2000"
BDS-CURATED-0132,Võ Văn Kiệt (Gộp 2 Lô) theo chỉ tiêu QH dự kiến điều chỉnh,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[] P.ĐT báo cáo Sếp Admin 01 về cập nhật DA Võ Văn Kiệt (Gộp 2 Lô) theo chỉ tiêu QH dự kiến điều chỉnh, như sau: 1. Quy hoạch: Những thay đổi chính trong PA QH mới: Hệ số tăng từ 13,7 lên 14,7 Tầng cao từ 30 lên 36 tầng Tăng 3.467 m2 sàn kinh doanh ~ tăng 19 căn, từ 833 lên 852, đồng thời Shop điều chỉnh thành 3 tầng. 2. Hiệu quả tài chính: Đơn giá xây dựng All-in vẫn giữ 21 tr/m2 (gồm VAT). Chi phí kinh doanh bán hàng 19%/Doanh thu. Giá bán căn hộ giảm từ 105 xuống còn 99 tr/m2 (gồm VAT), tương đương với giá 90 tr chưa VAT ~ 5 tỷ/căn 56 m2. Giá bán Shop giữ đơn giá tầng 1+2"
BDS-CURATED-0113,Westgate của AnGia – 38 tr/m2 (vị trí trung tâm Huyện Bình Chánh) + Thấp hơn mức giá trung bình của Akari – Na,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2024-10-07] Huy M - IM 10/7/2024 8:30 AM Translate Hiện tại mình đang set giá bán chung cư hiện trạng là 42 tr/m2, lúc mở bán 46 tr/m2 (đã tăng 10% so với giá đề xuất năm 2023) và giá này: + Đang cao hơn 10% so với dự án Westgate của AnGia – 38 tr/m2 (vị trí trung tâm Huyện Bình Chánh) + Thấp hơn mức giá trung bình của Akari – Nam Long khoảng 10% - 44 – 50 tr/m2 (Vị trí và tiện ích của Akari có nhỉnh hơn mình một chút). Akari đang bán được giá cao một phần cũng do họ làm theo phong cách Nhật, diện tích trung bình 1 căn nhỏ. Điểm trừ lớn của dự án mình khiến không set giá Bán cao được là do theo QH 1.500 được duyệt từ năm 2008 diện tích trung bình 1 căn quá lớn lên tới 82 m2/căn (trung bình thị trường tầm 60 m2/căn) Về giá bán biệt thự mình đang bán 80 tr/m2, giá bán của khu bên trong dự án đang khoảng 60 tr/m2 Nên giá bán theo hiện trạng của dự án đang đề xuất cũng là ở mức phù hợp à. Ok a by Unknown User"
BDS-CURATED-0101,Cù lao Tân Vạn theo đơn giá bán (đất + nhà) trung bình dựa vào các loại hình do Mr,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2025-05-06] Thao L - INVT 5/6/2025 5:36 PM Translate K.ĐT gửi anh Mr Mike1 -CEO cập nhật báo cáo dự án Cù lao Tân Vạn theo đơn giá bán (đất + nhà) trung bình dựa vào các loại hình do Mr. Lâm đề xuất như sau: 1. DOANH THU (THEO ĐỀ XUẤT MR. LÂM) - Đơn giá bán đất + nhà trung bình cho Biệt thự Đơn lập vị trí giáp sông/kênh: 100tr/m2 - Đơn giá bán đất + nhà trung bình cho Biệt thự Đơn lập vị trí phía trong: 90tr/m2 - Đơn giá bán đất + nhà trung bình cho Biệt thự Song lập: 85tr/m2 - Đơn giá bán đất + nhà trung bình cho Nhà liên kế: 95tr/m2 2. CHI PHÍ ĐẦU TƯ 3. CHI PHÍ HOẠT ĐỘNG VÀ CHI PHÍ LÃI VAY 4. HIỆU QUẢ ĐẦU TƯ Với đơn giá bán (đất + nhà) theo đề xuất của Mr. Lâm. Dự án có Tỷ suất LNTT/TMĐT= 30% 5. NHẬN ĐỊNH - Đơn giá bán đất + nhà trung bình được đề xuất theo PA của Mr. Lâm khi dự án: + Hoàn thiện pháp lý + Hoàn thiện hạ tầng kỹ thuật và hạ tầng xã hội để đủ điêu kiện bán hàng + Hòa thiện việc xây nhà + Thời gian dự kiến đủ điều kiện bán hàng toàn dự án là T9/2026 (hơn 1 năm nữa) Với giá Biệt thự song lập đang được đề xuất là 85tr/m2 vào thời điểm dự kiến T9/2026 sau khi đã hoàn thiện all hết các điều kiện hạ tầng, tiện ích.....như trên thì đang tương đương với Đơn giá bán 20 căn Biệt thự song"
BDS-CURATED-0196,Thông tin quyết định chủ trương đầu tư/pháp lý dự án/thông tin quy hoạch dự án - Thông tin đơn vị khác tham,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[] Phòng chuyên môn phụ trách đối ngoại xúc tiến gặp gỡ Sở Tài Chính/UBND tỉnh Đồng Nai để trao đổi và thu thập thông tin: - Hướng dẫn quy trình đăng ký thực hiện dự án - Thông tin quyết định chủ trương đầu tư/pháp lý dự án/thông tin quy hoạch dự án - Thông tin đơn vị khác tham quan tâm các dự án này - Các vấn đề liên quan đến ưu đãi trong triển khai NOXH, các xác định giá bán - Các thông tin khác phục vụ công tác phân tích đánh giá + Triển khai lập phương án liên danh với công ty/đối tác vì hiện tại công ty không đủ năng lực kinh nghiệm để tham gia - Với thời hạn tham gia đăng ký chỉ còn 31 ngày, đề xuất nhanh chóng nghiên cứu lập phương án liên danh với công ty/đối tác đã có kinh nghiệm đầu tư xây dựng, vận hành dự án nhà ở nhằm đảm bảo đáp ứng điều kiện về kinh nghiệm được nêu trong thông báo mời thầu. (hồ sơ đăng ký thực hiện dự án và những yêu cầu về tư cách hợp lệ, năng lực tài chính và kinh nghiệm thực hiện dự án được nêu chi tiết trong file đính kèm) 2025.03.27-Cac buoc trien khai noxh Dong Nai.pdf"
BDS-CURATED-0133,gộp 2 lô Võ Văn Kiệt theo thay đổi giá bán căn hộ và giá mua dự án,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[] Báo cáo Sếp Admin 01, bảng độ nhạy DA gộp 2 lô Võ Văn Kiệt theo thay đổi giá bán căn hộ và giá mua dự án: Theo bảng độ nhạy thì Với đơn giá bán căn hộ 90 tr/m2 thì giá mua dự án để hiệu quả IRR~ từ 15% là ở khung 260 tr đến 280 tr/m2 ~ 685 tỷ đến 738 tỷ đồng cho Lô A17-01 diện tích 2.635 m2. Ngoài ra, theo thông tin từ anh Tài thì tầng cao, hệ số, dân số của tổng hai lô theo chỉ tiêu mới đều tăng cao hơn trước đây. Hiện anh Tài đang tính toán lại phương án mới (có bố trí Shop 3-4 tầng theo gợi ý của Sếp), sau khi có PA từ anh Tài, chị sẽ cập nhật lại FS báo cáo lại à. Giá bán không trả được thấp vậy đâu. by Admin 01"
