chunk_id,source_file,report_date,report_datetime_raw,sender,name_hint,excerpt
545,batch_535.txt,2025-01-20,1/20/2025 1:19 PM,Thao L - INVT,,"Thao L - INVT 1/20/2025 1:19 PM https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/01/102-ttg.signed.pdf KCN sóng thần III đã được thành lập từ khoảng năm 2005. Theo QĐ vừa mới ký thì cũng ko rõ lắm về thông tin điều chỉnh, chắc là liên quan đến phần diện tích để phù hợp với quy hoạch và soát các vấn đề về pháp lý…"
546,batch_539.txt,2025-01-20,1/20/2025 1:14 PM,Thao L - INVT,,"Thao L - INVT 1/20/2025 1:14 PM https://maps.app.goo.gl/BXiiNPjMLwaYBDny9?g_st=com.google.maps.preview.copy Google Maps Tìm kiếm các doanh nghiệp địa phương, xem bản đồ và tìm chỉ đường trên Google Maps. maps.app.goo.gl Em gửi anh ạ by Thao L - INVT"
547,batch_539.txt,2025-03-16,3/16/2025 6:44 PM,Thao L - INVT,,"Thao L - INVT 3/16/2025 6:44 PM Translate Hiện em chưa nắm rõ thông tin của anh Sơn ạ Tuy nhiên, về giá trị tuyệt đối Lợi nhuận trước thuế thì Icon cao hơn Phượng Hoàng và theo đó TMĐT của Icon cũng cao hơn => Tính xét về"
548,batch_540.txt,2025-01-20,1/20/2025 12:14 PM,Mr Mike1 -CEO,,"Mr Mike1 -CEO 1/20/2025 12:14 PM Translate Thì vậy mới là đầu cơ anh. Đợi thị trường rõ ràng rồi thì giá tăng hết Team đang chờ A Tài gửi lại QH Bình Phước, ... by Huy M - IM"
549,batch_540.txt,2025-03-16,3/16/2025 5:45 PM,Huy M - IM,này hiện chỉ đóng tiền sử dụng đát trên diện tích đất xây dựng thay vì diện tích đất toàn,Huy M - IM 3/16/2025 5:45 PM Translate Khu đất này hiện chỉ đóng tiền sử dụng đát trên diện tích đất xây dựng thay vì diện tích đất toàn khu đối với toàn khu. Bình Dương đang bị tính sai chỗ này. Nên có thể sẽ phải đóng bổ sung thêm tiền sử dụng đất Này là đã VAt chưa by Unknown User Mr M
550,batch_541.txt,2025-01-20,1/20/2025 11:58 AM,Unknown User,nữa Tính ra thì đúng là như vậy,"Unknown User 1/20/2025 11:58 AM Tính ra đi mua ở đây là còn rẻ hơn tự đi làm dự án nữa Tính ra thì đúng là như vậy. Tuy nhiên khu vực Chơn Thành Bình Phước thị trường còn yếu, nhiều dự án bán chủ yếu đầu cơ, không có dân về ở. Khu KCN Becamex hơn 2000ha cũng chỉ mới lắp đầy hơn 10%. Chưa kể kcn cũng sẽ có quy hoạch khu nhà ở cho người lao động… nên các khu này nếu mua thì phải đợi rất lâu. Team cũng đang đánh giá khu đất Đường Nguyên Văn Linh, đang chờ anh Tài gửi Quy Hoạch mới nhất để rà soát và báo CEO à Thì vậy mới là đầu cơ anh. Đợi thị trường r... by Unknown User"
551,batch_542.txt,2025-01-20,1/20/2025 11:49 AM,Thao L - INVT,KDC Đại Nam T01,"Thao L - INVT 1/20/2025 11:49 AM Edited Translate K.ĐT báo cáo anh Mr Mike1 -CEO về việc Cập nhật lại thị trường dự án KDC Đại Nam T01.2025 như sau: 1. Về Bảng giá đất nhà nước: - Đơn giá nhà nước năm 2025 tăng khoảng 1tr/m2 so với năm 2024 - Đơn giá nhà nước năm 2025 dao động từ 5tr - 8tr/m2 tùy vị trí đường 2. Về Giá thị trường: - Đơn giá thị trường của dự án khảo sát vào T10.2024 đến hiện tại T01.2025 không có sự thay đổi, giao dịch chuyển nhượng ít - Đơn giá thị trường T01.2025 dao động từ 7tr - 10tr/m2 tùy vị trí đường - Đơn giá nhà nước và thị trường hiện tại khá tiệm cận nhau và khoảng chênh lệch thấp Tính ra đi mua ở đây là còn rẻ hơn tự đi là... by Unknown User"
552,batch_543.txt,,,,,"Dạ, giá bán hiện tại 55tr/m2 bao gồm VAT Theo phương án 1: 65tr/m2 bao gồm VAT (bán quý 3/2026) và theo phương án 2: 70tr/m2 bao gồm VAT (bán quý 1/2027), diện tích trung bình cho 2 phương án khoảng 60m2 ạ"
553,batch_543.txt,,,,đã được chấp thuận đầu tư dự án và đã được gia hạn tiến độ 02 năm kể từ ngày được cấp phép,"P.ĐT báo cáo anh Mr Mike1 -CEO về việc cập nhật hiệu quả tài chính và pháp lý dự án 2,3ha Bình Điền – Bình Chánh, sau khi phòng Pháp lý và phòng Quy hoạch gặp đối tác như sau: 1/ Vị trí: - Cách Chợ Đầu Mối Bình Điền khoảng 400m, cách ranh Quận 8 và huyện Bình Chánh khoảng 150m, cách UBND huyện Bình Chánh khoảng 3,2km, cách nút giao Vành Đai 2 - Nguyễn Văn Linh khoảng 2,2km - Tiềm năng trong tương lai: + Cách bến xe miền Tây mới khoảng 1,5km + Nằm giữa trung tâm lưu thông hàng hóa I (khu E -115ha) và trung tâm lưu thông hàng hóa II (khu D - 85ha) thuộc khu đô thị Phú Mỹ Hưng => Dự kiến 30/04/2025 hoàn tất việc giải phóng đền bù + Cách các nhà ga thuộc tuyến Metro line 7 trong bán kính 500m 2/ Pháp lý 2.1/ Phòng Pháp lý - Dự án đã được chấp thuận đầu tư dự án và đã được gia hạn tiến độ 02 nă"
554,batch_543.txt,2025-03-12,3/12/2025 2:56 PM,Khoa L - INVT,Phú Quang – Phương án bổ sung tiền sử dụng đất (LURF) và chi phí liên quan đến phần đất cô,"Khoa L - INVT 3/12/2025 2:56 PM Translate K.ĐT gửi anh Mr Mike1 -CEO về hiệu quả dự án Phú Quang – Phương án bổ sung tiền sử dụng đất (LURF) và chi phí liên quan đến phần đất công trong dự án: Trước hết, Phòng Đầu tư tổng hợp và báo cáo nghĩa vụ các bên trong cấu trúc deal như sau: Bên Bán Bên mua Diện tích giao đất đợt 1 (12.6ha) đã giao cho Phú Quang theo QĐ 2987 (07/10/2020) - Chi phí và công tác đền bù/ GPMB - Tiền chuyển mục đích sử dụng đất theo QĐ 2987 (07/10/2020) - Chi phí bồi thường phần đất công năm trong 12.6ha Diện tích giao đấ"
555,batch_544.txt,,,,tiếp giáp mặt tiền đường Phan Văn Hớn,"P.ĐT báo cáo nhanh anh Mr Mike1 -CEO về định giá dự án 1,6ha Phan Văn Hớn, phường Tân Thới Nhất, Quận 12, Thành phố Hồ Chí Minh (nguồn anh Tâm – Phó Chủ tịch) như sau: 1/ Vị trí: - Dự án tiếp giáp mặt tiền đường Phan Văn Hớn, cách giao lộ đường Phan Văn Hớn và Trường Chinh khoảng 1km + Cách Sân bay Tân Sơn Nhất khoảng 3,5km + Cách ga Deport Tham Lương khoảng 1km 2/ Hiện trạng: Có nhà xưởng trên đất – Đất sạch 3/ Cơ sở pháp lý: Dự án đã có quyết định chủ trương đầu tư và cũng có thể có quy hoạch 1/500. Nhưng không được cung cấp 3.1/ Pháp lý đất: Đã có GCN quyền sử dụng đất; Chiều dài mặt tiền: 41m, chiều sâu: 227m Cơ cấu sử dụng đất: Tổng diện tích 16.471,8 Đất ở 197 Đất HNK 16.274,8 3.2/ Pháp lý quy hoạch: Theo thông tin quy hoạch Thành phố Hồ Chí Minh Đồ án ""Đồ án điều chỉnh quy hoạch chi"
556,batch_545.txt,2025-03-03,3/3/2025 9:45 AM,Thoi L - ASST.,Đà Nẵng thì liên hệ A Tịnh,"Thoi L - ASST. 3/3/2025 9:45 AM Translate Dear Huy Huy Mai-PTDTCEO có giao triển khai tìm hiểu về thông tin đấu giá các lô đất tại ĐÀ Nẵng và Bình Dương. tiếp nhận tt khu đất Đà Nẵng thì liên hệ A Tịnh, kênh tt khu đất Bình Dương thì liên hệ A Hùng nhé. Ok Anh nhé by Huy M - IM Huy"
557,batch_547.txt,2025-01-02,1/2/2025 9:46 AM,Thoi L - ASST.,Hội An Riverside có nhiều khả năng thay đổi concept,"Thoi L - ASST. 1/2/2025 9:46 AM Translate Huy Mai-PTDTChào Huy, DA Hội An Riverside có nhiều khả năng thay đổi concept, do vướn quy định về khoảng lùi hành lang bờ sông 10m (hiện nay đang tk là 5m). Huy trao đổi với A Kiên để cập nhật tt kịp thời nhé. Begin quote, Thoi -Tro Ly GD , 1/2/2025 9:4... by Huy M - IM"
558,batch_547.txt,2025-01-02,1/2/2025 9:46 AM,Thoi L - ASST.,Hội An Riverside có nhiều khả năng thay đổi concept,"Thoi L - ASST. 1/2/2025 9:46 AM Huy Mai-PTDTChào Huy, DA Hội An Riverside có nhiều khả năng thay đổi concept, do vướn quy định về khoảng lùi hà… Bữa a Kiên cũng có trao đổi với em thông tin này. Em cũng có nghe thêm có con đường ở giữa 2 sổ nên mình cũng chưa hợp sổ dc để làm dự án. Cái này thì bên PLDA pk anh team vẫn đang tìm thêm hướng để xly. by Thoi L - ASST."
559,batch_548.txt,2024-12-27,12/27/2024 5:02 PM,Thao L - INVT,Hoa viên Vĩnh Thanh tại đường nhánh của đường DT19,"Thao L - INVT 12/27/2024 5:02 PM Translate K.ĐT báo cáo nhanh anh Mr Mike1 -CEO sơ bộ về quỹ đất dự án Hoa viên Vĩnh Thanh tại đường nhánh của đường DT19, Vĩnh Thanh, Nhơn Trạch, Đồng Nai (Nguồn: Mr. Ka) như sau: 1. Thông tin, vị trí và hiện trạng: a. Thông tin: - Dự án Hoa viên với tổng diện tích đất là 57ha. - Giá đền bù ước tính: 1tr/m2 ~ 570 tỷ. b. Hiện trạng và hạ tầng: - Dự án tiếp giáp đường nhánh của đường DT19 (rộng khoảng 6 - 8m), Vĩnh Thanh, Nhơn Trạch, Đồng Nai. - Cách Cao tốc Bến Lức – Long Thành (2025) khoảng 700m. - Cách sông Đồng Nai khoảng 1Km. - Khu vực dự án là vùng đất trũng, thấp, chủ yếu là bùn lầy và hồ nuôi thủy sản. 2. So sánh Dự án Hoa viên Vĩnh Thanh và Hoa viên Sala Garden: 3. Pháp lý: Hiện tại Pháp lý của dự án Hoa viên Vĩnh Thanh đang dừng tại bước góp ý hồ sơ"
560,batch_549.txt,2024-12-25,12/25/2024 5:58 PM,Sinh Nguyen-Dau Tu,Hội An Riverside Resort & Spa,"Sinh Nguyen-Dau Tu 12/25/2024 5:58 PM Translate K.ĐT cập nhật báo cáo anh Mr Mike1 -CEO, dự án Hội An Riverside Resort & Spa, mặt tiền đường Cửa Đại, phường Cẩm Châu, Thành phố Hội An, tỉnh Quảng Nam như sau: 1/ Cơ cấu phòng: So sánh phương án thiết kế, tháng 12 (125 phòng) và tháng 10 (104 phòng) Hạng mục Tháng 12 Tháng 10 Số phòng 125 104 Khách sạn 105 84 Villas 20 20 Diện tích trung bình/room Khách sạn (m²) 39 48 Villas (m²) 66 66 2/ Tổng mức đầu tư dự án: (theo đề xuất phòng QS) - Tổng mức đầu tư: 295 tỷ (Dự án không sử dụng vốn vay) - Chi phí xây dựng All in năm 2025 (theo P.QS) Chi phí xây dựng All in (*) Tháng 12 Tháng 10 Tính theo/key (triệu đồng/key) 2.315 2.819 (*) Suất đầu tư này căn cứ theo đề xuất từ phòng QS, tuy nhiên sau khi phòng hoàn thành suất đầu tư chung cho các dự án "
561,batch_550.txt,,,,phân lô bán nền ở phường Long Phước ạ Vị trí dự án,Dạ em gửi định vị 2 dự án phân lô bán nền ở phường Long Phước ạ Vị trí dự án: ViệtNhân1234: https://maps.app.goo.gl/JgiGYy1CTvYwjKz58 Blue Diamond Riverside: https://maps.app.goo.gl/XvU1q69F5AkAa2Br9
562,batch_551.txt,,,,,"P.ĐT báo cáo anh Mr Mike1 -CEO về đánh giá tiềm năng đầu tư thị trường Đất nền giá rẻ Quận 9 (nay là Thành phố Thủ Đức) như sau: 1/ Khu vực đất nền giá rẻ: Phường Long Phước hiện tại có giá đất nền thấp nhất ở Quận 9 Giá đất nền trung bình khoảng 36tr/m² 2/ Các yếu tố ảnh hưởng đến Bất động sản phường Long Phước – Quận 9: 2.1/ Hạ tầng giao thông: Cầu Long Đại đã thông xe, dễ dàng kết nối từ phường Long Phước sang Vinhomes Grand Park Đường Liên Phường (QH đường 60m) nối từ phường Long Phước đến Đại lộ Mai Chí Thọ, rút ngắn thời gian từ phường Long Phước đi Quận 2 Khu công nghệ cao 2 sẽ triển khai trong thời gian tới, do Khu công nghệ cao đã lấp đầy đên 67% (tháng 11/2024) và sự bùng nổ của các lĩnh vực như trí tuệ nhân tạo, công nghệ tài chính, TP.HCM đang tập trung phát triển để đón đầu xu"
563,batch_551.txt,2025-02-19,2/19/2025 9:31 PM,Huy M - IM,Felicia Đà Nẵng theo phương án tổ hợp khách sạn và Condotel,"Huy M - IM 2/19/2025 9:31 PM Translate K.ĐT báo cáo anh Mr Mike1 -CEO về dự án Felicia Đà Nẵng theo phương án tổ hợp khách sạn và Condotel, mặt tiền đường Võ Nguyên Giáp, Lô B5, thuộc khu phúc hợp đô thị, TMDV Royal Era 1, P. Mỹ An, Q. Ngũ Hành Sơn, T. Đà Nẵng như sau: 1/ Vị trí: - Mặt tiền tiếp giáp đường Võ Nguyên Giáp, cách giao lộ đường Võ Nguyên Giáp và Võ Văn Kiệt khoảng 1,2km, cách giao lộ đường Võ Nguyên Giáp và Hồ Xuân Hương khoảng 1,4km - Bên trái giáp Serene Beac"
564,batch_552.txt,,,,,P.ĐT báo cáo Mr Mike1 -CEO về so sánh vị trí tương đồng của KCN Hàm Tân - Bình Thuận tới Cảng Cái Cái Mép (80 km) và về trung tâm TP. HCM (120 km) tương quan với tới Cảng Lạch Huyện – Hải Phòng và Trung TP. Hà Nội thì vị trí của tỉnh Thái Bình có tính tương đồng phù hợp. Và giá KCN ở Thái Bình theo cập nhật Q2/2024 trong khoảng từ 85 – 95 $/m2/chu kỳ thuê. Ngoài ra khi so sánh tương quang thì giá KCN phía Nam đang cao hơn khoảng 20 – 30% so với KCN Phía Bắc. Chi tiết đánh giá: image by Huy M - IM
565,batch_556.txt,2024-12-18,12/18/2024 11:50 AM,Huy M - IM,,"Huy M - IM 12/18/2024 11:50 AM https://tuoitre.vn/greenhill-village-tung-duoc-ba-truong-my-lan-mua-350-ti-vua-ve-chu-moi-gia-cao-hon-nhieu-20241217215915046.htm Greenhill Village từng được bà Trương Mỹ Lan mua 350 tỉ, vừa về chủ mới giá cao hơn nhiều - Tuổi Trẻ Online Công ty cổ phần đầu tư MST vừa thông báo trúng đấu giá toàn bộ giá trị khoản nợ của Công ty cổ phần Greenhill Village tại ngân hàng với giá 410 tỉ đồng. Mức giá này cao hơn số tiền 350 tỉ đồng bà T... tuoitre.vn Message by Unknown User"
566,batch_561.txt,2024-12-16,12/16/2024 8:50 PM,Huy M - IM,lớn thì gần như sẽ phải đấu thầu,Huy M - IM 12/16/2024 8:50 PM Translate Nếu làm dự án lớn thì gần như sẽ phải đấu thầu. Nên anh đề xuất P.PLDA có buổi training về các quy định luật hiện hành về đấu thầu à… Link https://tienphong.vn/dau-thau-khu-do-t... by Huy M - IM
567,batch_561.txt,2024-12-16,12/16/2024 8:51 PM,Huy M - IM,,"Huy M - IM 12/16/2024 8:51 PM https://tienphong.vn/dau-thau-khu-do-thi-hon-11000-ty-dong-o-binh-thuan-post1653028.tpo?fbclid=IwZXh0bgNhZW0CMTEAAR2rMTQT5dLeqXEimgXnhUzh7PNAvxnZpb2AfrFSUTrtCLVhZNEgsSw82vY_aem_dp4GDLx1Qv_OoXEfRpMwKA Đấu thầu khu đô thị hơn 11.000 tỷ đồng ở Bình Thuận UBND tỉnh Bình Thuận vừa có quyết định chấp thuận chủ trương đầu tư dự án Khu đô thị thương mại, dịch vụ mới Hàm Tiến - Mũi Né (khu III). tienphong.vn Begin quote, Huy Mai-PTDT , 12/16/2024 8:51... by Huy M - IM"
568,batch_561.txt,2024-12-16,12/16/2024 8:51 PM,Huy M - IM,này thì phải Các dự án quy mô trên 1000 ha trước khi Nov,Huy M - IM 12/16/2024 8:51 PM https://tienphong.vn/dau-thau-khu-do-thi-hon-11000-ty-dong-o-binh-thuan-post1653028.tpo?fbclid=IwZXh0bgNhZW0CMTEAAR2rMTQT5dLeqXEimgXnhUzh7PNAvxnZpb2AfrFSUTrtCLVhZNEgsSw82vY_aem_dp4GDLx1Qv_OoXEfRpMwKA Sun Group cũng mới trúng dự án này thì phải Các dự án quy mô trên 1000 ha trước khi Nov... by Huy M - IM
569,batch_561.txt,2024-12-16,12/16/2024 8:56 PM,Huy M - IM,quy mô trên 1000 ha trước khi Nova bị mất thanh khoản định xúc tiến ở Bà Rịa,"Huy M - IM 12/16/2024 8:56 PM Translate Các dự án quy mô trên 1000 ha trước khi Nova bị mất thanh khoản định xúc tiến ở Bà Rịa, Phú Yên, Bình Định đều phải đấu thầu Begin quote, Huy Mai-PTDT , 12/16/2024 8:56... by Unknown User"
570,batch_561.txt,2024-12-16,12/16/2024 8:56 PM,Huy M - IM,quy mô trên 1000 ha trước khi Nova bị mất thanh khoản định xúc tiến ở Bà Rịa,"Huy M - IM 12/16/2024 8:56 PM Các dự án quy mô trên 1000 ha trước khi Nova bị mất thanh khoản định xúc tiến ở Bà Rịa, Phú… Nghiên cứu xem đấu như thế nào anh. Đấu xong rồi giải phóng mb như thế nào Kêu mng nghiên cứu đi by Unknown User"
571,batch_566.txt,2024-12-16,12/16/2024 8:48 PM,Huy M - IM,lớn thì gần như sẽ phải đấu t,Huy M - IM 12/16/2024 8:48 PM Translate Theo quy định vậy thì đc hiểu là NN sẽ thực hiện và theo thời gian đã nêu trong lúc chào thầu. Nếu làm dự án lớn thì gần như sẽ phải đấu t... by Huy M - IM
572,batch_570.txt,2024-12-16,12/16/2024 5:17 PM,Thoi L - ASST.,50ha ở Vĩnh Yên,"Thoi L - ASST. 12/16/2024 5:17 PM Translate ""UBND tỉnh Vĩnh Phúc và Tập đoàn Vingroup sẽ ký kết hợp tác toàn diện Xúc tiến, thu hút đầu tư, liên kết hợp tác hỗ trợ doanh nghiệp, thúc đẩy chuyển đổi xanh, phát triển bền vững. Ngày 23/11/2024, UBND tỉnh Vĩnh Phúc sẽ phối hợp với Tập đoàn Vingroup tổ chức Hội nghị “Chuyển đổi xanh - nhận thức và hành động vì một tương lai Vĩnh Phúc phát triển bền vững” --> Để phát triển đại DA về BĐS nhà ở và KCN, các đơn vị lớn thường có 1 bộ phận: Xúc tiến hợp tác đầu tư. Anh gửi lại Mr Mike dự án 50ha ở Vĩnh Yên, ... by Huy M - IM"
573,batch_570.txt,2024-12-16,12/16/2024 5:48 PM,Huy M - IM,50ha ở Vĩnh Yên,"Huy M - IM 12/16/2024 5:48 PM Translate Anh gửi lại Mr Mike dự án 50ha ở Vĩnh Yên, Vĩnh Phúc: KĐT gửi anh @Tuan @Tran-CEO báo cáo dự ... by Huy M - IM"
574,batch_570.txt,2024-12-16,12/16/2024 5:48 PM,Huy M - IM,50ha thuộc huyện Vĩnh Tường – Yên Lạc,"Huy M - IM 12/16/2024 5:48 PM Translate KĐT gửi anh @Tuan @Tran-CEO báo cáo dự án 50ha thuộc huyện Vĩnh Tường – Yên Lạc, tỉnh Vĩnh Phúc: 1) Vị trí và hiện trạng: • Dự án nằm trên trục đường QL2C (trục đường gồm 2 làn oto, 2 làn xe máy), cách TP. Vĩnh Yên khoảng 10km và nằm đoạn giữa đường Vành đai 3 (định đướng hoàn thành vào 2030) và Vành đai 4 (chưa có thông tin cụ thể) tỉnh Vĩnh Phúc. • Hiện trạng: Đang xin chủ trương tỉnh uỷ về việc đấu thầu thực hiện dự án. Đơn giá bồi thường ước tính 1tr/m2 cho diện tích toàn khu 2) Pháp lý đất: Đang ở bước chuẩn bị ĐBGPMB, đa phần là đất lúa. 3) Pháp lý đầu tư: Đang xin chủ trương đấu thầu dự án. 4) Pháp lý quy hoạch: Thông số thương phẩm và các thông số dựa vào đề xuất trình xin chủ trương kèm bảng vẽ 1/500 theo đề xuất (chưa được duyệt) 5) Pháp lý"
575,batch_570.txt,2024-12-16,12/16/2024 5:49 PM,Huy M - IM,có tỷ lệ LNTT/TMDT đạt hiệu quả nhưng không đạt hiệu quả về chỉ tiêu IRR,"Huy M - IM 12/16/2024 5:49 PM Translate 8) Hiệu quả tài chính: • Lợi nhuận trước thuế/TMĐT: 24.1% • NPV chủ đầu tư: (20,637) • IRR chủ đầu tư: 11.68% 9) Kết luận: Dự án có tỷ lệ LNTT/TMDT đạt hiệu quả nhưng không đạt hiệu quả về chỉ tiêu IRR, NPV 10) Đề xuất: • Thị trường huyện Vĩnh Tường và Yên Lạc chưa phù hợp với việc phát triển trung tâm thương mại dịch vụ vì nhu cầu thị trường thấp, tính thanh khoản kém. Để dự án đạt hiệu quả hơn, K.ĐT đề xuất chuyển toàn bộ (hoặc đa phần) đất TMDV sang đất ở để tạo tính thanh khoản cao và phù hợp nhu cầu thị trường thực tế. Link vị trí: https://goo.gl/maps/eqfdgJBc7XT7VhAW8 Link hồ sơ: 50ha Vĩnh Phúc - OneDrive (sharepoint.com) Google Maps Tìm kiếm các doanh nghiệp địa phương, xem bản đồ và tìm chỉ đường trên Google Maps. goo.gl Image Vị trí dự án 50"
576,batch_572.txt,2024-12-16,12/16/2024 5:06 PM,Mr Mike1 -CEO,,Mr Mike1 -CEO 12/16/2024 5:06 PM https://kinhdoanhvaphattrien.vn/vinhomes-de-xuat-nghien-cuu-dau-tu-du-an-khu-do-thi-moi-2500-ha-tai-vinh-phuc-40834.html?fbclid=IwZXh0bgNhZW0CMTEAAR3fKgryyDYiJN0c7Wq9e-KmxvQp05EfuRM4dm6g61g07fu1EuOgoU9Qh6s_aem_sOsZYagkePdMkL0G2DZutQ Image by Unknown User
577,batch_573.txt,2024-12-12,12/12/2024 8:47 AM,Huy M - IM,Phú Đông premier gần PH đang bán giá 37 39,"Huy M - IM 12/12/2024 8:47 AM Về phần xây dựng thì dự án Phú Đông premier gần PH đang bán giá 37 39, A Sơn trợ lý trướ… Ok Huy nhé, áp giá 12.05 cũng ổn vì đã có dự phòng phí 5%. OK Anh nhé. by Huy M - IM"
578,batch_573.txt,2024-12-12,12/12/2024 5:50 PM,Huy M - IM,Phượng Hoàng,"Huy M - IM 12/12/2024 5:50 PM Translate P. ĐT báo cáo CEO Mr Mike1 -CEO cập nhật tìn hình rà soát dự án Phượng Hoàng: Hiện đã nhận được các thông tin rà soát từ Anh Thới, Anh Học, P.PLDA, P.QH, sau khi nhận được thông tin đánh giá từ P. RD và P.QS, P.ĐT sẽ tổng hợp và báo cáo kết quả CEO à"
579,batch_574.txt,2024-12-11,12/11/2024 6:03 PM,Unknown User,,"Unknown User 12/11/2024 6:03 PM Kêu anh Học, a Thới xem lại bảng FS này nhé. Huy Mai-PTDTAnh đã xem nhanh các chi phí dự trù; nếu bên người bán lo pháp lý đến khi có gpxd thì ổn. 2. Chi phí xd đg tính allin là 12.05tr/m2. Anh đề xuất tính với mức 12.2tr/m2 cho giai đoạn tiền khả thi này. Ngoài ra trong bài tính FS có dự trù phát sinh 5% là phù hợp. Thực tế làm sẽ qly để phát sinh không quá 3%. Ok Anh. Em nhận thông tin nhé. Em sẽ tổng h... by Huy M - IM"
580,batch_574.txt,2024-12-12,12/12/2024 8:37 AM,Thoi L - ASST.,Phú Đông premier gần PH đang bán giá 37 39,"Thoi L - ASST. 12/12/2024 8:37 AM Huy Mai-PTDTAnh đã xem nhanh các chi phí dự trù; nếu bên người bán lo pháp lý đến khi có gpxd thì… Về phần xây dựng thì dự án Phú Đông premier gần PH đang bán giá 37 39, A Sơn trợ lý trước đây có cho hay là suất xây lắp thiết bị gồm VAT của họ là 9.5 tr/m2 à tính all in thì họ chưa tới 11 tr/m2 Link https://vnexpress.net/chu-tich-nam-lon... by Huy M - IM"
581,batch_574.txt,2024-12-12,12/12/2024 10:26 AM,Huy M - IM,,"Huy M - IM 12/12/2024 10:26 AM https://vnexpress.net/chu-tich-nam-long-quy-dat-ve-tinh-cua-tp-hcm-se-bong-tay-3-nam-toi-4826515.html Chủ tịch Nam Long: Quỹ đất vệ tinh của TP HCM sẽ 'bỏng tay' 3 năm tới Các đô thị vệ tinh quanh TP HCM sẽ là thị trường chủ lực được nhiều chủ đầu tư hướng đến trong 3 năm tới, theo chủ tịch Nam Long. vnexpress.net Begin quote, Huy Mai-PTDT , 12/12/2024 8:47... by Thoi L - ASST."
582,batch_575.txt,2024-12-11,12/11/2024 6:03 PM,Unknown User,,"Unknown User 12/11/2024 6:03 PM Kêu anh Học, a Thới xem lại bảng FS này nhé. Ok Mr Mike nhé Begin quote, Thao Le-PTDT , 12/11/2024 6:04... by Huy M - IM"
583,batch_575.txt,,,,,Dạ trung bình hiện là 47m2/căn ạ Diện tích cũng nhỏ vừa nên mình có thể tối ưu đc giá bán à Nhưng cân nhắc xem khu vực xung quanh tiện ... by Unknown User
584,batch_576.txt,2024-12-11,12/11/2024 5:31 PM,Thao L - INVT,cao tầng với tổng diện tích đất là 5,"Thao L - INVT 12/11/2024 5:31 PM Edited Translate K.ĐT báo cáo anh Mr Mike1 -CEO về Chung cư Phượng Hoàng, Dĩ An, Bình Dương (Nguồn: Mr. Khôi) như sau: 1. Thông tin, vị trí và hiện trạng: - Dự án cao tầng với tổng diện tích đất là 5,537m2, diện tích đất phù hợp quy hoạch là 4,926.4m2. - Giá chuyển nhượng: 275 tỷ ~ 55.8tr/m2 cho 4,926.4m2, cam kết thực hiện pháp lý đến giấy phép xây dựng và gồm tiền chuyển đổi mục đích sử dụng đất. - Vị trí dự án tiếp giáp đường Trần Quang Diệu: + Cách ngã tư Mỹ Phước Tân Vạn – Trần Quang Diệu khoảng 200m. + Cách ngã tư Mỹ Phước Tân Vạn – DT743 (Cao tốc HCM – Chơn Thành) khoảng 1Km. + Cách Quận 1, TP.HCM khoảng 26Km. 2. Pháp lý: a. Pháp lý đất: - GCNQSDĐ: 5,537m2; trong đó: Đất ở đô thị: 1,326.7m2; Còn lại là Đất rồng cây lâu năm. - Bản vẽ trích lục khu đất"
585,batch_577.txt,,,,là 547 tỷ,"P.ĐT báo cáo anh Mr Mike1 -CEO về độ nhạy lợi nhuận trước thuế / Tổng mức đầu tư giữa đơn giá đóng tiền sử dụng đất và hệ số sử dụng đất toàn khu của dự án 1,6ha Phan Văn Hớn như sau: Tháng 1/2025 phòng đã báo cáo hiệu quả dự án, với: - Hệ số sử dụng Đất: 3,73, trong đó chung cư cao tầng là 3,16 và nhà ở thấp tầng là 0,57. Trong điều kiện phải xin thêm được 661 dân thì chi phí chuyển nhượng dự án là 547 tỷ, tương ứng với 33tr/m² đất Chạy độ nhạy Lợi nhuận trước thuế / Tổng mức đầu tư với các giả định: - Chi phí chuyển nhượng của dự án cố định là 547 tỷ - Tình hình kinh doanh không thay đổi Độ nhạy Lợi nhuận trước thuế / Tổng"
586,batch_578.txt,2024-12-10,12/10/2024 12:03 PM,Huy M - IM,Đầu tư xây dựng đường Cao tốc TP,"Huy M - IM 12/10/2024 12:03 PM Translate Dự án Đầu tư xây dựng đường Cao tốc TP.Hồ Chí Minh – Thủ Dầu Một - Chơn Thành là trục cao tốc Bắc Nam của tỉnh Bình Dương, Bình Phước (trục xuyên tâm cắt qua đường Vành đai 4, Vành đai 3, dẫn đến đường Vành đai 2 TP.Hồ Chí Minh), nối tiếp tuyến cao tốc Gia Nghĩa - Chơn Thành (cao tốc Bắc Nam phía Tây) Dự án có ý nghĩa, vai trò rất quan trọng đối với sự phát triển kinh tế - xã hội gắn với củng cố an ninh - quốc phòng của vùng Tây nguyên và Đông Nam bộ; rút ngắn thời gian lưu thông, thúc đẩy các hoạt động thương mại, vận tải, thông thương mua bán trong khu vực; Bình Dương Dự kiến dự án sẽ khởi công quý I/2025 và hoàn thành năm 2027! Khi hoàn thành sẽ là trục kinh tế chính, cùng với QL13 + Mỹ Phước-Tân Vạn là trung tâm phát triển của Bình Dương. * Đoạn"
