master_id,project_name,category,latest_report_date,map_urls,location,province_city,district_area,source_files,source_excerpt
BDS-MASTER-0243,Fenica (16%),no_map_link_matched,2026-05-27,,,,,batch_066.txt,"[2026-05-27] Admin 01 5/27/2026 4:34 PM Chi phí bán hàng ngoài đảo này tốn hơn nha Về chi phí bán hàng: -Tỷ lệ chi phí bán hàng của khối cao tầng đang dự kiến ở mức 17%, cao hơn so với dự án Fenica (16%). Đồng thời, mức chi phí này hiện chưa bao gồm chi phí nhà mẫu. -Ngoài ra, trong cơ cấu chi phí bán hàng có nhiều khoản mang tính chất cố định (fixed cost) nhưng hiện vẫn đang được phân bổ theo tỷ lệ doanh thu, như: chi phí setup sàn bán hàng, chi phí nhân sự quản lý, chi phí tổ chức sự kiện/bán hàng, sa bàn,… Các khoản chi phí này thực tế không chênh lệch quá lớn giữa dự án quy mô 1,500–2,000 căn của Bà Kèo và dự án Fenica chỉ khoảng 579 căn -Chi tiết tổng chi phí bán hàng (chưa VAT) của từng phương án hiện cũng rất cao như sau: +PA10: 1,362 tỷ + PA11: 1,513 tỷ + PA12: 1,590 tỷ => Do đó, nhìn chung chi phí bán hàng đã được dự trù ở mức tương đối và theo hướng thận trọng ạ Begin quote, Ad"
BDS-MASTER-0421,Green Hill 2054482750212548727,no_map_link_matched,2022-08-22,,,,,batch_918.txt; batch_921.txt,"[2022-08-22] Trieu Nguyen-PTDT 8/22/2022 5:33 PM Video quang cảnh trước dự án Green Hill 2054482750212548727.mp4 Loading... Video bãi biển Quy Hòa gần khu vực hầm chui... by Unknown User, has an attachment. --- [2022-08-22] Trieu Nguyen-PTDT 8/22/2022 5:33 PM Video quang cảnh trước dự án Green Hill 2054482750212548727.mp4 Video bãi biển Quy Hòa gần khu vực hầm chui... by Unknown User, has an attachment."
BDS-MASTER-0422,Greenhill Village … 03,no_map_link_matched,2023-05-18,,,,,batch_879.txt,[2023-05-18] Huy M - IM 5/18/2023 10:25 AM https://www.youtube.com/watch?v=ft9L6yTGL6A Dự án Greenhill Village … 03:48 | 1.6K views | 2 years ago www.youtube.com Này lâu dài đúng ko a by Unknown User
BDS-MASTER-0071,H2-02,no_map_link_matched,2026-05-27,,,,,batch_064.txt; batch_066.txt; batch_115.txt; batch_116.txt,"[] P.ĐT báo cáo sếp Admin 01 cập nhật FS dự án H2-02 với các giả định cập nhật sau: 1. Giá chào cập nhật 600 tỷ 2. Tiền sử dụng đất 120 tỷ. Qua làm việc, đối tác thông báo tiền sử dụng đất còn phải nộ… 2. 120 tỷ là số chốt chưa hay áng chừng nhỉ Begin quote, Admin 01, 5/27/2026 7:36 PM, 2... by Huy M - IM --- [] P.ĐT báo cáo sếp Admin 01 cập nhật FS dự án H2-02 với các giả định cập nhật sau: 1. Giá chào cập nhật 600 tỷ 2. Tiền sử dụng đất 120 tỷ. Qua làm việc, đối tác thông báo tiền sử dụng đất còn phải nộp theo hệ số K (bên mua chịu) 120 tỷ - điểm này cần P.PLDA đánh giá làm rõ vì theo thông tin đối tác cung cấp ban đầu, dự án đã có GPXD và GCN (100% đất ở xây dựng chung cư) 3. Suất xây dựng gồm V: 17tr/m2 (all in). 4. Giá bán 75tr.m2 (chưa V, tim tường) (CPBH 15% doanh thu) Hiệu quả cập nhật như sau: + LNTT: 342 tỷ + NPV: 53 tỷ + IRR: 14.4% + LNTT/TMĐT: 19.8% * Một số lưu ý: 1. Qua khả"
BDS-MASTER-0106,Holiday Beach,no_map_link_matched,2025-04-16,,,,,batch_099.txt; batch_169.txt; batch_171.txt; batch_454.txt,"[] P.ĐT xin báo cáo Sếp Admin 01 FS dự án Holiday Beach theo phương án kết hợp Khách sạn và Condotel, như sau: I. TỔNG QUAN DỰ ÁN VÀ CƠ CẤU SẢN PHẨM: Quy mô xây dựng: 2 tầng hầm, 30 tầng nổi, tổng diện tích GFA gồm hầm 75.913 m2. Tỷ lệ diện tích thương phẩm 43.702 m2 ~ 58%/GFA gồm hầm, ~ 66%/GFA chưa hầm. II. TỔNG MỨC ĐẦU TƯ DỰ KIẾN Tổng mức đầu tư (bao gồm VAT) được dự kiến xây dựng hoàn thiện tiêu chuẩn 5 sao. III. PHÂN BỔ GIÁ VỐN VÀ TÍNH GIÁ HÒA VỐN: Cơ cấu giá vốn/m2 thương phẩm Giá vốn phân bổ cho từng loại sản phẩm: Do tổng diện tích kinh doanh gồm nhiều loại hình (bán, cho thuê, shop, condotel), với giả định các sản phẩm có khả năng tạo ra dòng tiền cao hơn sẽ gánh tỷ trọng giá vốn lớn hơn nên áp dụng phương pháp Phân bổ giá vốn của từng loại sản phẩm theo doanh thu ước tính để có tỷ lệ phù hợp, từ đó làm cơ sở để tính toán giá hòa vốn cho từng loại hình sản phẩm. Giá hòa vốn khác"
BDS-MASTER-0424,Holiday Beach - 14,no_map_link_matched,,,,,,batch_099.txt,"[] Phòng xin gửi đính kèm báo cáo lời và bảng trình bày + Bảng FS. Trân trọng, BC Trinh bay - DA Holiday Beach - 14.05.2026.pdf BC lời DA Holiday Beach - 14.5.2026.pdf FS Holiday Beach - PA Condotel + Hotel 14.5.2026.pdf Message by Admin 01"
BDS-MASTER-0244,Hoàng Cát Center,no_map_link_matched,2024-10-16,,,Bình Dương,,batch_629.txt,"[2024-10-16] Thao L - INVT 10/16/2024 2:30 PM Translate KĐT báo cáo anh Mr Mike1 -CEO về dự án Hoàng Cát Center, cập nhật bổ sung như sau: I. TIỀN CHUYỂN MỤC ĐÍCH SỬ DỤNG ĐẤT 1. Thời điểm tính tiền sử dụng đất: 2022 Quyết định 230/QĐ-UBND ngày 19/01/2022 do UBND tỉnh Bình Dương ban hành Về việc cho phép chuyển mục đích sử dụng đất để thự hiện dự án Hoàng Cát Center => Theo như Luật đất đai 2024, thời điểm định giá tính tiền sử dụng đất là thời điểm cho phép chuyển mục đích sử dụng đất => Tiền sử dụng đất được tính vào thời điểm năm 2022 - năm thị trường ổn định và đơn giá bán áp dụng vào phương pháp thăng dư khá cao. Tuy nhiên, hiện P.ĐT đang để đơn giá bán là 9tr/m2 gồm VAT đã khá thấp so với giá thị trường năm 2022. 2. Tiền sử dụng đất ở hoàng Cát Center: 120 tỷ ~ 3.3tr/m2 thương phẩm năm 2022 Một ví dụ so sánh khác: Dự án Khu nhà ở Bình Mỹ 2 tại Bình Mỹ, Bắc Tân Uyên, Bình Dương + Văn"
BDS-MASTER-0425,IRR thấp hơn ạ,no_map_link_matched,,,,,,batch_143.txt,"[] Dạ do đất ở lâu dài, sau khi hết thời hạn vận hành, thì giá trị quyền sử dụng đất vẫn còn nguyên, nên phòng đầu tư mới đề xuất tính them 1 phương không có đất vào. Đối với phương án tính đất, Phòng Đầu tư đang giả định giá đất chỉ tăng có 5%, dẫn đến hiệu quả dự án IRR thấp hơn ạ."
BDS-MASTER-0158,KCN Phước An tại xã Phước An,no_map_link_matched,2025-05-15,,"xã Phước An, huyện Nhơn Trạch, tỉnh Đồng Nai Định vị: KCN Phước An Giai đoạn 1+2 và Giai đoạn 3 – Cảng Phước An Diện tích: - Giai đoạn 1: 330 ha - Giai đoạn 2: 220 ha - Giai đoạn 3: 183 ha => Tổng 3 giai đoạn: 733 ha Mục",Đồng Nai,Nhơn Trạch,batch_409.txt,"[2025-05-15] Khang Do - CVDT 5/15/2025 5:11 PM Translate P. ĐT báo cáo anh Mr Mike1 -CEO về dự án KCN Phước An tại xã Phước An, huyện Nhơn Trạch, tỉnh Đồng Nai như sau: 1. THÔNG TIN TỔNG QUAN Tên dự án: Khu công nghiệp Phước An Vị trí: xã Phước An, huyện Nhơn Trạch, tỉnh Đồng Nai Định vị: KCN Phước An Giai đoạn 1+2 và Giai đoạn 3 – Cảng Phước An Diện tích: - Giai đoạn 1: 330 ha - Giai đoạn 2: 220 ha - Giai đoạn 3: 183 ha => Tổng 3 giai đoạn: 733 ha Mục đích sử dụng đất: SKK – Khu công nghiệp (dịch vụ hậu cần cảng) đối với Giai đoạn 1+2 và DGT – Cảng Phước An đối với Giai đoạn 3. Khu Công nghiệp - Dịch vụ hậu cần cảng gồm: dịch vụ nâng hạ, vệ sinh container, kiểm tra sửa chữa container, và cho thuê kho bãi. Không phải cho thuê đất làm KCN. Thời gian sử dụng: 21/08/2059 (còn 34 năm) Thị trường xung quanh 2. PHÁP LÝ DỰ ÁN (i) Pháp lý đất: chưa có GCN QSDĐ, chỉ có Hợp đồng thuê đất với diện "
BDS-MASTER-0214,KDC Đại Nam,no_map_link_matched,2024-10-02,,"dự án : Mặt tiền QL13, Chơn Thành, Bình Phước - Chủ đầu tư : Đại Nam - Quy mô : 96,7ha - 2.459 lô - Loại hình : Phân lô bán nền - Năm mở bán : 2018 – block A - Pháp lý : Đã có GCNQSDĐ từng lô - Hiện trạng : Hạ tầng kỹ th",,,batch_642.txt,"[2024-10-02] Thao L - INVT 10/2/2024 3:47 PM Edited Translate K.ĐT báo cáo anh Mr Mike1 -CEO về thị trường dự án KDC Đại Nam như sau: I. THÔNG TIN DỰ ÁN: - Vị trí dự án : Mặt tiền QL13, Chơn Thành, Bình Phước - Chủ đầu tư : Đại Nam - Quy mô : 96,7ha - 2.459 lô - Loại hình : Phân lô bán nền - Năm mở bán : 2018 – block A - Pháp lý : Đã có GCNQSDĐ từng lô - Hiện trạng : Hạ tầng kỹ thuật đã hoàn thiện 90% Hạ tầng xã hội chưa hoàn thiện II. THÔNG TIN THỊ TRƯỜNG: - Hiện trạng: + Giao dịch trên thị trường rất chậm và ít, chủ yếu là do nhà đầu tư cá nhân phải bán tháo, cắt lỗ với mức giá thấp để thu hồi vốn. + Hiện rất ít dân cư. + Đơn giá đất tại dự án giảm khoảng 20% - 30% so với năm 2022. - Đơn giá đất tại dự án: + Q3.2024 : 7 - 9tr/m2 (tùy thuộc vào vị trí) + Q2.2022 : 10 - 11tr/m2 (tùy thuộc vào vị trí) => Giảm 20% - 30% 2024.10.02 KDC Đại Nam.pdf Vào phòng họp em mở màn hình lớn nhé. giờ l"
BDS-MASTER-0345,KDC Đại Nam T01,no_map_link_matched,2025-01-20,,"đường 2. Về Giá thị trường: - Đơn giá thị trường của dự án khảo sát vào T10.2024 đến hiện tại T01.2025 không có sự thay đổi, giao dịch chuyển nhượng ít - Đơn giá thị trường T01.2025 dao động từ 7tr - 10tr/m2 tùy vị trí đ",,,batch_542.txt,"[2025-01-20] Thao L - INVT 1/20/2025 11:49 AM Edited Translate K.ĐT báo cáo anh Mr Mike1 -CEO về việc Cập nhật lại thị trường dự án KDC Đại Nam T01.2025 như sau: 1. Về Bảng giá đất nhà nước: - Đơn giá nhà nước năm 2025 tăng khoảng 1tr/m2 so với năm 2024 - Đơn giá nhà nước năm 2025 dao động từ 5tr - 8tr/m2 tùy vị trí đường 2. Về Giá thị trường: - Đơn giá thị trường của dự án khảo sát vào T10.2024 đến hiện tại T01.2025 không có sự thay đổi, giao dịch chuyển nhượng ít - Đơn giá thị trường T01.2025 dao động từ 7tr - 10tr/m2 tùy vị trí đường - Đơn giá nhà nước và thị trường hiện tại khá tiệm cận nhau và khoảng chênh lệch thấp Tính ra đi mua ở đây là còn rẻ hơn tự đi là... by Unknown User"
BDS-MASTER-0346,Khu Chung Cư & Văn Phòng An Phú 2,no_map_link_matched,,,,,,batch_178.txt,[] Dạ P.ĐT xin gửi sếp Admin 01 file trình bày ạ Dự Án Khu Chung Cư & Văn Phòng An Phú 2.pdf Ủa được duyệt dân số đó là cho toàn khu hã by Admin 01
BDS-MASTER-0216,Khu du lịch,no_map_link_matched,2025-02-28,,"giữa 2 khu đất trên, NVL đã thực hiện nộp thêm 53 tỷ (tiền chênh lệch) và được ghi nhận vào năm 2016. Như vậy đối với nghĩa vụ tiền sử dụng đất phải nộp để thực hiện dự án NOTM Lakeview, NVL đã bỏ ra tiền bồi thường giải",TP.HCM,,batch_511.txt,"[2025-02-28] Huy M - IM 2/28/2025 11:55 AM Translate Liên quan đến vấn đề giải quyết vướng mắc cho CĐT Novaland tại 2 dự án 30.2 Bình Khánh (Waterbay) và 30.1 ha Nam Rạch Chiếc (Lakeview): Nguồn gốc: Năm 2004, NN giao đất khu Waterbay cho công ty Thế kỷ 21 (công ty con của NVL) để thực hiện dự án Khu du lịch, văn hóa, giải trí. Năm 2008, NVL đã hoàn thành bồi thường giải phóng mặt bằng theo QĐ giao đất năm 2004 Năm 2016, TP.HCM xác định khu dự án Waterbay là 1 phần trong khu tái định cư Thủ Thiêm do đó không thể thực hiện dự án NOTM. Để giải quyết cho NVL, TP.HCM đã hoán đổi cho NVL khu đất 30.1ha Nam Rạch Chiếc mà sau này NVL triển khai dự án NOTM tên là Lakeview City. Song song với việc hoán đổi nêu trên, UBND TP.HCM có qđ xác định thời điểm định giá đất cho cả 2 khu Waterbay và Lakeview là vào năm 2008. Căn cứ vào đó, sau khi xác định giá trị quyền sử dụng đất và giá trị chênh lệch vị"
BDS-MASTER-0187,KĐT An Phú – PG (nguồn từ Ý-Pháp Chế) 1,no_map_link_matched,,,"P.An Phú, Thuận An, Bình Dương (cách Phú Gia Khiêm 1km, cách Fenica 2.5 km) Quy mô: - 3 tháp cao tầng (30 tầng): 1874 căn hộ ở, 504 officetel, 17 shophouse - 55 căn nhà phố thấp tầng - Dân số 3.899. 2. Pháp lý: Đã có quy",Bình Dương,,batch_254.txt,"[] P.ĐT Báo cáo Mr Mike1 -CEO đánh giá sơ bộ dự án KĐT An Phú – PG (nguồn từ Ý-Pháp Chế) 1. Thông tin dự án: Diện tích: 3ha Vị trí: P.An Phú, Thuận An, Bình Dương (cách Phú Gia Khiêm 1km, cách Fenica 2.5 km) Quy mô: - 3 tháp cao tầng (30 tầng): 1874 căn hộ ở, 504 officetel, 17 shophouse - 55 căn nhà phố thấp tầng - Dân số 3.899. 2. Pháp lý: Đã có quyết định chủ trương đầu tư (phê duyệt tháng 06/2025), P.ĐT đang phối hợp để lấy thêm thông tin pháp lý khác. 3. Giá chào: 730 tỷ (cam kết pháp lý đến 1/500 và sẽ thiết kế 1/500 theo ý người mua) 4. Đánh giá thị trường:"
BDS-MASTER-0289,Long Tân đến nay là khoảng 871 tỷ,no_map_link_matched,,,,,,batch_447.txt; batch_495.txt,"[] Dạ thông tin đã đền bù 183 ha được DIG công bố trên bản cáo bạch và báo cáo thường niên công ty ạ Theo đó, DIG đang ghi nhận giá vốn cho dự án Long Tân đến nay là khoảng 871 tỷ, tiền tạm ứng bồi thường khoảng 2.656 tỷ ạ. về quan điểm PĐT, vì chúng ta chưa biết rõ cơ cấu đất của dự án nên đang tạm lấy giá đất lúa (quan sát hiện trạng qua maps) để đảm bảo đánh giá mức giá thấp và thận trọng nhất ạ Tính giá thị trường khu này giờ phải 4tr/m ... by Unknown User --- [] Dạ thông tin đã đền bù 183 ha được DIG công bố trên bản cáo bạch và báo cáo thường niên công ty ạ Theo đó, DIG đang ghi nhận giá vốn cho dự án Long Tân đến nay là khoảng 871 tỷ, tiền tạm ứng bồi thường khoảng 2.656 tỷ ạ. về quan điểm PĐT, vì chúng ta chưa biết rõ cơ cấu đất của dự án nên đang tạm lấy giá đất lúa (quan sát hiện trạng qua maps) để đảm bảo đánh giá mức giá thấp và thận trọng nhất ạ Tính giá thị trường khu này g"
BDS-MASTER-0062,Lô đất Phú Thọ Hòa Tân Phú,no_map_link_matched,,,"và ranh dự án: Bản đồ không có tiêu đề - Google My Maps b. Sơ bộ hiện trạng pháp lý: Tổng diện tích khu đất theo Sổ cấp 2018 là 7.276,8 m2, trong đó có 6.824,3 m2 đất ở lâu dài, 452,5 m2 đất CLN thuộc Lộ giới đường Bưng",TPHCM,,batch_299.txt,"[] P.ĐT báo cáo Sếp Mr Mike1 -CEO về khu đất 7.276 m2 tại đường Bưng Ông Thoàn, P. Phú Hữu, TPHCM (nguồn từ Mr Nhật - Phòng PTQĐ) như sau: 1. Tóm tắt sơ bộ hiện trạng pháp lý dự án: a) Vị trí và ranh dự án: Bản đồ không có tiêu đề - Google My Maps b. Sơ bộ hiện trạng pháp lý: Tổng diện tích khu đất theo Sổ cấp 2018 là 7.276,8 m2, trong đó có 6.824,3 m2 đất ở lâu dài, 452,5 m2 đất CLN thuộc Lộ giới đường Bưng Ông Thoàn. LƯU Ý: Trong GCN (năm 2018) chủ nợ tiền sử dụng đất ~16,5 tỷ đồng. Pháp lý đầu tư: Chưa thực hiện QĐ chủ trương đầu tư và các thủ tục pháp lý đầu tư khác. Pháp lý đất: Có nguồn gốc đất cá nhân, phù hợp để phát triển dự án nhà ở. Pháp lý QH: Diện tích phù hợp QH còn 6.800 m2 (có khoảng 450 m2 đất lộ giới). Thuộc Ô phố OD11 : + Tầng cao 20 tầng; Hệ số cơ bản 6 lần (có thể tăng thêm 1,5 lần nếu áp dụng hệ số ưu tiên) + Dân số toàn ô 1.088 dân/3,22 ha => dân số của khu đất kho"
BDS-MASTER-0350,PGK,no_map_link_matched,2024-09-17,,,,,batch_662.txt,[2024-09-17] Trieu Nguyen-PTDT 9/17/2024 5:02 PM Translate Em gửi anh Mr Mike1 -CEO cập nhật hiệu quả dự án PGK theo phương án 900 tỷ Hình ảnh load ko đc. by Unknown User
BDS-MASTER-0135,PGK phương án 900 tỷ,no_map_link_matched,2024-09-17,,,,,batch_658.txt,"[2024-09-17] Trieu Nguyen-PTDT 9/17/2024 5:27 PM Edited Translate Em gửi anh hiệu quả dự án PGK phương án 900 tỷ: + LNTT / TMĐT : 14,15% + NPV = -10 tỷ + IRR = 10,7% + Thời gian hoàn vốn: 4,75 năm => Dự án chưa đạt hiệu quả đầu tư Giá vốn bao nhiêu thì ổn, em cho chạy các m... by Unknown User"
BDS-MASTER-0219,Phú Gia Khiêm,no_map_link_matched,2024-09-18,,,Bình Dương,,batch_657.txt; batch_667.txt,"[2024-09-18] Trieu Nguyen-PTDT 9/18/2024 11:38 AM Translate Em gửi anh Mr Mike1 -CEO bảng so sánh mức giá vốn dự án Phú Gia Khiêm. Với mức giá chuyển nhượng 700 tỷ thì dự án đạt hiệu quả theo chỉ tiêu Lợi nhuận trước thuế / Tổng mức đầu tư đạt 20% Diễn giải từng cái ra nha. A ko xem hình đc by Unknown User --- [2024-09-17] Trieu Nguyen-PTDT 9/17/2024 3:56 PM Edited Translate KĐT gửi anh Mr Mike1 -CEO báo cáo cập nhật hiệu quả dự án Phú Gia Khiêm, Thuận An, Bình Dương được tính toán theo giá chuyển nhượng dự án 700 tỷ và 1100 tỷ: A/ Các thông số tính toán: 1/ Suất đầu tư xây dựng (cung cấp bởi phòng QS): a) Dự toán chi phí xây dựng cho các công trình của dự án theo phân khúc B: Tổng 2.840 tỷ đồng + Suất xây dựng chung cư (bao gồm các loại chi phí): 12.788.000 đồng/m2 + Suất xây dựng Officetel (bao gồm các loại chi phí): 13.046.000 đồng/m2 b) Dự toán chi phí xây dựng theo QĐ 510/BXD dùng đ"
BDS-MASTER-0427,Phú Gia Khiêm và Phú Quang,no_map_link_matched,2024-10-14,,,,,batch_632.txt,"[2024-10-14] Thao L - INVT 10/14/2024 3:02 PM Edited Translate K.ĐT gửi anh Mr Mike1 -CEO thông tin về đơn giá chi phí hạ tầng, cảnh quan 02 dự án Phú Gia Khiêm và Phú Quang như sau: Thử cho QS tính em by Unknown User"
BDS-MASTER-0162,Phú Gia Khiêm với 02 phương án,no_map_link_matched,2025-10-01,,,,,batch_284.txt,"[2025-10-01] Thao L - INVT 10/1/2025 5:49 PM Translate K.ĐT gửi anh Mr Mike1 -CEO về cập nhật dự án Phú Gia Khiêm với 02 phương án như sau: A. PHƯƠNG ÁN CĂN HỘ + DÃY SHOPHOUSE LIỀN KỀ (CHUYỂN OFFICETEL THÀNH THẤP TẦNG) 1. TỔNG CHI PHÍ DỰ ÁN (VAT): 5,025 tỷ - Tổng mức đầu tư: 3,883 tỷ, trong đó: + Chi phí tiền sử dụng đất thấp nhất: 712 tỷ (Đơn giá đóng TSDĐ của PGK gấp 4 lần đơn giá Nhà nước đường Bình Chuẩn 67 = tỷ lệ giữa đơn giá theo văn bản Phê duyệt đơn giá đất để tính TSDĐ của dự án A&K vào Q1.2025 và đơn giá nhà nước đoạn đường tọa lạc của dự án A&K = 4 lần) – Tạm tính vào thời điểm 2025 + Suất xây dựng căn hộ allin (VAT): 13tr/m2 sàn + Suất xây dựng Shophouse liên kế (VAT): 6tr/m2 sàn - Chi phí bán hàng (VAT) : 787 tỷ ~ 17% Doanh thu chưa VAT 2. TỔNG DOANH THU DỰ ÁN (VAT): 5,187 TỶ - Đơn giá trung bình căn hộ (chưa VAT, tim tường): 42.5tr/m2 sàn - Đơn giá trung bình Shophouse khố"
BDS-MASTER-0087,Phú Quang cập nhật,no_map_link_matched,2025-04-25,,,,,batch_430.txt,"[2025-04-25] Khoa L - INVT 4/25/2025 6:04 PM Edited Translate P.Đầu tư Báo cáo anh Mr Mike1 -CEO về hiệu quả dự án Phú Quang cập nhật theo phương án quy hoạch mới nhất (18.051 dân) 1. Thông tin quy hoạch: Hệ số sử dụng đất: 6,41 - 7,69 Cơ cấu sử dụng đất: Tổng diện tích 32 ha Diện tích cây xanh cảnh quan: 14,4 ha Diện tích đất thương phẩm: 17 ha Đất thấp tầng: 4,5 ha Đất chung cư NOXH: 2,8 ha Đất chung cư NOTM: 5,8 ha Cơ cấu diện tích sàn thương phẩm: Chung cư NOXH: 129.874 m2 Chung cư NOTM: 323.986 m2 2. Hiệu quả dự án: Dựa trên thông tin giá bán, suất thay đổi không thay đổi so với các đợt báo cáo trước. Hiệu quả dự án như sau: Lợi nhuận trước thuế: 18.522,6 tỷ LNTT/TMĐT: 56,37% NPV: 4.286 tỷ IRR: 25,72% 3. So sánh phương án quy hoạch mới (18.051 dân) với phương án 19.646 dân: Bảng so sánh với diện tích đất và thương phẩm của 2 phương án: Bảng so sánh P&L của 2 phương án: Với phương án"
BDS-MASTER-0292,Phú Đông premier gần PH đang bán giá 37 39,no_map_link_matched,2024-12-12,,,,,batch_573.txt; batch_574.txt,"[2024-12-12] Huy M - IM 12/12/2024 8:47 AM Về phần xây dựng thì dự án Phú Đông premier gần PH đang bán giá 37 39, A Sơn trợ lý trướ… Ok Huy nhé, áp giá 12.05 cũng ổn vì đã có dự phòng phí 5%. OK Anh nhé. by Huy M - IM --- [2024-12-12] Thoi L - ASST. 12/12/2024 8:37 AM Huy Mai-PTDTAnh đã xem nhanh các chi phí dự trù; nếu bên người bán lo pháp lý đến khi có gpxd thì… Về phần xây dựng thì dự án Phú Đông premier gần PH đang bán giá 37 39, A Sơn trợ lý trước đây có cho hay là suất xây lắp thiết bị gồm VAT của họ là 9.5 tr/m2 à tính all in thì họ chưa tới 11 tr/m2 Link https://vnexpress.net/chu-tich-nam-lon... by Huy M - IM"
BDS-MASTER-0112,Phượng Hoàng,no_map_link_matched,2025-08-20,,,,,batch_264.txt; batch_291.txt; batch_319.txt; batch_326.txt; batch_340.txt; batch_393.txt; batch_408.txt; batch_447.txt; batch_573.txt,"[2025-08-20] Thao L - INVT 8/20/2025 9:01 PM Translate K.ĐT báo cáo anh Mr Mike1 -CEO về cập nhật dự án Phượng Hoàng như sau: - Chi phí nhà mẫu: 14.5 tỷ (phương án cũ 12 tỷ) - Chi phí XD chung cư: 618.8 tỷ - Chi phí lãi vay: không thay đổi nhiều (Phương án mới lãi suất giảm còn 6.5%, tuy nhiên chi phí xây dựng cao. Phương án cũ lãi suất 7% - 8%, tuy nhiên chi phí xây dựng thấp) - Chi phí bán hàng theo Mr. Cường đề xuất: 15% đã bao gồm 27 tỷ chi phí hỗ trợ lãi suất cho người mua (phương án cũ: 15% nhưng chưa bao gồm chi phí hỗ trợ lãi suất) - FS tính dựa theo Phương án thanh toán chuẩn Mr. Cường đề xuất: - Hiệu quả tài chính: + Lợi nhuận trước thuế/TMĐT: 8.2% (nếu tiết giảm được 5% chi phí xây dựng chung cư khi đấu thầu xây dựng thì Lợi nhuận trước thuế/TMĐT: 11.9%) + Lợi nhuận trước thuế/VCSH: 25% *Hiện Mr. Cường đã lên 07 phương án thanh toán, tuy nhiên chưa chi tiết: - Kế hoạch kinh do"
BDS-MASTER-0191,Phụ trách Lâm Đồng và P,no_map_link_matched,2025-04-17,,tiềm năng để thực hiện. Em đề xuất tổ chức họp bao gồm PLDA - Phụ trách Lâm Đồng và P. QH triển khai nghiên cứu và hướng đi pháp lý nhé. OK a sẽ trao đổi với Gđ Minh họp sớm. by Thoi L - ASST.,,,batch_452.txt,"[2025-04-17] Huy M - IM 4/17/2025 11:51 AM Translate Thoi -Tro Ly GD Liên quan đến nội dung nghiên cứu các tài sản của DLR để làm khách sạn, em đã trao đổi với Anh David xác định các vị trí tiềm năng để thực hiện. Em đề xuất tổ chức họp bao gồm PLDA - Phụ trách Lâm Đồng và P. QH triển khai nghiên cứu và hướng đi pháp lý nhé. OK a sẽ trao đổi với Gđ Minh họp sớm. by Thoi L - ASST."
BDS-MASTER-0136,Richland,no_map_link_matched,,,,,Quận 9,batch_004.txt,"[] Phòng Đầu tư xin báo cáo Sếp Admin 01 về cập nhật dự án Richland, diện tích 4,8 ha đường Lê Văn Việt, Quận 9 cũ như sau: I. Tóm tắt tình trạng pháp lý dự án: Diện tích đất thực hiện dự án là 48.380 m2, trong đó diện tích đất có Giấy chứng nhận là 38.528 m2 (gồm 4 sổ là đất ở đô thị, lâu dài), còn thiếu khoảng 9.852 m2 đất chưa có thông tin. Dự án đã được cấp GPXD năm 2008, đã xây dựng móng và hầm đến nay gần 18 năm. => không còn sử dụng được và phải tốn thêm chi phí phá dỡ công trình. Dự án chưa hoàn thành nghĩa vụ tài chính dự án theo chỉ tiêu QH được phê duyệt thời điểm 2008. Dự án thời điểm này chưa phải dành ra 20% diện tích làm Nhà ở xã hội, và hiện trạng có đường dây điện cao thế ngang qua khu đất cũng là điểm hạn chế và có thể phải phát sinh thêm chi phí hạ ngầm đường điện cao thế. II. Tóm tắt chỉ tiêu Quy hoạch: Diện tích đất toàn khu: 48.379,59 m2 Hệ số sử dụng đất toàn khu: "
